סעיף,חשבון,שם חשבון,מחלקה,סוג תקציב,משרות מעודכן,טור  1,טור  2,טור  3,טור  4
813200841,1813200841,חונכות וטפוח יום,0,גמיש,0,"271,000",0,0,0
813200842,1813200842,אבחון וטיפול דידקטי לתל' נזקקי,0,גמיש,0,"270,000",0,0,0
813200980,1813200980,מורות חיילות,0,גמיש,0,0,0,0,0
813210780,1813210780,מועדוני נוער למתבגרים,0,גמיש,0,"410,000",0,0,0
813210781,1813210781,תיכנון ובקרה,0,גמיש,0,"410,000",0,0,0
813210782,1813210782,"בי""ס קהילתי בליך",0,גמיש,0,"41,000",0,0,0
813210783,1813210783,"בי""ס קהילתי הרואה",0,גמיש,0,"20,000",0,0,0
813210784,1813210784,"בי""ס קהילתי אוהל שם",0,גמיש,0,"53,000",0,0,0
813210785,1813210785,"בי""ס קהילתי אושא",0,גמיש,0,"20,000",0,0,0
813210786,1813210786,"בי""ס קהילתי שלום",0,גמיש,0,"30,000",0,0,0
813210787,1813210787,"בי""ס קהילתי מורשת משה",0,גמיש,0,"25,000",0,0,0
813210788,1813210788,"בי""ס קהילתי ויצמן",0,גמיש,0,"24,000",0,0,0
813400121,1813400121,"פסיכולוג-""הלל""",0,גמיש,0,"7,600",0,0,0
813400743,1813400743,מחוננים,5,גמיש,0,"200,000",0,0,0
813600110,1813600110,"חינוך משלים בבתי""ס השכר ה",4,קשיח,0,"128,275",0,0,0
813600120,1813600120,"חינוך משלים בבתי""ס תוספות",4,גמיש,0,"10,039",0,0,0
813600130,1813600130,ש.נ,3,גמיש,0,0,0,0,0
813600140,1813600140,"חינוך משלים בבתי""ס החזר ה",4,גמיש,0,"23,982",0,0,0
813600181,1813600181,"חינוך משלים בבתי""ס הפרשות",4,גמיש,0,"31,232",0,0,0
813600210,1813600210,משכורות-על תיקניים,0,קשיח,0,0,0,0,0
813600391,1813600391,פנסיה,4,גמיש,0,0,0,0,0
813600540,1813600540,דיוור ותקשורת,5,גמיש,0,"13,000",0,0,0
813600743,1813600743,פרוייקט המוזיקה,5,גמיש,0,"2,200,000",0,0,0
813600753,1813600753,קידום נוער בשכונות,0,גמיש,0,"2,059,000",0,0,0
813600754,1813600754,שכר למנהלת ומזכירת להקות,0,גמיש,0,"405,000",0,0,0
813600780,1813600780,התזמורת הסימפונית הצעירה,0,גמיש,0,"370,000",0,0,0
813600781,1813600781,ארועי חינוך,0,גמיש,0,"287,000",0,0,0
813600782,1813600782,"טכס ח, וארועים",5,גמיש,0,"930,000",0,0,0
813600783,1813600783,בית המקרא,0,גמיש,0,"364,000",0,0,0
813600784,1813600784,מועדונים טיפוליים,5,גמיש,0,"210,000",0,0,0
813600785,1813600785,שעות תוספתיות ביסודיים,5,גמיש,0,"7,686,000",0,0,0
813600786,1813600786,מועדנית בסביון,0,גמיש,0,"315,000",0,0,0
813600787,1813600787,להקות עירוניות,0,גמיש,0,"600,000",0,0,0
813600788,1813600788,"מרפ""ד",0,גמיש,0,"735,000",0,0,0
813600789,1813600789,כנס מנהלי בתי ספר,0,גמיש,0,"130,000",0,0,0
813600790,1813600790,ארועים וטכסים,0,גמיש,0,"210,000",0,0,0
813600810,1813600810,"תללי""ם הקצבה",0,גמיש,0,0,0,0,0
813700110,1813700110,שכר,4,גמיש,0,"334,630",0,0,0
813700120,1813700120,תוספות,4,גמיש,0,"33,463",0,0,0
813700130,1813700130,ש.נ,3,גמיש,0,"19,520",0,0,0
813700140,1813700140,חוות חקלאיות החזר הוצאות,4,גמיש,0,"102,620",0,0,0
813700181,1813700181,חוות חקלאיות הפרשות סוציא,4,גמיש,0,"117,120",0,0,0
813700210,1813700210,משכורת - על תקניים,0,קשיח,0,0,0,0,0
813700391,1813700391,פנסיה,4,גמיש,0,0,0,0,0
813700430,1813700430,חשמל מאור ונקיון,0,גמיש,0,0,0,0,0
813700440,1813700440,ביטוח,0,גמיש,0,"6,579",0,0,0
813700596,1813700596,ת.ע. מוסך,0,גמיש,0,"71,032",0,0,0
813700720,1813700720,חמרים,5,גמיש,0,"160,000",0,0,0
813700780,1813700780,הוצ לפעולות חוה חק,5,גמיש,0,"43,000",0,0,0
813700794,1813700794,ת.ע. מחסן,5,קשיח,0,347,0,0,0
813700795,1813700795,ת.ע. נגריה,0,גמיש,0,115,0,0,0
813700798,1813700798,ת.ע. אחזקה,0,גמיש,0,969,0,0,0
813800720,1813800720,קייטנות,5,גמיש,0,0,0,0,0
815200110,1815200110,השכר הקובע,4,גמיש,0,"7,250,308",0,0,0
815200120,1815200120,תוספות,4,גמיש,0,"702,722",0,0,0
815200130,1815200130,ש.נ,3,גמיש,0,"18,963",0,0,0
815200140,1815200140,החזר הוצאות,4,גמיש,0,"1,104,277",0,0,0
815200181,1815200181,הפרשות סוציאליות,4,גמיש,0,"2,286,636",0,0,0
815200210,1815200210,על תיקניים,0,קשיח,0,0,0,0,0
815200301,1815200301,ת.ע. לשכר העמסה,0,גמיש,0,"3,480,771",0,0,0
815200391,1815200391,פנסיה,4,גמיש,0,0,0,0,0
815200440,1815200440,"בתי""ס על יסודיים עיוניים",5,גמיש,0,"299,397",0,0,0
815200520,1815200520,השתלמות מורים,0,גמיש,0,"100,000",0,0,0
815200521,1815200521,"החזר שכ""ל למורים",0,גמיש,0,"50,000",0,0,0
815200522,1815200522,פתוח וטיפוח הצוות,0,גמיש,0,"302,000",0,0,0
815200540,1815200540,דיוור ותקשורת,5,גמיש,0,"4,000",0,0,0
815200570,1815200570,"בתי""ס על יסודיים עיוניים",5,גמיש,0,"18,000",0,0,0
815200571,1815200571,העסקת אנשי מחשב,0,גמיש,0,0,0,0,0
815200593,1815200593,השתת' בת.מיכון,3,גמיש,0,"14,956",0,0,0
815200750,1815200750,סיוע לאוכלוסיה חלשה,0,גמיש,0,"612,000",0,0,0
815200751,1815200751,תוכנית מעבר לתיכון,0,גמיש,0,"53,000",0,0,0
815200752,1815200752,מחוננים,0,גמיש,0,"92,000",0,0,0
815200753,1815200753,מדידה והערכה,0,גמיש,0,0,0,0,0
815200754,1815200754,סקרים,0,גמיש,0,"138,000",0,0,0
815200755,1815200755,פרוייקטים לימודיים,0,גמיש,0,"1,457,000",0,0,0
815200756,1815200756,תגבור מגמות יחודיות,0,גמיש,0,"925,000",0,0,0
815200757,1815200757,סדנאות,0,גמיש,0,"53,000",0,0,0
815200758,1815200758,שעת חינוך באזרחות,0,גמיש,0,"50,000",0,0,0
815200759,1815200759,יעוץ,0,גמיש,0,0,0,0,0
815200760,1815200760,תלמידי חוץ,5,גמיש,0,"123,000",0,0,0
815200780,1815200780,נוער נורמטיבי,0,גמיש,0,"1,019,000",0,0,0
815200781,1815200781,מניעת אלימות,0,גמיש,0,"154,000",0,0,0
815200782,1815200782,ביכורי יצירה,0,גמיש,0,"72,000",0,0,0
815200783,1815200783,קשרי חוץ,5,גמיש,0,"658,000",0,0,0
815200794,1815200794,השתת. בת.ע. מחסן,5,קשיח,0,"14,332",0,0,0
815200795,1815200795,השתת. בת.ע. נגריה,5,קשיח,0,"2,988",0,0,0
815200798,1815200798,השתת. בת.ע. תחזוקה,5,קשיח,0,0,0,0,0
815200810,1815200810,מרכז פייס בליך,5,גמיש,0,0,0,0,0
815200840,1815200840,חונכות וטפח יום ושעורי עזר,5,גמיש,0,"380,000",0,0,0
815210110,1815210110,משכורות- בליך,0,קשיח,0,"21,750,924",0,0,0
815210120,1815210120,תוספות - בליך,0,קשיח,0,"1,282,747",0,0,0
815210130,1815210130,ש.נ. - בליך,0,קשיח,0,"100,389",0,0,0
815210140,1815210140,החזר הוצאות-בליך,0,קשיח,0,"725,030",0,0,0
815210181,1815210181,הפרשות-בליך,0,קשיח,0,"7,417,623",0,0,0
815210420,1815210420,תיקונים - בליך,0,גמיש,0,"217,000",0,0,0
815210430,1815210430,חשמל מים וח. נקיון,0,גמיש,0,"755,000",0,0,0
815210440,1815210440,ביטוח,0,גמיש,0,0,0,0,0
815210450,1815210450,ריהוט-בליך,0,גמיש,0,"6,000",0,0,0
815210470,1815210470,ציוד משרדי,0,גמיש,0,"18,000",0,0,0
815210471,1815210471,דמי שיכפול,0,גמיש,0,"31,000",0,0,0
815210510,1815210510,"כיבוד ואש""ל",0,גמיש,0,"13,000",0,0,0
815210520,1815210520,השתלמויות מורים,0,גמיש,0,0,0,0,0
815210540,1815210540,הוצ' תקשורת,0,גמיש,0,"36,000",0,0,0
815210720,1815210720,חומרים וערכות מדע,0,גמיש,0,"61,000",0,0,0
815210740,1815210740,כלים מכשירים וציוד,0,גמיש,0,"66,000",0,0,0
815210750,1815210750,קבלן נקיון,0,גמיש,0,"570,000",0,0,0
815210780,1815210780,שי למורים,0,גמיש,0,"29,000",0,0,0
815210781,1815210781,ספריות,0,גמיש,0,"22,000",0,0,0
815210782,1815210782,חנוך לדמוקרטיה - בליך,0,גמיש,0,0,0,0,0
815210784,1815210784,ציוד ספורט,0,גמיש,0,"20,000",0,0,0
815210785,1815210785,פעולות חברתיות,0,גמיש,0,"68,000",0,0,0
815210810,1815210810,מ.פייס בליך,0,גמיש,0,"10,000",0,0,0
815210929,1815210929,"סמים- בי""ס בליך",0,גמיש,0,"3,000",0,0,0
815220110,1815220110,משכורות- אהל שם,0,קשיח,0,"17,846,912",0,0,0
815220120,1815220120,תוספות-אהל שם,0,קשיח,0,"1,226,975",0,0,0
815220130,1815220130,ש.נ. - אהל שם,0,קשיח,0,"83,657",0,0,0
815220140,1815220140,החזר הוצאות-אהל שם,0,קשיח,0,"613,488",0,0,0
815220181,1815220181,הפרשות - אהל שם,0,קשיח,0,"6,469,505",0,0,0
815220420,1815220420,תיקונים-אוהל שם,0,גמיש,0,"152,000",0,0,0
815220430,1815220430,חשמל מים וח. נקיון,0,גמיש,0,"475,000",0,0,0
815220440,1815220440,ביטוח,0,גמיש,0,0,0,0,0
815220450,1815220450,ריהוט,0,גמיש,0,"4,000",0,0,0
815220470,1815220470,ציוד משרדי,0,גמיש,0,"13,000",0,0,0
815220471,1815220471,דמי שכפול,0,גמיש,0,"40,000",0,0,0
815220510,1815220510,"כיבוד ואש""ל",0,גמיש,0,"11,000",0,0,0
815220520,1815220520,השתלמויות מורים,0,גמיש,0,0,0,0,0
815220540,1815220540,הוצ' תקשורת,0,גמיש,0,"26,000",0,0,0
815220720,1815220720,חומרים וערכות מדע,0,גמיש,0,"50,000",0,0,0
815220740,1815220740,כלים מכשירים וציוד,0,גמיש,0,"48,000",0,0,0
815220750,1815220750,קבלן נקיון,0,גמיש,0,"470,000",0,0,0
815220780,1815220780,שי למורים,0,גמיש,0,"23,000",0,0,0
815220781,1815220781,ספריות,0,גמיש,0,"16,000",0,0,0
815220782,1815220782,תחזוקת אשכול פיס,0,גמיש,0,"301,000",0,0,0
815220784,1815220784,ציוד ספורט,0,גמיש,0,"11,000",0,0,0
815220785,1815220785,פעולות חברתיות,0,גמיש,0,"49,000",0,0,0
815220810,1815220810,הפעלת אולם ספורט,0,גמיש,0,0,0,0,0
815220820,1815220820,פרוייקטים,0,גמיש,0,"218,000",0,0,0
815230110,1815230110,משכורות - תיכון דתי,0,קשיח,0,"4,238,642",0,0,0
815230120,1815230120,תוספות - תיכון דתי,0,קשיח,0,"267,704",0,0,0
815230130,1815230130,ש.נ. - תיכון דתי,0,קשיח,0,"11,155",0,0,0
815230140,1815230140,החזר הוצאות-תיכון דתי,0,קשיח,0,"156,161",0,0,0
815230181,1815230181,הפרשות-תיכון דתי,0,קשיח,0,"1,561,605",0,0,0
815230420,1815230420,תיקונים-תיכון דתי בנות,0,גמיש,0,"59,000",0,0,0
815230430,1815230430,חשמל מים וח. נקיון,0,גמיש,0,"215,000",0,0,0
815230440,1815230440,ביטוח,0,גמיש,0,0,0,0,0
815230450,1815230450,ריהוט,0,גמיש,0,"2,000",0,0,0
815230470,1815230470,ציוד משרדי,0,גמיש,0,"5,000",0,0,0
815230471,1815230471,דמי שכפול,0,גמיש,0,"9,000",0,0,0
815230510,1815230510,"כיבוד ואש""ל",0,גמיש,0,"3,000",0,0,0
815230520,1815230520,השתלמויות מורים,0,גמיש,0,0,0,0,0
815230540,1815230540,הוצ' תקשורת,0,גמיש,0,"10,000",0,0,0
815230720,1815230720,חומרים וערכות מדע,0,גמיש,0,"20,000",0,0,0
815230740,1815230740,כלים מכשירים וציוד,0,גמיש,0,"19,000",0,0,0
815230750,1815230750,קבלן נקיון,0,גמיש,0,"195,000",0,0,0
815230760,1815230760,שאילת מורים,0,גמיש,0,"1,200,000",0,0,0
815230780,1815230780,שי למורים,0,גמיש,0,"9,000",0,0,0
815230781,1815230781,ספריות,0,גמיש,0,"6,000",0,0,0
815230784,1815230784,ציוד ספורט,0,גמיש,0,"5,000",0,0,0
815230785,1815230785,פעולות חברתיות,0,גמיש,0,"22,000",0,0,0
815240110,1815240110,משכורות- ישיבה תיכונית,0,קשיח,0,"4,461,728",0,0,0
815240120,1815240120,תוספות-ישיבה תיכונית,0,קשיח,0,"256,549",0,0,0
815240130,1815240130,ש.נ.-ישיבה תיכונית,0,קשיח,0,"11,155",0,0,0
815240140,1815240140,החזר הוצאות- ישיבה תיכוני,0,קשיח,0,"290,012",0,0,0
815240181,1815240181,הפרשות - ישיבה תיכונית,0,קשיח,0,"1,673,148",0,0,0
815240420,1815240420,תיקונים-ישיבה תיכונית,0,גמיש,0,"40,000",0,0,0
815240430,1815240430,חשמל מים וח. נקיון,0,גמיש,0,"220,000",0,0,0
815240440,1815240440,ביטוח,0,גמיש,0,0,0,0,0
815240450,1815240450,ריהוט,0,גמיש,0,"1,000",0,0,0
815240470,1815240470,ציוד משרדי,0,גמיש,0,"3,000",0,0,0
815240471,1815240471,דמי שכפול,0,גמיש,0,"6,000",0,0,0
815240510,1815240510,"כיבוד ואש""ל",0,גמיש,0,"2,000",0,0,0
815240520,1815240520,השתלמויות מורים,0,גמיש,0,0,0,0,0
815240540,1815240540,הוצ' תקשורת,0,גמיש,0,"17,000",0,0,0
815240720,1815240720,חומרים וערכות מדע,0,גמיש,0,"12,000",0,0,0
815240740,1815240740,כלים מכשירים וציוד,0,גמיש,0,"11,000",0,0,0
815240750,1815240750,קבלן נקיון,0,גמיש,0,"250,000",0,0,0
815240760,1815240760,שאילת מורים,0,גמיש,0,"520,000",0,0,0
815240780,1815240780,שי למורים,0,גמיש,0,"9,000",0,0,0
815240781,1815240781,ספריות,0,גמיש,0,"4,000",0,0,0
815240784,1815240784,ציוד ספורט,0,גמיש,0,"5,000",0,0,0
815240785,1815240785,פעולות חברתיות,0,גמיש,0,"14,000",0,0,0
815250110,1815250110,שכר יסוד,0,גמיש,0,"4,907,901",0,0,0
815250120,1815250120,תוספות,0,גמיש,0,"301,167",0,0,0
815250130,1815250130,שעות נוספות,0,גמיש,0,"11,155",0,0,0
815250140,1815250140,החזר הוצאות,0,גמיש,0,"167,314",0,0,0
815250181,1815250181,הפרשות ונלוות,0,גמיש,0,"1,784,691",0,0,0
815250420,1815250420,תיקונים,0,גמיש,0,"57,000",0,0,0
815250430,1815250430,אורה מודיעים-חשמל,0,גמיש,0,"161,000",0,0,0
815250450,1815250450,אורה מודיעים-תיקונים,0,גמיש,0,"2,000",0,0,0
815250470,1815250470,ציוד משרדי,0,גמיש,0,"5,000",0,0,0
815250471,1815250471,דמי שכפול,0,גמיש,0,"8,000",0,0,0
815250510,1815250510,"כבוד ואש""ל",0,גמיש,0,"2,900",0,0,0
815250540,1815250540,הוצאות תקשורת,0,גמיש,0,"9,000",0,0,0
815250720,1815250720,חומרים,0,גמיש,0,"15,000",0,0,0
815250740,1815250740,כלים ומכשירים,0,גמיש,0,"18,000",0,0,0
815250750,1815250750,קבלן נקיון,0,גמיש,0,"99,000",0,0,0
815250780,1815250780,שי למורים,0,גמיש,0,"14,000",0,0,0
815250781,1815250781,ספריות,0,גמיש,0,"6,000",0,0,0
815250784,1815250784,ציוד ספורט,0,גמיש,0,"8,000",0,0,0
815250785,1815250785,פעולות חברתיות,0,גמיש,0,"18,000",0,0,0
815260110,1815260110,תיכון חדש שכר,0,גמיש,0,"8,700,369",0,0,0
815260120,1815260120,תוספות,0,גמיש,0,"468,481",0,0,0
815260130,1815260130,שעות נוספות,0,גמיש,0,"22,308",0,0,0
815260140,1815260140,החזר הוצאות,0,גמיש,0,"278,857",0,0,0
815260181,1815260181,הפרשות ונילוות,0,גמיש,0,"3,011,666",0,0,0
815260420,1815260420,תיקונים,0,גמיש,0,"80,000",0,0,0
815260430,1815260430,חשמל ומים,0,גמיש,0,"280,000",0,0,0
815260450,1815260450,רהוט,0,גמיש,0,"2,000",0,0,0
815260470,1815260470,ציוד משרדי,0,גמיש,0,"8,000",0,0,0
815260471,1815260471,דמי שכפול,0,גמיש,0,"10,000",0,0,0
815260510,1815260510,"כיבוד ואש""ל",0,גמיש,0,"4,500",0,0,0
815260540,1815260540,הוצאות תקשורת,0,גמיש,0,"12,000",0,0,0
815260720,1815260720,חומרים,0,גמיש,0,"21,000",0,0,0
815260740,1815260740,כלים ומכשירים,0,גמיש,0,"23,000",0,0,0
815260750,1815260750,קבלן נקיון,0,גמיש,0,"177,000",0,0,0
815260780,1815260780,שי למורים,0,גמיש,0,"12,000",0,0,0
815260781,1815260781,ספריות,0,גמיש,0,"7,000",0,0,0
815260784,1815260784,ציוד ספורט,0,גמיש,0,"10,000",0,0,0
815260785,1815260785,פעולות חברתיות,0,גמיש,0,"24,000",0,0,0
815260786,1815260786,"פרוייקט ""הזנק""",0,גמיש,0,0,0,0,0
815260787,1815260787,"פרויקט באמצעות עמ,זיו נעורים",0,גמיש,0,"102,000",0,0,0
815260788,1815260788,פסיכולוג ופסיכיאטר,0,גמיש,0,"80,000",0,0,0
815260789,1815260789,איש תחזוקה,0,גמיש,0,0,0,0,0
815270043,1815270043,תשלומי חשמל - זומר,0,גמיש,0,0,0,0,0
815270110,1815270110,"בי""ס זומר שכר",0,שכר,0,"500,000",0,0,0
815270120,1815270120,"תוספות - בי""ס זומר",0,שכר,0,"200,000",0,0,0
815270130,1815270130,"ש.נ - בי""ס זומר",0,שכר,0,"130,000",0,0,0
815270140,1815270140,"החזר הוצאות - בי""ס זומר",0,שכר,0,0,0,0,0
815270181,1815270181,"הפרשות - בי""ס זומר",0,שכר,0,1,0,0,0
815270410,1815270410,"בי""ס זומר - שכ""ד",0,גמיש,0,0,0,0,0
815270420,1815270420,תיקונים,0,גמיש,0,"11,800",0,0,0
815270430,1815270430,חשמל ומים,0,גמיש,0,"50,000",0,0,0
815270450,1815270450,ריהוט,0,גמיש,0,300,0,0,0
815270470,1815270470,ציוד משרדי,0,גמיש,0,"1,500",0,0,0
815270471,1815270471,דמי שכפול,0,גמיש,0,"2,000",0,0,0
815270510,1815270510,"כיבוד ואש""ל",0,גמיש,0,500,0,0,0
815270540,1815270540,תקשורת,0,גמיש,0,"2,000",0,0,0
815270720,1815270720,חומרים,0,גמיש,0,"8,000",0,0,0
815270740,1815270740,כלים ומכשירים,0,גמיש,0,"2,000",0,0,0
815270750,1815270750,קבלן נקיון,0,גמיש,0,"29,000",0,0,0
815270780,1815270780,שי למורים,0,גמיש,0,"2,000",0,0,0
815270781,1815270781,ספריות,0,גמיש,0,"1,200",0,0,0
815270784,1815270784,ציוד ספורט,0,גמיש,0,"1,700",0,0,0
815270785,1815270785,פעולות חברתיות,0,גמיש,0,"4,000",0,0,0
815270925,1815270925,זומר - דמי שתיה,0,גמיש,0,0,0,0,0
815500810,1815500810,השתת בבתי ספר אורט,5,גמיש,0,"312,000",0,0,0
816200780,1816200780,בר אילן,5,גמיש,0,"120,000",0,0,0
816200820,1816200820,השתת באונירסיטה ב,5,גמיש,0,0,0,0,0
816200850,1816200850,מלגות סטודנטים,5,גמיש,0,"120,000",0,0,0
816200851,1816200851,קרן מילגות עם אונ'בר-אילן,0,גמיש,0,"250,000",0,0,0
816200852,1816200852,מלגות  שנקר,0,גמיש,0,0,0,0,0
816200853,1816200853,"קרן מילגות  עם מכללת ר""ג",0,גמיש,0,0,0,0,0
816400820,1816400820,ישיבת בית מאיר,0,גמיש,0,0,0,0,0
816400821,1816400821,אוצר התלמוד,5,גמיש,0,0,0,0,0
816400822,1816400822,ישיבת סלונים,5,גמיש,0,0,0,0,0
816400823,1816400823,אברכים דורשי תורה,5,גמיש,0,0,0,0,0
816400824,1816400824,המכון הגבה לתורה,5,גמיש,0,0,0,0,0
816400825,1816400825,חזון למועד,0,גמיש,0,0,0,0,0
816400826,1816400826,מכון ניר דוד,0,גמיש,0,0,0,0,0
816400827,1816400827,ישיבה תיכונית,3,גמיש,0,0,0,0,0
816400828,1816400828,"עמותת ביכ""ס בית רא""ם",0,גמיש,0,0,0,0,0
816400829,1816400829,מדרשת באר שבזי,0,גמיש,0,0,0,0,0
816410820,1816410820,מדרשת חמדת רעות,0,גמיש,0,0,0,0,0
816410821,1816410821,עמותת ידי חיים,0,גמיש,0,0,0,0,0
816600810,1816600810,מכללת שנקר,0,גמיש,0,0,0,0,0
816700820,1816700820,בית צבי,5,גמיש,0,0,0,0,0
816800840,1816800840,עזרה לתלמידים נצרכים,5,גמיש,0,"200,000",0,0,0
816800841,1816800841,עזרה לתלמידים נצרכים תיכו,0,גמיש,0,"268,000",0,0,0
816800850,1816800850,קרן עבודות גמר,5,גמיש,0,"19,000",0,0,0
816800852,1816800852,מלגות שונו,5,גמיש,0,"35,000",0,0,0
816800853,1816800853,תשלומי ריבית בגין מילגות,0,גמיש,0,"50,000",0,0,0
817100420,1817100420,אחזקה בטיחותית,3,גמיש,0,"230,000",0,0,0
817100750,1817100750,שמירה,5,גמיש,0,"5,776,000",0,0,0
817200780,1817200780,נסויים פדגוגים,5,גמיש,0,"72,000",0,0,0
817300110,1817300110,שרות פסיכולוגי חינוכי השכ,4,גמיש,0,"4,021,393",0,0,0
817300120,1817300120,שרות פסיכולוגי חינוכי תוס,4,גמיש,0,"345,784",0,0,0
817300121,1817300121,שכר הדרכה לפסיכולוגים,0,גמיש,0,"30,300",0,0,0
817300122,1817300122,שכר לאיבחון ובדיקות,0,גמיש,0,"64,695",0,0,0
817300123,1817300123,"שכר לשפ""מ",0,גמיש,0,"230,000",0,0,0
817300124,1817300124,פרויקט חינוכי רמת עמידר,0,גמיש,0,"690,000",0,0,0
817300130,1817300130,ש.נ,3,גמיש,0,"11,155",0,0,0
817300140,1817300140,שרות פסיכולוגי חינוכי החז,4,גמיש,0,"468,481",0,0,0
817300181,1817300181,שרות פסיכולוגי חינוכי הפר,4,גמיש,0,"1,226,975",0,0,0
817300210,1817300210,על תיקני,0,גמיש,0,0,0,0,0
817300301,1817300301,ת.ע. לשכר העמסה,0,גמיש,0,"211,736",0,0,0
817300391,1817300391,פנסיה,4,גמיש,0,0,0,0,0
817300410,1817300410,שכירת חדרים,0,גמיש,0,"470,000",0,0,0
817300420,1817300420,תיקונים,5,גמיש,0,0,0,0,0
817300430,1817300430,מאור וחומרי נקיון,5,גמיש,0,"40,000",0,0,0
817300440,1817300440,ביטוח,5,גמיש,0,"16,802",0,0,0
817300450,1817300450,ריהוט,5,גמיש,0,"14,000",0,0,0
817300470,1817300470,ציוד משרדי,5,גמיש,0,"124,000",0,0,0
817300510,1817300510,"נסיעות ואש""ל",5,גמיש,0,"1,000",0,0,0
817300520,1817300520,סל שרותים פסיכ' משלים,0,גמיש,0,0,0,0,0
817300521,1817300521,הדרכה פסיכולוגית,5,גמיש,0,"466,000",0,0,0
817300522,1817300522,טיפול פסיכיאטרי פרטי,0,גמיש,0,"40,000",0,0,0
817300523,1817300523,ספרות מקצועית,5,גמיש,0,"11,000",0,0,0
817300540,1817300540,דיוור ותקשורת,5,גמיש,0,"75,000",0,0,0
817300740,1817300740,כלים וציוד,5,גמיש,0,"33,000",0,0,0
817300750,1817300750,איבחון עולים,5,גמיש,0,"80,000",0,0,0
817300751,1817300751,סקר בדיקות שמיעה,0,גמיש,0,0,0,0,0
817300752,1817300752,נקיון משרדים,0,גמיש,0,"130,000",0,0,0
817300794,1817300794,ת.ע. מחסן,0,גמיש,0,809,0,0,0
817300795,1817300795,ת.ע. נגריה,0,גמיש,0,115,0,0,0
817300798,1817300798,ת.ע. אחזקה,0,גמיש,0,"2,477",0,0,0
817400110,1817400110,שרותי בריאות לתלמיד השכר,4,גמיש,0,0,0,0,0
817400120,1817400120,שרותי בריאות לתלמיד תוספת,4,גמיש,0,0,0,0,0
817400130,1817400130,ש.נ,3,גמיש,0,0,0,0,0
817400140,1817400140,שרותי בריאות לתלמיד החזר,4,גמיש,0,0,0,0,0
817400181,1817400181,שרותי בריאות לתלמיד הפרשו,4,גמיש,0,0,0,0,0
817400210,1817400210,על תיקני,0,גמיש,0,0,0,0,0
817400391,1817400391,פנסיה,4,גמיש,0,0,0,0,0
817400410,1817400410,שכירות מרפאת שניים,0,גמיש,0,"285,000",0,0,0
817400720,1817400720,שרותי בריאות לתלמיד חמרים,5,גמיש,0,"1,000",0,0,0
817400810,1817400810,הקצבות המכון לרפואת שיניי,5,גמיש,0,"567,000",0,0,0
817500440,1817500440,בטוח תלמידים,5,גמיש,0,"700,000",0,0,0
817600780,1817600780,תכנית רווחה ושקום,5,גמיש,0,"100,000",0,0,0
817800710,1817800710,הסעת ילדים הובלות והסעות,5,גמיש,0,"19,434,000",0,0,0
817800711,1817800711,הסעות עובדים,0,גמיש,0,"170,000",0,0,0
817800712,1817800712,החזר דמי תחבורה ציבורית,0,גמיש,0,"656,000",0,0,0
817900110,1817900110,שכר,4,גמיש,0,0,0,0,0
817900120,1817900120,תוספות,4,גמיש,0,0,0,0,0
817900130,1817900130,ש.נ,3,גמיש,0,0,0,0,0
817900140,1817900140,החזר הוצ.,4,גמיש,0,0,0,0,0
817900181,1817900181,הפרשות,4,גמיש,0,0,0,0,0
817900210,1817900210,משכורת על תקני,0,גמיש,0,0,0,0,0
817900391,1817900391,פנסיה,4,גמיש,0,0,0,0,0
817900540,1817900540,בולים טלפון ומברקי,5,גמיש,0,0,0,0,0
817900750,1817900750,אספקת ארוחות לתלמידים,0,גמיש,0,"397,000",0,0,0
817900751,1817900751,"שרותי אבחון מ""ניצן""",0,גמיש,0,"40,000",0,0,0
817900780,1817900780,פעולות חבר,5,גמיש,0,"183,000",0,0,0
817900781,1817900781,כנס מתגיסים,0,גמיש,0,"151,000",0,0,0
817900782,1817900782,פעולות חברה יסודי,0,גמיש,0,"45,000",0,0,0
817900810,1817900810,"להקות מחול ר""ג",5,גמיש,0,"254,000",0,0,0
817900811,1817900811,להקת נוער יצוגית,0,גמיש,0,"411,000",0,0,0
817900812,1817900812,"מקהלת ""קשת מזמרת""",0,גמיש,0,"136,000",0,0,0
817900850,1817900850,השתת בקרן יוצאי ע,5,גמיש,0,0,0,0,0
818000780,1818000780,פרוייקט תהילה,3,גמיש,0,"201,000",0,0,0
818000781,1818000781,פרוייקט תנופה,0,גמיש,0,0,0,0,0
820000820,1820000820,ועדת תמיכות,0,גמיש,0,0,0,0,0
820000821,1820000821,תמיכות בספורט,0,גמיש,0,"5,200,000",0,0,0
820000822,1820000822,תמיכות במוסדות דת,0,גמיש,0,"160,000",0,0,0
820000823,1820000823,תמיכות בתרבות וחינוך,0,גמיש,0,"240,000",0,0,0
820000824,1820000824,תמיכות בתנועות נוער,0,גמיש,0,"1,200,000",0,0,0
820000825,1820000825,תמיכות במוסדות סעד,0,גמיש,0,"465,000",0,0,0
820000826,1820000826,תמיכות בארגוני נשים,0,גמיש,0,"35,000",0,0,0
820000827,1820000827,תמיכות במוסדות ייחודיים,0,גמיש,0,"2,000,000",0,0,0
821000110,1821000110,שכר,2,גמיש,0,"998,312",0,0,0
821000120,1821000120,תוספות,2,גמיש,0,"66,926",0,0,0
821000130,1821000130,ש.נ,3,גמיש,0,"30,116",0,0,0
