91303,מ.מ. חורה ,עסיבי חליל ,,, כולל קליטה ,חישוב תקציב יחסי :,מספר חודשים ,תמצית נתוני התקציב הרגיל מפורט -- דוח כספי לתקופה 0102 / 21 - 10 ,4/22/2013,15:18,,,
1.845500.110,השכר הקובע ,23,23,35,-12,52,,,,,,,
1.845500.120,תוספות שאינן נכללות בשכר ,0,0,0,0,0,,,,,,,
1.845500.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.845500.140,החזר הוצאות ,12,12,9,3,25,,,,,,,
1.845500.181,הפרשות סוציאליות ,4,4,9,-5,125,,,,,,,
1.845500.182,מיסים ועלויות ,3,3,3,0,0,,,,,,,
. ," סה""כ שכר עובדי רווחה ",644,644,792,-148,22,,,,,,,
1.841000.410,שכר דירה ודמי חכירה ,0,0,0,0,0,,,,,,,
1.841000.431,חשמל ,0,0,0,0,0,,,,,,,
1.841000.514,רכישת מתנות ,0,0,0,0,0,,,,,,,
1.841000.521,השתלמויות ,2,2,0,2,100,,,,,,,
1.841000.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.841000.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.841000.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.841000.580,הוצאות ארגוניות/אחרות ,3,3,4,-1,33,,,,,,,
1.841000.750,עבודות קבלניות ,0,0,10,-10,0,,,,,,,
1.841000.930,רכישת ציוד יסודי ,0,0,24,-24,0,,,,,,,
1.842200.840,משפחות במצוקה בקהילה ,48,48,37,11,22,,,,,,,
1.842202.840,טיפול בפרט במשפחה ,0,0,0,0,0,,,,,,,
1.842203.840,טיפול באלכהולסטים ,9,9,10,-1,11,,,,,,,
1.842204.840,סיוע למשפחות עם ילדי א ,52,52,87,-35,67,,,,,,,
1.842205.840,טיפול בהורים ובילדיהם ,0,0,0,0,0,,,,,,,
1.842402.840,טיפול בפרט ובמשפחה ,0,0,0,0,0,,,,,,,
1.842600.840,מרכזי טיפול באלימות ,0,0,55,-55,0,,,,,,,
1.843501.750,טיפול בילד בקהילה ,0,0,24,-24,0,,,,,,,
1.843501.840,טיפול בילד בקהילה ,0,0,212,-212,0,,,,,,,
1.843502.840,טיפול בילד בקהילה-פר ,0,0,0,0,0,,,,,,,
1.843503.840,ת.לאומית ילד ונוער ,0,0,31,-31,0,,,,,,,
1.843504.840,יצירת קשר הורים ילדי ב- ,0,0,3,-3,0,,,,,,,
1.843505.840,טיפול במשפחות-אומנה יומית ,49,49,0,49,100,,,,,,,
1.843506.840,מועדניות ביתיות ,210,210,6,204,97,,,,,,,
1.843507.840,יצירת קשר הורים ,0,0,0,0,0,,,,,,,
1.843800.840,אחזקת ילדים בפנמיות ,495,495,482,13,2,,,,,,,
1.843801.840,טיפול במשפחות אומנה ,0,0,177,-177,0,,,,,,,
1.843900.840,ילדים במעון יום ,516,516,1043,-527,102,,,,,,,
1.843901.840,"משפחתונים - תמ""ת ",120,120,106,14,11,,,,,,,
1.844030.750,נופשונים להבראה ,0,0,0,0,0,,,,,,,
1.844400.840,טיפול בזקן בקהילה ,12,12,11,1,8,,,,,,,
1.844401.840,חימום לקשישים ,0,0,0,0,0,,,,,,,
1.844402.410,שכר דירה ,0,0,0,0,0,,,,,,,
1.844402.580,טיפול בקשיש-הוצ' אחרות ,0,0,0,0,0,,,,,,,
1.844402.840,מועדונים לזקנים ,0,0,0,0,0,,,,,,,
1.844403.840,נופשונים להבראה )לקשיש( ,0,0,21,-21,0,,,,,,,
1.844409.580,הוצ' אחרות טיפול בקשיש ,0,0,4,-4,0,,,,,,,
1.845100.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.845100.840,סדור מפגרים במוסדות ,1073,1073,1294,-221,20,,,,,,,
1.845101.840,מפגרים במוסד ממשלתי ,0,0,0,0,0,,,,,,,
1.845200.840,מפגרים במעון טיפולי ,53,53,72,-19,35,,,,,,,
1.845300.840,שרותים תומכים למפגר ,11,11,3,8,72,,,,,,,
1.845301.840,נופשונים למפגר ,2,2,0,2,100,,,,,,,
1.845302.840,הסעות למ.יום למפגר ,19,19,18,1,5,,,,,,,
1.845305.840,הסעות לאוטיסטים ,1,1,0,1,100,,,,,,,
1.845400.840,"מעשי""ם מפעלי תעסוקה למפגר ",44,44,80,-36,81,,,,,,,
1.846300.840,עמי ליווי לעיור ,0,0,0,0,0,,,,,,,
1.846301.840,הדרכת העוור ובני ביתו ,7,7,2,5,71,,,,,,,
1.846302.840,מכונים לראיה ירודה ,0,0,0,0,0,,,,,,,
1.846303.840,מועדונים לעיוור ,0,0,1,-1,0,,,,,,,
1.846304.840,אחזקת נכים במשפחות אומנה ,0,0,2,-2,0,,,,,,,
1.846305.840,משפחות אומנה לשיקום ,0,0,0,0,0,,,,,,,
1.846400.840,תעסוקה מוגנת למוגבל ,0,0,0,0,0,,,,,,,
1.846400.841,תעסוקה מוגנת למוגבל-עוור ,0,0,0,0,0,,,,,,,
1.846500.840,אחזקת נכים בפנימיות ,153,153,168,-15,9,,,,,,,
1.846600.840,מס. יום לילד המוגבל ,61,61,34,27,44,,,,,,,
1.846601.840,מרכזי איבחון ושיקום ,0,0,0,0,0,,,,,,,
1.846700.840,מפעלי תעסוקה-ומעדון שי ,0,0,0,0,0,,,,,,,
1.846701.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.846701.840,שיקום נכים בקהילה ,0,0,0,0,0,,,,,,,
1.846702.750,עב' קבלניות-מ.יום לנכים ,35,35,175,-140,400,,,,,,,
1.846702.840,מ.יום שיקום לנכים ,231,231,260,-29,12,,,,,,,
1.846801.840,דמי תקשורת ,0,0,0,0,0,,,,,,,
1.847100.580,הוצאות ארגוניות/אחרות ,0,0,15,-15,0,,,,,,,
1.847100.750,נוער במצוקה ,0,0,1,-1,0,,,,,,,
1.847100.840,טפול בנוער וצעירים ,16,16,0,16,100,,,,,,,
1.847102.840,מקלט לנשים מוכות ,40,40,111,-71,177,,,,,,,
1.847400.840,שהות במקלט לנערות ,0,0,16,-16,0,,,,,,,
1.848200.750,פיתוח קהילתי במגזר הכפרי ,0,0,0,0,0,,,,,,,
1.848200.840,מרכזים קהילתיים ,0,0,0,0,0,,,,,,,
1.848201.840,תוכנית עם הפנים לקהילה ,0,0,209,-209,0,,,,,,,
1.848202.750,פיתוח ק.במגזר הכפרי ,0,0,0,0,0,,,,,,,
1.848202.840,פיתוח ק. במגזר הכפרי ,0,0,0,0,0,,,,,,,
1.848500.840,עובדי שיקום שכונות ,0,0,0,0,0,,,,,,,
. ," סה""כ פעולות רווחה ",3262,3262,4807,-1545,47,,,,,,,
. ," סה""כ רווחה ",3906,3906,5600,-1694,43,,,,,,,
. ," סה""כ הוצאות לפני פרעון מלוו",51373,51373,56341,-4968,9,,,,,,,
1.972000.691,"ע""ח קרן ",691,691,691,0,0,,,,,,,
1.972000.692,"ע""ח ריבית ",511,511,617,-106,20,,,,,,,
1.972000.693,"ע""ח הצמדה ",168,168,175,-7,4,,,,,,,
1.972000.694,"תש' ע""ח קרן ביוב ",0,0,0,0,0,,,,,,,
1.972000.695,"תש' ע""ח רבית ביוב ",0,0,0,0,0,,,,,,,
1.972000.696,"תש' ע""ח הצמדה ביוב ",0,0,0,0,0,,,,,,,
. ," סה""כ פרעון מלוות מים וביוב ",1370,1370,1484,-114,8,,,,,,,
1.648100.691,"ע""ח קרן ",0,0,117,-117,0,,,,,,,
1.648100.692,"ע""ח רבית ",0,0,0,0,0,,,,,,,
1.648100.693,"ע""ח הצמדה ",0,0,0,0,0,,,,,,,
1.649100.691,"ע""ח קרן ",0,0,0,0,0,,,,,,,
1.649100.692,"ע""ח ריבית ",0,0,0,0,0,,,,,,,
1.649100.693,"ע""ח הצמדה ",0,0,0,0,0,,,,,,,
. ," סה""כ פרעון מלוות אחרות ",0,0,117,-117,0,,,,,,,
. ," סה""כ פירעון מילוות ",1370,1370,1600,-230,16,,,,,,,
1.631000.610,עמלות והוצאות בנקאיות ,50,50,56,-6,12,,,,,,,
1.632000.620,ריבית משיכות יתר ,10,10,11,-1,10,,,,,,,
1.632000.640,ריבית ב.לאומי ומס הכנסה ,40,40,36,4,10,,,,,,,
1.632000.650,ריבית פ.ספקים ונותני שרות ,60,60,245,-185,308,,,,,,,
1.633000.670,"רבית על הלוואות ק""מ ",100,100,47,53,53,,,,,,,
. ," סה""כ הוצאות מימון ",260,260,395,-135,51,,,,,,,
1.992000.960,רזרבה להתייקריות ,0,0,0,0,0,,,,,,,
1.992100.960,הוצאה מותנת בגביה ,1175,1175,0,1175,100,,,,,,,
1.992200.960,הוצאה מותנת בהכנסה ,0,0,172,-172,0,,,,,,,
1.993000.980,מס הכנסה שנים קודמות ,0,0,0,0,0,,,,,,,
1.994000.580,הוצאות אחרות ,0,0,0,0,0,,,,,,,
1.994000.980,הוצאות אחרות ,0,0,0,0,0,,,,,,,
. ," סה""כ העברות והוצאות חד פעמי",1175,1175,172,1003,85,,,,,,,
. ," סה""כ הוצאות לפני כיסוי גרעו",2805,2805,2167,638,22,,,,,,,
1.999100.980,מענק לכסוי גרעון ,0,0,320,-320,0,,,,,,,
. ," סה""כ העברה לכיסוי גירעון מצ",0,0,320,-320,0,,,,,,,
1.995000.860,הנחות ממיסים ,4500,4500,6749,-2249,49,,,,,,,
. ," סה""כ הנחות בארנונה ",4500,4500,6749,-2249,49,,,,,,,
. ," סה""כ הוצאות ",58678,58678,65577,-6899,11,,,,,,,
. ," סה""כ הוצאות ",0,0,-147,-147,0,,,,,,,
