91303,מ.מ. חורה ,עסיבי חליל ,,, כולל קליטה ,חישוב תקציב יחסי :,מספר חודשים ,תמצית נתוני התקציב הרגיל מפורט -- דוח כספי לתקופה 2102 / 21 - 10 ,4/22/2013,11:24,,,
1.815200.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.815200.760,"שכר מועבר - רשת עמל -בי""ס רב",2075,2075,2075,0,0,,,,,,,
1.815200.930,רכישת ציוד יסודי ,0,0,7,-7,0,,,,,,,
1.815201.431,חשמל ,0,0,0,0,0,,,,,,,
1.815201.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.815201.434,שרותי נקיון ,0,0,0,0,0,,,,,,,
1.815201.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.815201.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.815201.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.815201.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.815201.720,חומרים ,0,0,0,0,0,,,,,,,
1.815201.721,תש' הורים חומרים ,0,0,0,0,0,,,,,,,
1.815201.722,אגרת שיכפול ,0,0,0,0,0,,,,,,,
1.815201.743,רכישת כלים ומכשרים ,0,0,0,0,0,,,,,,,
1.815201.750,עבודות קבלניות ,4,4,11,-7,175,,,,,,,
1.815201.751,"שמירה בי""ס אלנור ",0,0,0,0,0,,,,,,,
1.815201.760,"שכר מועבר - בי""ס עתיד ",3925,3925,4077,-152,3,,,,,,,
1.815201.810,השתת' בתקציב ,0,0,4,-4,0,,,,,,,
1.815201.930,רכישת ציוד יסודי ,0,0,7,-7,0,,,,,,,
1.815202.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.815202.750,עבודות קבלניות סכנין ,8,8,8,0,0,,,,,,,
1.815202.760,"שכר מועבר - בי""ס סכנין ",1800,1800,1800,0,0,,,,,,,
1.815203.721,תש' הורים חומרים - עאד ,0,0,0,0,0,,,,,,,
1.815203.750,עבודות קבלניות-עהד ,6,6,6,0,0,,,,,,,
1.815203.760,שכר מועבר-עהד ,2500,2500,2585,-85,3,,,,,,,
1.815203.930,ציוד יסודי - עהד ,0,0,0,0,0,,,,,,,
1.815204.750,עבודות קבלניות -סלאם ,0,0,81,-81,0,,,,,,,
1.815204.760,אלסלאם-שכר מועבר ,3535,3535,3781,-246,6,,,,,,,
1.815600.750,"עבודות קבלניות-בי""ס חקלאי ",28,28,28,0,0,,,,,,,
1.815900.810,השתתפות למוסדות ,0,0,0,0,0,,,,,,,
1.816800.850,מילגות לתלמידים ,200,200,306,-106,53,,,,,,,
1.817100.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.817202.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.817300.470,ציוד משרדי מתכלה ,0,0,0,0,0,,,,,,,
1.817300.521,השתלמויות ,10,10,31,-21,210,,,,,,,
1.817300.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.817300.523,דמי חבר באירגונים-פסיכולוגים,0,0,0,0,0,,,,,,,
1.817300.540,הוצאות תקשורת-פסיכולוגים ,1,1,0,1,100,,,,,,,
1.817300.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.817300.750,עבודות קבלניות ,4,4,4,0,0,,,,,,,
1.817300.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.817400.750,עבודות קבלניות ,130,130,68,62,47,,,,,,,
1.817400.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.817500.441,ביטוח ,155,155,158,-3,1,,,,,,,
1.817600.751,השתת' משרד חינוך - שמד ,0,0,0,0,0,,,,,,,
1.817600.780,רווחה חינוכית ,0,0,0,0,0,,,,,,,
1.817600.781,"שח""ר-רווחה חינוכית ",0,0,0,0,0,,,,,,,
1.817600.840,השתתפויות-תמיכות רווחה ,0,0,0,0,0,,,,,,,
1.817600.850,"השתתפות פרויקט פר""ח ",0,0,0,0,0,,,,,,,
1.817601.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.817601.781,"שח""ר-רווחה חינוכית ",0,0,0,0,0,,,,,,,
1.817602.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.817602.781,"רווחה חינוכית-חט""ב+מקיף ",0,0,0,0,0,,,,,,,
1.817603.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.817603.781,רווחה חינוכית-גני ילדים ,0,0,0,0,0,,,,,,,
1.817700.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.817700.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.817800.750,עבודות קבלניות ,2450,2450,2226,224,9,,,,,,,
1.817801.750,"הסעות-גנ""י ט.חובה ",0,0,0,0,0,,,,,,,
1.817802.750,הסעות-חינוך מיוחד)מוכר( ,975,975,988,-13,1,,,,,,,
1.817803.750,הסעות ח.מיוחד מלוות ,0,0,0,0,0,,,,,,,
1.817804.750,"הסעות בי""ס סכנין ",7,7,29,-22,314,,,,,,,
1.817805.750,הסעות ח.מיוחד-לא מוכר ,0,0,-13,13,0,,,,,,,
1.817806.750,"הסעות לבי""ס עהד ",500,500,611,-111,22,,,,,,,
1.817809.750,שכר מלוות ,145,145,158,-13,8,,,,,,,
1.817900.441,ביטוח מוסדות חינוך ,151,151,152,-1,0,,,,,,,
1.817900.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.817900.750,עבודות קבלניות ,55,55,54,1,1,,,,,,,
1.817900.760,אגרות תלמידי חוץ ,215,215,241,-26,12,,,,,,,
1.817900.770,"קניית שרות שכ""ל מרשות ",0,0,0,0,0,,,,,,,
1.817900.780,הוצאות שונות ,50,50,49,1,2,,,,,,,
1.817900.781,"שרותי הזנת יוח""א ",0,0,0,0,0,,,,,,,
1.817900.810,הש במוסדות)מ.חנוך סמים( ,0,0,0,0,0,,,,,,,
1.817900.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.817901.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.817905.750,עבודות קבלניות-מיוחדות ,0,0,0,0,0,,,,,,,
1.817910.751,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.817910.980,תפנית ,0,0,0,0,0,,,,,,,
1.817920.980,מצוינות ,0,0,0,0,0,,,,,,,
1.817930.980,"אס""א-אלימות,סמים ואלכוהול ",2,2,2,0,0,,,,,,,
1.817940.980,נוער במרכז העניינים ,0,0,0,0,0,,,,,,,
1.817950.980,פרויקטים שונים ,0,0,0,0,0,,,,,,,
1.818000.810,השתת' ותרומות למוסדות ,0,0,0,0,0,,,,,,,
1.818200.820,תמיכות ליחידים ,0,0,0,0,0,,,,,,,
. ," סה""כ פעולות חינוך ",30771,30771,32976,-2205,7,,,,,,,
. ," סה""כ חינוך ",39867,39867,43275,-3408,8,,,,,,,
1.841000.110,השכר הקובע ,565,565,697,-132,23,,,,,,,
1.841000.120,תוספות שאינן נכללות בשכר ,10,10,12,-2,20,,,,,,,
1.841000.130,שעות נוספות ,56,56,24,32,57,,,,,,,
1.841000.140,החזר הוצאות ,164,164,218,-54,32,,,,,,,
1.841000.181,הפרשות סוציאליות ,150,150,192,-42,28,,,,,,,
1.841000.182,מיסים ועלויות ,53,53,72,-19,35,,,,,,,
1.841000.320,פיצויים ,0,0,21,-21,0,,,,,,,
1.845500.110,השכר הקובע ,54,54,89,-35,64,,,,,,,
1.845500.120,תוספות שאינן נכללות בשכר ,1,1,3,-2,200,,,,,,,
1.845500.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.845500.140,החזר הוצאות ,9,9,9,0,0,,,,,,,
1.845500.181,הפרשות סוציאליות ,13,13,21,-8,61,,,,,,,
1.845500.182,מיסים ועלויות ,5,5,8,-3,60,,,,,,,
1.845500.320,פיצויי פיטורין ,0,0,5,-5,0,,,,,,,
. ," סה""כ שכר עובדי רווחה ",1080,1080,1370,-290,26,,,,,,,
1.841000.410,שכר דירה ודמי חכירה ,0,0,0,0,0,,,,,,,
1.841000.431,חשמל ,0,0,0,0,0,,,,,,,
1.841000.514,רכישת מתנות ,0,0,0,0,0,,,,,,,
1.841000.521,השתלמויות ,1,1,1,0,0,,,,,,,
1.841000.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.841000.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.841000.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.841000.580,הוצאות ארגוניות/אחרות ,8,8,8,0,0,,,,,,,
1.841000.750,עבודות קבלניות ,21,21,30,-9,42,,,,,,,
1.841000.930,רכישת ציוד יסודי ,7,7,0,7,100,,,,,,,
1.842200.840,משפחות במצוקה בקהילה ,56,56,43,13,23,,,,,,,
1.842202.840,טיפול בפרט במשפחה ,0,0,0,0,0,,,,,,,
1.842203.840,טיפול באלכהולסטים ,23,23,7,16,69,,,,,,,
1.842204.840,סיוע למשפחות עם ילדי א ,56,56,112,-56,100,,,,,,,
1.842205.840,טיפול בהורים ובילדיהם ,0,0,0,0,0,,,,,,,
1.842402.840,טיפול בפרט ובמשפחה ,0,0,0,0,0,,,,,,,
1.842600.840,מרכזי טיפול באלימות ,29,29,71,-42,144,,,,,,,
1.843500.840,פעולול קהילתיות לילד ,68,68,0,68,100,,,,,,,
1.843501.750,טיפול בילד בקהילה ,0,0,0,0,0,,,,,,,
1.843501.840,טיפול בילד בקהילה ,376,376,569,-193,51,,,,,,,
1.843502.840,טיפול בילד בקהילה-פר ,0,0,0,0,0,,,,,,,
1.843503.840,ת.לאומית ילד ונוער-שמיד ,390,390,298,92,23,,,,,,,
1.843503.841,ת.לאומי לילד ולנוער-שמיד,,,,,0,0,0,0,0,,,
1.843504.840,יצירת קשר הורים ילדי ב- ,0,0,0,0,0,,,,,,,
1.843505.840,טיפול במשפחות-אומנה יומית ,50,50,0,50,100,,,,,,,
1.843506.840,מועדניות ביתיות ,0,0,0,0,0,,,,,,,
1.843507.840,יצירת קשר הורים ,0,0,0,0,0,,,,,,,
1.843507.940,תוכנית לאומית מ.בריאות ,167,167,0,167,100,,,,,,,
1.843800.840,אחזקת ילדים בפנמיות ,493,493,363,130,26,,,,,,,
1.843801.840,טיפול במשפחות אומנה ,161,161,144,17,10,,,,,,,
1.843900.441,בטוח משפחתונים ,30,30,30,0,0,,,,,,,
1.843900.840,ילדים במעון יום ,938,938,1531,-593,63,,,,,,,
1.843901.840,"משפחתונים - תמ""ת ",120,120,125,-5,4,,,,,,,
1.844030.750,נופשונים להבראה ,0,0,0,0,0,,,,,,,
1.844400.840,טיפול בזקן בקהילה ,25,25,26,-1,4,,,,,,,
1.844401.840,חימום לקשישים ,0,0,0,0,0,,,,,,,
1.844402.840,מועדונים לזקנים ,0,0,0,0,0,,,,,,,
1.844403.840,נופשונים להבראה )לקשיש( ,30,30,32,-2,6,,,,,,,
1.844404.840,מועדון חברתי לבוגרים ,27,27,0,27,100,,,,,,,
1.844409.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.845100.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.845100.840,סדור מפגרים במוסדות ,984,984,1521,-537,54,,,,,,,
1.845101.840,מפגרים במוסד ממשלתי ,0,0,0,0,0,,,,,,,
1.845200.840,מפגרים במעון טיפולי ,53,53,75,-22,41,,,,,,,
1.845300.840,שרותים תומכים למפגר ,10,10,30,-20,200,,,,,,,
1.845301.840,נופשונים למפגר ,5,5,5,0,0,,,,,,,
1.845302.840,הסעות למ.יום למפגר ,26,26,31,-5,19,,,,,,,
1.845305.840,הסעות לאוטיסטים ,0,0,1,-1,0,,,,,,,
1.845400.840,"מעשי""ם מפעלי תעסוקה למפגר ",54,54,102,-48,88,,,,,,,
1.846300.840,עמי ליווי לעיור ,0,0,0,0,0,,,,,,,
1.846301.840,הדרכת העוור ובני ביתו ,1,1,0,1,100,,,,,,,
1.846302.840,מכונים לראיה ירודה ,0,0,0,0,0,,,,,,,
1.846303.840,מועדונים לעיוור ,4,4,0,4,100,,,,,,,
1.846304.840,אחזקת נכים במשפחות אומנה ,0,0,0,0,0,,,,,,,
1.846305.840,משפחות אומנה לשיקום ,0,0,0,0,0,,,,,,,
1.846306.840,מפעלי שיקום לעיוור ,0,0,15,-15,0,,,,,,,
1.846400.840,תעסוקה מוגנת למוגבל ,0,0,4,-4,0,,,,,,,
1.846400.841,תעסוקה מוגנת למוגבל-עוור ,0,0,0,0,0,,,,,,,
1.846500.840,אחזקת נכים בפנימיות ,153,153,0,153,100,,,,,,,
1.846600.840,מס. יום לילד המוגבל ,110,110,85,25,22,,,,,,,
1.846601.840,מרכזי איבחון ושיקום ,0,0,0,0,0,,,,,,,
1.846700.840,מפעלי תעסוקה-ומעדון שי ,0,0,0,0,0,,,,,,,
1.846701.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.846701.840,שיקום נכים בקהילה ,7,7,0,7,100,,,,,,,
1.846702.750,עב' קבלניות-מ.יום לנכים ,0,0,0,0,0,,,,,,,
1.846702.840,מ.יום שיקום לנכים ,231,231,208,23,9,,,,,,,
1.846703.840,הסעות למ.יום שיקומי ,103,103,290,-187,181,,,,,,,
1.846704.840,ליווי למ.יום שיקומי ,24,24,71,-47,195,,,,,,,
1.846801.840,דמי תקשורת ,0,0,0,0,0,,,,,,,
1.847100.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.847100.750,נוער במצוקה ,0,0,0,0,0,,,,,,,
1.847100.840,טפול בנוער וצעירים ,13,13,37,-24,184,,,,,,,
1.847102.840,מקלט לנשים מוכות ,124,124,0,124,100,,,,,,,
1.847104.840,בתים חמים לנערות ,0,0,61,-61,0,,,,,,,
1.847105.840,שהות במקלט לערות ,125,125,0,125,100,,,,,,,
1.848200.750,פיתוח קהילתי במגזר הכפרי ,0,0,0,0,0,,,,,,,
1.848200.840,מרכזים קהילתיים ,0,0,0,0,0,,,,,,,
1.848201.840,תוכנית עם הפנים לקהילה ,421,421,170,251,59,,,,,,,
1.848202.750,פיתוח ק.במגזר הכפרי ,0,0,0,0,0,,,,,,,
1.848202.840,פיתוח ק. במגזר הכפרי ,0,0,0,0,0,,,,,,,
1.848500.840,עובדי שיקום שכונות ,0,0,0,0,0,,,,,,,
. ," סה""כ פעולות רווחה ",5524,5524,6094,-570,10,,,,,,,
. ," סה""כ רווחה ",6604,6604,7464,-860,13,,,,,,,
. ," סה""כ הוצאות לפני פרעון מלוו",75178,75178,88630,-13452,17,,,,,,,
1.972000.694,"תש' ע""ח קרן ביוב ",750,750,749,1,0,,,,,,,
1.972000.695,"תש' ע""ח ריבית ביוב ",473,473,474,-1,0,,,,,,,
1.972000.696,"תש' ע""ח הצמדה ביוב ",239,239,240,-1,0,,,,,,,
. ," סה""כ פרעון מלוות מים וביוב ",1462,1462,1463,-1,0,,,,,,,
1.648100.691,"ע""ח קרן ",226,226,225,1,0,,,,,,,
1.648100.692,"ע""ח ריבית ",90,90,92,-2,2,,,,,,,
1.648100.693,"ע""ח הצמדה ",0,0,0,0,0,,,,,,,
1.649100.691,"ע""ח קרן ",0,0,0,0,0,,,,,,,
1.649100.692,"ע""ח ריבית ",0,0,0,0,0,,,,,,,
1.649100.693,"ע""ח הצמדה ",0,0,0,0,0,,,,,,,
. ," סה""כ פרעון מלוות אחרות ",316,316,317,-1,0,,,,,,,
. ," סה""כ פירעון מילוות ",1778,1778,1779,-1,0,,,,,,,
1.631000.610,עמלות והוצאות בנקאיות ,40,40,40,0,0,,,,,,,
1.632000.620,ריבית משיכות יתר ,2,2,2,0,0,,,,,,,
1.632000.640,ריבית ב.לאומי ומס הכנסה ,2,2,1,1,50,,,,,,,
1.632000.650,ריבית פ.ספקים ונותני שרות ,0,0,0,0,0,,,,,,,
1.633000.670,"רבית על הלוואות ק""מ ",175,175,180,-5,2,,,,,,,
. ," סה""כ הוצאות מימון ",219,219,224,-5,2,,,,,,,
1.992000.960,רזרבה להתייקריות ,0,0,0,0,0,,,,,,,
1.992100.960,הוצאה מותנת בגביה ,0,0,0,0,0,,,,,,,
1.992200.960,הוצאה מותנת בהכנסה ,0,0,0,0,0,,,,,,,
1.993000.980,מס הכנסה שנים קודמות ,0,0,0,0,0,,,,,,,
1.994000.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.994000.980,הוצאות אחרות ,0,0,0,0,0,,,,,,,
. ," סה""כ הוצאות מימון ",0,0,0,0,0,,,,,,,
. ," סה""כ הוצאות לפני כיסוי גרעו",1997,1997,2004,-7,0,,,,,,,
1.999100.980,מענק לכסוי גרעון ,0,0,0,0,0,,,,,,,
. ," סה""כ הוצאות לפני כיסוי גרעו",0,0,0,0,0,,,,,,,
1.995000.860,הנחות ממיסים ,4500,4500,5893,-1393,30,,,,,,,
. ," סה""כ הנחות בארנונה ",4500,4500,5893,-1393,30,,,,,,,
. ," סה""כ הוצאות ",81675,81675,96527,-14852,18,,,,,,,
. ," סה""כ הוצאות ",0,0,19,19,0,,,,,,,
