,,,,,,הוצאות,,,,,,,
,172100541,541,721,1,חרום מכשירי קשר ,"9,300",219923,313,1,מ חינוך שפרינצק ,0,0,0
,172100570,570,721,1,מחשוב בטחון ,"18,000",219924,313,1,שפינצק שכפול ,"-6,800","-10,700","-14,200"
,172100580,580,721,1,הוצאות אחרות ,"165,000",219926,313,1,שפרינצק עולים ,0,0,0
,172100750,750,721,1,עבודות קבלניות ,"12,600",219927,313,1,שפרינצק חומרים ,"-7,600","-17,200","-22,900"
,172100780,780,721,1,הוצאות מטווח ,"35,000",220220,313,1,שריד ת חוץ ,"-69,700","-59,900","-60,000"
,,,"721 סה""כ",,,"3,448,600",220920,313,1,שריד ,"-724,900","-547,700","-600,000"
,1722100110,100110,722,1,משכורות כוללות ,"19,700",220922,313,1,שריד ,"-1,529,600","-1,441,000","-1,600,000"
,1722100210,100210,722,1,מש ,"2,400",220924,313,1,שריד ,"-4,000","-8,400","-11,200"
,1722100540,100540,722,1,בזק ,0,220926,313,1,שריד ,0,0,0
,1722100541,100541,722,1,פלאפון ,"2,800",220927,313,1,שריד חומרים ,"-6,500","-14,000","-18,600"
,1722100750,100750,722,1,עבודה קבלנית ,"3,000",222220,313,1,"ביה""ס בגין ","-57,100","-27,800","-28,000"
,1722100780,100780,722,1,משאז הוצאות אחרות ,"27,000",222920,313,1,בגין ,"-437,100","-371,600","-421,100"
,,,"722 סה""כ",,,"54,900",222922,313,1,בגין סייעות כיתה ,"-401,100","-363,700","-402,700"
,172300110,110,723,1,הגא-שכר עובדים קבוע ,"620,000",222924,313,1,בגין שכפול ,"-2,100","-5,300","-7,000"
,172300130,130,723,1,"הגא-ש""נ ","50,900",222925,313,1,"ח""מ בגין ","-160,900","-61,400","-70,000"
,172300210,210,723,1,מש ,"6,400",222927,313,1,בגין חומרים ,"-2,900","-6,700","-9,000"
,172300430,430,723,1,חשמל לפעולות מקלט ,"174,200",225920,313,1,רמת אלון ,"-384,800","-362,800","-413,500"
,172300533,533,723,1,ביטוח ,0,225924,313,1,רמת אלון שכפול ,"-2,600",600,0
,172300750,750,723,1,עבודות קבלניות ,"30,000",225926,313,1,רמת אלון עולים ,0,0,0
,172300780,780,723,1,הוצאות אחרות ,"53,500",225927,313,1,רמת אלון ,"-4,500","-12,100","-16,200"
,172300810,810,723,1,השתתפויות הגא ארצי ,"788,000",250220,313,1,מ משולם ,"-47,100","-40,100","-53,300"
,,,"723 סה""כ",,,"1,723,000",250421,313,1,מ משולם קרב ,"-1,800","-11,000","-14,600"
,172400830,830,724,1,השתת' באגוד ערים כב ,"1,350,000",250920,313,1,מעלות משולם ,"-725,400","-741,400","-797,800"
,,,"724 סה""כ",,,"1,350,000",250922,313,1,מ. החינוך סיעות ,"-136,200","-123,500","-136,800"
,172500780,780,725,1,בטיחות וגיהות ,"35,000",250924,313,1,מעלות משולם שכפול ,"-4,800","-12,500","-16,600"
,,,"725 סה""כ",,,"35,000",250926,313,1,מעלות משולם ,0,0,0
,173100110,110,731,1,משכורות כוללות ,"1,886,100",250927,313,1,מעלות משולם-חומרים ,"-7,600","-19,600","-26,000"
,173100111,111,731,1,פנסיונרים עובדי הנדסה ,"2,760,000",251220,313,1,תחכמוני חוץ ,"-30,300","-42,600","-42,000"
,173100120,120,731,1,הוצ' נילוות ,"20,000",251920,313,1,תחכמוני ,"-643,200","-580,100","-630,400"
,173100130,130,731,1,שעות נוספות רשומות ,"359,200",251922,313,1,תחכמוני ,"-207,000","-183,800","-200,500"
,173100210,210,731,1,משכורות ,"2,000,000",251923,313,1,הרשאות תחכמוני ,0,0,0
,173100230,230,731,1,שעות נוספות זמניים ,"11,100",251924,313,1,תחכמוני ,"-4,300","-9,700","-12,900"
,173100320,320,731,1,פיצוים ,"22,100",251926,313,1,תחכמוני ,0,0,0
,173100450,450,731,1,אחזקת ציוד ,0,251927,313,1,תחכמוני-חומרים ,"-6,400","-14,900","-19,900"
,173100451,451,731,1,מיחשוב ,"1,600",252920,313,1,סיני ,"-374,300","-361,500","-387,300"
,173100520,520,731,1,ספרות מקצועית ,0,252922,313,1,סייעות כיתתיות-סיני ,"-49,000","-90,700","-96,600"
,173100531,531,731,1,דלק ,"10,900",252924,313,1,סיני שכפול ,"-1,900","-6,000","-7,900"
,173100533,533,731,1,רשיונות וביטוחים ,"11,800",252926,313,1,סיני ,0,0,0
,173100536,536,731,1,דלק ליסינג ,"184,400",252927,313,1,סיני חומרים ,"-4,500","-10,000","-13,300"
,173100540,540,731,1,בולים טלפון ומברקים ,0,253220,313,1,בית יעקב-חוץ ,"-29,000","-17,200","-18,300"
,173100541,541,731,1,מנהל הנדסה פלאפון ,0,253920,313,1,בית יעקב ,"-550,000","-491,100","-530,900"
,173100542,542,731,1,מנהל הנדסה דאר ,"7,400",256220,313,1,תל חוץ נועם בנים ,"-4,900",0,0
,173100550,550,731,1,פרסומים ,"69,100",256920,313,1,נועם בנים ,"-430,000","-369,800","-402,500"
,173100560,560,731,1,העתקות אור ,"79,100",256922,313,1,סיעות רפואיות נועם בנים ,0,0,0
,173100570,570,731,1,מיחשוב ,"300,000",256924,313,1,נועם בנים שכפול ,"-2,900","-6,400","-8,500"
,173100580,580,731,1,הוצאות אחרות ,"225,000",256926,313,1,נועם בנים ,0,0,0
,173100750,750,731,1,עב' קבלניות ,"660,000",256927,313,1,נועם בנים-חומר ,"-5,000","-11,300","-15,000"
,173100751,751,731,1,הוצאות משפטיות והנדסה ,"2,150,000",258220,313,1,תלמוד תורה-חוץ ,"-26,200","-10,800","-14,300"
,173100752,752,731,1,הוצ הנדסה ופסד ,"1,320,300",258920,313,1,תלמוד תורה ,"-221,700","-211,300","-220,000"
,,,"731 סה""כ",,,"12,078,100",258922,313,1,סיעות כיתתיות תלמוד תורה ,"-32,500","-36,400","-36,200"
,173200780,780,732,1,הוצאות תכנון ,"51,400",259220,313,1,תלמדי חוץ אור לציון ,"-70,700","-82,500","-82,000"
,,,"732 סה""כ",,,"51,400",259920,313,1,אור לציון ,"-246,400","-309,400","-332,100"
,173300110,110,733,1,רישוי ופיקוח על בני ,"1,600,000",259922,313,1,אור לציון-סיעות ,"-26,100",0,0
,173300130,130,733,1,רישוי ופיקוח על בני ,"107,100",260220,313,1,נועם בנות ,0,-800,0
,173300210,210,733,1,רישוי ופיקוח על בנ ,"3,900,000",260920,313,1,נועם בנות ,"-458,900","-398,900","-437,000"
,173300230,230,733,1,שכר זמניים ,0,260922,313,1,סיעות רפואיות נועם בנות ,"-22,300","-16,400","-21,900"
,173300320,320,733,1,פיצויים ,"382,500",260924,313,1,נועם בנות שכפול ,"-7,300","-7,100","-9,500"
,173321110,21110,733,1,רישוי בנין ,0,260926,313,1,נועם בנות ,0,0,0
,,,"733 סה""כ",,,"5,989,600",260927,313,1,נועם בנות חומרים ,"-5,300","-12,500","-16,600"
,174100110,110,741,1,משכורות כוללות ,0,261920,313,1,בנות אסתר ,"-201,400","-187,100","-205,400"
,174100130,130,741,1,שעות נוספות רשומות ,0,263220,313,1,חבד-א חוץ ,"-54,700","-68,500","-68,000"
,174100210,210,741,1,משכ ,0,263920,313,1,חבד ,"-213,500","-244,200","-309,900"
,174100230,230,741,1,"ש""נ לעובדים זמניים ",0,263922,313,1,חבד ,"-87,900","-118,200","-124,900"
,174100536,536,741,1,השכרת רכב ,"47,300",263924,313,1,חבד ,"-8,900","-5,400","-7,100"
,,,"741 סה""כ",,,"47,300",263926,313,1,חבד עולים ,0,0,0
,174200530,530,742,1,אחזקת כלי רכב ,"70,500",263927,313,1,חבד-חומרים ,"-3,800","-6,500","-8,600"
,174200531,531,742,1,דלק ,"151,300",263928,313,1,יהדות-חבד ,0,0,0
,174200533,533,742,1,ביטוח ורישוי רכב ,"150,800",264220,313,1,נתיבות משה ,"-56,000","-47,600","-48,000"
,174200536,536,742,1,ליסינג ,"18,900",264421,313,1,נתיבות קרב ,"-14,400","-4,600","-6,200"
,,,"742 סה""כ",,,"391,500",264920,313,1,נתיבות משה ,"-330,500","-224,000","-297,900"
,174300110,110,743,1,משכורות כוללות ,"1,144,200",265220,313,1,שובו אגרה ,"-15,300","-3,300","-4,400"
,174300130,130,743,1,שעות נוספות רשומות ,"93,299",265922,313,1,שובו ,"-17,800",0,0
,174300210,210,743,1,שכר זמניים ,"248,600",266220,313,1,בן איש חיל ,"-5,800",-700,-900
,174300230,230,743,1,ש.נ. לעובדים זמניים ,"4,700",267920,313,1,ביח קפלן ,"-142,100","-127,500","-149,000"
,174300530,530,743,1,מנוף חשמלי ,"35,000",267924,313,1,קפלן שכפול ,-800,"-1,800","-2,400"
,174300531,531,743,1,דלק ,"58,500",267927,313,1,ביח קפלן ,0,0,0
,174300533,533,743,1,ביטוח ורישוי רכב ,"13,600",268220,313,1,זיכוי בגין תלמידי חוץ-הרצ,"-36,000","-5,700","-7,600"
,174300730,730,743,1,דלק וחשמל לפעולות ,"4,208,900",268920,313,1,הרצוג ביס ,"-810,900","-700,000","-820,000"
,174300750,750,743,1,הוצאות מכירת חשמל ,"1,670,000",268922,313,1,מ חינוך סיעות ,"-157,300","-101,500","-160,000"
,174321110,21110,743,1,תאורת רחובות ,0,268924,313,1,הרצוג שכפול ,"-5,500","-12,100","-16,100"
,,,"743 סה""כ",,,"7,476,799",268926,313,1,סל תלמיד לעולה-יסודי הרצו,0,0,0
,1744100730,100730,744,1,דלק וחשמל לפעולות ,"277,900",268927,313,1,הרצוג חומרים ,"-8,500","-20,300","-27,000"
,1744100750,100750,744,1,אחזקת רמזורים ,"120,000",270920,313,1,מחוננים ,"-105,600","-154,800","-163,000"
,1744400570,400570,744,1,שלטים אוטומציה ,"2,800",271220,313,1,"תלמידי חוץ בה""ס רמון ","-11,100","-13,600","-18,100"
,1744400750,400750,744,1,שלטים תמרורים ,"10,000",271920,313,1,"בה""ס רמון ","-585,100","-761,000","-829,400"
,1744400752,400752,744,1,שילוט-עמלות ,"522,160",271922,313,1,סייעות רפואיות ,"-301,700","-363,700","-402,700"
,1744400780,400780,744,1,שלטים תמרורים ,"90,000",271924,313,1,"בה""ס רמון ","-9,000","-9,900","-13,200"
,1744500110,500110,744,1,בטיחות בדרכים ,"209,800",271925,313,1,רמון ח .מ ,"-85,200","-126,400","-133,500"
,1744500130,500130,744,1,שעות נוספות ,"30,000",271927,313,1,"בה""ס רמון ","-5,500","-15,800","-21,100"
,1744500780,500780,744,1,מטה בטיחות בדרכים ,"350,000",272920,313,1,הכנסות מ חינוך ,"-252,200","-197,700","-273,100"
,,,"744 סה""כ",,,"1,612,660",272922,313,1,חבד בנות ,0,"-56,700","-40,300"
,174500830,830,745,1,השתת' ניקוז אילון ש ,"436,400",272924,313,1,חבד בנות ,"-10,500","-4,500","-5,900"
,1745200110,200110,745,1,משכורות כוללות ,"41,500",272926,313,1,סל תלמידלעולה-יסודי חבד ב,0,0,0
,1745200130,200130,745,1,שעות נוספות רשומות ,"6,400",272927,313,1,תשומי הורים חומרים חבד בנ,"-2,500","-6,900","-9,200"
,1745200531,200531,745,1,ביובית ,"68,400",296220,313,1,תלמידי חוץ פרחי המדע ,"-30,000",0,0
,1745200730,200730,745,1,דלק וחשמל לפעולות ,"103,400",296920,313,1,רחובות מדע ,"-413,100","-541,700","-571,800"
,1745200750,200750,745,1,פארק תמר ,"1,186,000",296922,313,1,סיעות כיתתיות מדע ,"-40,100","-36,400","-40,300"
,1745200751,200751,745,1, עבודות קבלניות ,"350,000",296924,313,1,אגרת שכפול יסודי רח מדע ,"-2,500","-9,100","-12,100"
,1745200755,200755,745,1,ביוב חברות כח אדם ,0,296927,313,1,תשלומי הורים חומרים פרחי ,"-4,200","-15,500","-20,600"
,1745400110,400110,745,1,פיקוח פארק תמר ,"157,100",297920,313,1,"הכנסות משרד החינוך בה""ס י",0,"-320,600","-324,000"
,1745400230,400230,745,1,שכר זמניים ,"15,800",297924,313,1,אגרות שכפול יצחק נבון ,"-51,600","-4,000","-5,400"
,1745400780,400780,745,1,"שפד""ן-תפעול ","1,320,000",297927,313,1,"תשלומי הורים חומרים בה""ס ","-1,700","-7,100","-9,500"
,,,"745 סה""כ",,,"3,685,000",298920,313,1,הכנסות מ חינוך ניצני מדע ,0,"-48,800","-50,000"
,174600110,110,746,1,ץכורות כוללות ,"4,200,000",300220,313,1,תלמדי חוץ ,"-31,800",0,0
,174600120,120,746,1,גנים הוצאות נילוות ,"15,200",300920,313,1,מ.חינוך-ביס-חינוך מ ,"-221,400","-249,600","-260,000"
,174600130,130,746,1,שעות נוספות רשומות ,"291,000",300924,313,1,אג' שכפול ,"-61,900","-55,100","-60,000"
,174600210,210,746,1,מש ,"700,000",310220,313,1,רננים-שכל חוץ ,"-9,600","-10,000","-13,300"
,174600230,230,746,1,מש זמ ,"38,100",310920,313,1,רננים ,0,0,0
,174600320,320,746,1,פיצויים ,0,320220,313,1,עידוד-שכל חוץ ,"-339,000","-536,500","-540,000"
,174600430,430,746,1,גנים -חשמל לפעולות ,"124,700",320421,313,1,עידוד קרב ,0,-300,-300
,174600450,450,746,1,אחזקת ציוד ,"1,000",320920,313,1,עידוד ,"-593,900","-656,900","-748,200"
,174600530,530,746,1,תיקוני רכב ,"61,300",320921,313,1,עידוד הזנה ,"-255,000","-272,600","-280,000"
,174600531,531,746,1,דלק ,"109,900",320922,313,1,עידוד-סייעות ,0,0,0
,174600533,533,746,1,ביטוח ורישוי רכב ,"81,800",320924,313,1,עידוד ,"-2,400","-5,400","-7,100"
,174600536,536,746,1,רכב שכור ,"103,300",320927,313,1,עידוד חומרים ,"-1,100","-2,800","-3,700"
,174600540,540,746,1,טלפון גנים ,0,340220,313,1,לוטם-שכל חוץ ,"-500,000","-593,200","-600,000"
,174600541,541,746,1,גנים מכשירי קשר ,"515,300",340920,313,1,לוטם-מ.חינוך ,"-734,200","-674,600","-784,700"
,174600570,570,746,1,אוטומציה ,"8,100",340921,313,1,לוטם הזנה ,"-283,300","-297,500","-300,000"
,174600580,580,746,1,הוצ שונות ,"18,100",340922,313,1,לוטם-סייעות ,"-1,470,700","-1,333,500","-1,463,200"
,174600720,720,746,1,חומרים ,"33,200",340924,313,1,לוטם ,"-2,200","-4,900","-6,500"
,174600742,742,746,1,תיקון כלים מכשירים ,"18,800",340927,313,1,לוטם ,"-1,200","-2,800","-3,700"
,174600750,750,746,1,עבודות קבלניות ,"4,680,000",350920,313,1,סייעות צמודות ,"-1,296,900","-1,236,600","-1,370,600"
,174600755,755,746,1,פקיד היערות ,"400,000",350921,313,1,שילוב סייעות ,"-5,314,300","-5,821,800","-7,500,000"
,174600780,780,746,1,הוצאות אחרות ,"40,000",670920,313,1,לבורנטים אשכול פייס ,"-207,800","-175,700","-193,200"
,,,"746 סה""כ",,,"11,439,800",700920,313,1,מזכרים/ חוות ומרכזים ,"-158,800","-175,300","-187,300"
,174900110,110,749,1,משכורות כוללות ,"4,180,800",,"313 סה""כ",,,"-30,649,500","-30,519,100","-34,588,300"
,174900120,120,749,1,הוצ נלוות ,"25,800",220,314,1,תלמידי חוץ ,"-120,000","-146,100","-150,000"
,174900130,130,749,1,משכורות כוללות ,"401,800",920,314,1, .,0,0,0
,174900210,210,749,1,זמניים ,"340,000",400220,314,1,"בי""ס המר ",0,0,0
,174900230,230,749,1,"ש""נ ","10,900",,"314 סה""כ",,,"-120,000","-146,100","-150,000"
,174900320,320,749,1,פיצויים ,0,920,315,1,תיכון השיטה הכנסות מ חינו,0,"-165,000","-170,000"
,174900450,450,749,1,אחזקת ציוד ,0,100920,315,1,הכנסות מ חינוך הייטק ,"-200,000","-246,200","-260,000"
,174900536,536,749,1,ליסינג ,0,200220,315,1,תלמידי חוץ ,"-400,000","-385,600","-385,000"
,174900540,540,749,1,תחזוקה טלפון ,900,200640,315,1,שכד -דה שליט ,"-16,800","-19,300",0
,174900541,541,749,1,תחזוקה מכשירי קשר ,"1,200",200920,315,1,מ.החינוך דה-שליט-ש ,"-24,383,400","-21,978,100","-26,000,000"
,174900570,570,749,1,אוטומציה ,"9,100",200922,315,1,סייעות כיתתיות ,"-267,400","-242,500","-268,500"
,174900580,580,749,1,תחזוקה ,"79,900",200924,315,1,אגרת שכפול ,"-14,600","-32,500","-43,200"
,174900750,750,749,1,תחזוקה עב קבלנית ,"116,300",200925,315,1,"ח""מ דה שליט ","-143,800","-210,500","-220,000"
,174900755,755,749,1,תחזוקה כח אדם ,"191,300",200926,315,1,דה שליט עולים ,0,0,0
,174921110,21110,749,1,החזקה נכסים ,0,200927,315,1,דה שליט חומרים הורים ,"-7,700","-68,700","-91,400"
,,,"749 סה""כ",,,"5,358,000",200929,315,1,"דה שליט חט""ב ","-1,902,600","-1,869,200","-2,025,000"
,175400780,780,754,1,הוצאות ערים תאומות ,"93,100",300220,315,1,תלמידי חוץ שער אליעזר ,"-1,000","-18,200","-1,100"
,,,"754 סה""כ",,,"93,100",300920,315,1,הכנסות מ חינוך שער אליעזר,"-1,131,600","-1,495,600","-1,641,400"
,176100110,110,761,1,מוקד עירוני ,"432,300",300924,315,1,"דמי שכפול על יסודי בי""ס א",-800,"-1,900","-2,600"
,176100210,210,761,1,זמניים ,"710,000",300927,315,1,חומרים הורים שער אליעזר ,"-1,700","-3,700","-5,000"
,176100230,230,761,1,שעות נוספות זמניים ,"84,200",400220,315,1,תלמידי חוץ ,"-113,300","-87,000","-90,000"
,176100531,531,761,1,מוקד עירוני דלק ,"43,600",400640,315,1,הכנסה מהשכרת מבנה-עמיחי ,"-2,900",0,0
,176100536,536,761,1,מוקד ליסינג ,"85,800",400920,315,1,חוגים תורניים ,"-4,300",-400,0
,176100540,540,761,1,מוקד עירוני טלפון ,0,400924,315,1,אגרת שכפול ,"-1,700","-3,800","-5,000"
,176100541,541,761,1,מוקד עירוני מכשירי קשר ,"9,600",400926,315,1,סל תלמיד אתיופי ,0,0,0
,176100570,570,761,1,מוקד עירוני מיחשוב ,"150,000",400927,315,1,י.הדרום -חומרים הורים ,"-5,900","-9,100","-12,100"
,176100755,755,761,1,מוקד ,"440,000",400928,315,1,יהדות-י הדרום ,0,0,0
,176100780,780,761,1,מוקד עירוני ,"6,700",400929,315,1,"י.הדרום-חט""ב ","-432,100","-389,500","-427,800"
,176121110,21110,761,1,מוקד ,0,410220,315,1,תלמידי חוץ ישיבת עמיחי ,"-134,800","-126,100","-130,000"
,,,"761 סה""כ",,,"1,962,200",410920,315,1,עמיחי ישיבה ,0,0,0
,176200210,210,762,1,שיטור עירוני ,"5,200",500220,315,1,אג' תלמידי חוץ ,"-261,100","-167,200","-170,000"
,176200536,536,762,1,הוצ רכב שיטור עירוני ,"596,000",500420,315,1,"הכנסות בה""ס אורט ",0,"-500,000","-500,000"
,176200750,750,762,1,שיטור עירוני ,"4,600,000",510220,315,1,ויצו ת חוץ ,"-111,300","-59,500","-60,000"
