"הצעת   התקציב   הרגיל   לשנת   2014   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2013,הצעה,,
428,311100,1,,הכנסות כנגד הוצאות,גמיש,42.86%,"-500,000","-350,000","-206,694.00"
429,311100,1,,מיחשוב אינטראקטיבי,גמיש,0.00%,0,0,"-7,510.00"
921,311100,1,,מלגות לפולין,גמיש,-44.44%,"-100,000","-180,000","-82,282.30"
922,311100,1,,"השתת'מ'החנוך בקב""ס",גמיש,16.08%,"-830,000","-715,000","-723,531.27"
924,311100,1,,החזר גימלה        ,גמיש,11.11%,"-1,000,000","-900,000","-2,070,767.75"
936,311100,1,,בטיחות בדרכים,גמיש,19.05%,"-300,000","-252,000","-208,485.00"
937,311100,1,,הכנסות בטיפול,גמיש,0.00%,0,0,"-24,184.00"
311100  סך הכל ,,,,מינהלת הח' הפורמלי,,11.84%,"-3,713,500","-3,320,500","-4,676,579.66"
0,311200,1,,יוזמות פדגוגיות, ,,                ,                ,
410,311200,1,,"הכנסות הורים - רש""י ",גמיש,33.64%,"-187,100","-140,000","-167,115.00"
421,311200,1,,קרן קרב           ,גמיש,33.99%,"-4,800,000","-3,582,400","-3,708,972.92"
790,311200,1,,עיר בריאה-רשות ניקוז ירקון,גמיש,0.00%,"-12,500",0,
923,311200,1,,עיר בריאה - הגנת הסביבה,גמיש,0.00%,"-66,300",0,0
929,311200,1,,עיר פעילה ובריאה,גמיש,0.00%,"-500,000","-500,000","-249,816.00"
311200  סך הכל ,,,,יוזמות פדגוגיות,,31.82%,"-5,565,900","-4,222,400","-4,125,903.92"
0,311304,1,,"יוזמות גנ""י", ,,                ,                ,
420,311304,1,,"השת' ברשת קו""פ",גמיש,42.86%,"-100,000","-70,000","-54,000.00"
311304  סך הכל ,,,,"יוזמות גנ""י",,42.86%,"-100,000","-70,000","-54,000.00"
0,311400,1,,מניעת אלימות וסמים, ,,                ,                ,
423,311400,1,,מניעת אלימות,גמיש,0.00%,0,0,-581
790,311400,1,,הרשות למלחמה בסמים,גמיש,0.00%,0,0,"-229,496.00"
791,311400,1,,קרן ידידות,גמיש,0.00%,0,0,"-189,347.48"
920,311400,1,,משרד החינוך,גמיש,0.00%,0,0,"-23,000.00"
922,311400,1,,המשרד לביטחון פנים,גמיש,0.00%,0,0,"-941,889.50"
311400  סך הכל ,,,,מניעת אלימות וסמים,,0.00%,0,0,"-1,384,313.98"
0,312000,1,,חינוך קדם יסודי   , ,,                ,                ,
0,312200,1,,"גנ""י לגיל חובה    ", ,,                ,                ,
491,312200,1,,הכנסות מאירועים   ,גמיש,8.56%,"-416,200","-383,400","-337,821.48"
920,312200,1,,הש' מ'חינוך-רכישות,גמיש,0.00%,"-15,000","-15,000","-2,500.00"
921,312200,1,,עוזרות לגננות     ,גמיש,10.79%,"-11,627,500","-10,495,000","-10,241,686.94"
925,312200,1,,גננות מדינה בתקן,גמיש,22.91%,"-16,304,000","-13,265,000","-12,439,161.36"
944,312200,1,,החזר הבראה ויובל,גמיש,0.00%,0,0,"-1,022,162.27"
312200  סך הכל ,,,,"גנ""י לגיל חובה    ",,17.40%,"-28,362,700","-24,158,400","-24,043,332.05"
0,312210,1,,"גנ""י - חינוך מיוחד", ,,,,
430,312210,1,,השת' מוס' ילדי חוץ,גמיש,25.60%,"-78,000","-62,100","-52,420.00"
920,312210,1,,השת'מ'חינוך-רכישות,גמיש,0.00%,"-20,000","-20,000","-11,611.00"
922,312210,1,,השתתפות בהזנה     ,גמיש,10.19%,"-119,000","-108,000","-124,342.40"
924,312210,1,,חינוך מיוחד-חופשות,גמיש,25.60%,"-471,000","-375,000","-397,026.60"
928,312210,1,,"שרותי הקף- יול""א ח.מ",גמיש,28.10%,"-98,000","-76,500","-80,882.00"
312210  סך הכל ,,,,"גנ""י - חינוך מיוחד",,22.51%,"-786,000","-641,600","-666,282.00"
0,312300,1,,גני ילדים         , ,,                ,                ,
410,312300,1,,"שכ""ל גני ילדים    ",גמיש,0.00%,0,0,"-10,625,319.10"
790,312300,1,,"מעג""ן - קרן שטיינמינץ",גמיש,-25.00%,"-300,000","-400,000",0
920,312300,1,,השתת הממשלה בטרום ,גמיש,0.00%,0,0,"-10,362,896.43"
921,312300,1,,"החזר שכל""מ ממשלה",גמיש,0.00%,"-29,731,500","-28,389,000",0
312300  סך הכל ,,,,גני ילדים         ,,4.32%,"-30,031,500","-28,789,000","-20,988,215.53"
0,312330,1,,בגובה העיניים     , ,,                ,                ,
493,312330,1,,בגובה העיניים     ,גמיש,33.33%,"-400,000","-300,000","-327,909.89"
312330  סך הכל ,,,,בגובה העיניים     ,,33.33%,"-400,000","-300,000","-327,909.89"
0,312360,1,,ריתמוסיקה         , ,,                ,                ,
495,312360,1,,ריתמוסיקה         ,גמיש,36.36%,"-3,000,000","-2,200,000","-2,505,860.72"
312360  סך הכל ,,,,ריתמוסיקה         ,,36.36%,"-3,000,000","-2,200,000","-2,505,860.72"
0,312370,1,,תיאטרון בובות, ,,                ,                ,
493,312370,1,,תיאטרון בובות,גמיש,17.65%,"-200,000","-170,000","-180,844.04"
920,312370,1,,משרד התרבות והספורט,גמיש,-100.00%,0,"-150,000",0
312370  סך הכל ,,,,תיאטרון בובות         ,,-37.50%,"-200,000","-320,000","-180,844.04"
0,312500,1,,"יול""א בגני חובה   ", ,,                ,                ,
410,312500,1,,"יול""א בגנים       ",גמיש,6.67%,"-800,000","-750,000","-729,877.70"
312500  סך הכל ,,,,"יול""א בגני חובה   ",,6.67%,"-800,000","-750,000","-729,877.70"
0,313000,1,,חינוך יסודי       , ,,                ,                ,
0,313200,1,,בתי ספר יסודיים   , ,,                ,                ,
414,313200,1,,"תל""ן דביר",גמיש,0.00%,0,0,"-20,904.49"
920,313200,1,,מזכירות           ,גמיש,8.47%,"-730,000","-673,000","-696,079.27"
921,313200,1,,שרתים             ,גמיש,13.61%,"-2,028,000","-1,785,000","-1,862,934.00"
924,313200,1,,"השתת הממשלה בקב""ט ",גמיש,34.20%,"-361,000","-269,000","-361,972.45"
925,313200,1,,קבוצות טפוליות    ,גמיש,7.43%,"-998,000","-929,000","-962,446.74"
927,313200,1,,השת' ממשלה-פרוייקט,גמיש,0.00%,"-125,000","-125,000","-8,000.00"
930,313200,1,,סיוע לניהול עצמי,גמיש,1.76%,"-1,505,000","-1,479,000","-1,511,208.55"
931,313200,1,,שרת'/מז' ניהול עצמי,גמיש,-0.70%,"-9,373,000","-9,439,000","-9,420,696.82"
938,313200,1,,השתת' מש' החינוך בטיולים,גמיש,-1.59%,"-1,073,000","-1,090,300","-417,418.19"
950,313200,1,,"שגרירי מפתח הל""ב",גמיש,0.00%,0,0,"-42,000.00"
951,313200,1,,"בי""ס מקדמי בריאות",גמיש,0.00%,0,0,"-35,990.00"
313200  סך הכל ,,,,בתי ספר יסודיים   ,,2.56%,"-16,193,000","-15,789,300","-15,339,650.51"
0,313201,1,,"יול""א - הדמוקרטי", ,,                ,                ,
420,313201,1,,הזנה - הורים,גמיש,0.00%,0,0,"-4,666.52"
313201  סך הכל ,,,,"יול""א - הדמוקרטי",,0.00%,0,0,"-4,666.52"
0,313300,1,,חינוך מיוחד       , ,,                ,                ,
430,313300,1,,השתת' מוסד'ילד חוץ,גמיש,8.99%,"-1,789,000","-1,641,500","-1,443,839.00"
691,313300,1,,הכנסות מייצור בחלץ,גמיש,0.00%,0,0,"-15,402.00"
920,313300,1,,סייעות טיפוליות   ,גמיש,12.35%,"-10,536,000","-9,378,000","-9,718,094.21"
921,313300,1,,לבורנט וספרן- חלץ ,גמיש,0.72%,"-139,000","-138,000","-140,296.15"
922,313300,1,,השת' בהזנה        ,גמיש,8.23%,"-526,000","-486,000","-537,222.40"
923,313300,1,,השתתפות מ.החינוך  ,גמיש,0.00%,"-115,000","-115,000","-118,042.30"
924,313300,1,,חינוך מיוחד-חופשות,גמיש,-11.99%,"-470,000","-534,000","-477,833.80"
925,313300,1,,שרתים+מזכירות אפיק,גמיש,-12.25%,"-179,000","-204,000","-205,325.65"
926,313300,1,,"שרתים+מזכיר'-מתי""א",גמיש,-1.55%,"-254,000","-258,000","-611,150.38"
928,313300,1,,"שרותי הקף-יול""א ח.מ",גמיש,22.11%,"-74,000","-60,600","-64,642.00"
938,313300,1,,השתת' מש' החינוך בטיולים,גמיש,-1.35%,"-102,000","-103,400","-56,685.25"
313300  סך הכל ,,,,חינוך מיוחד       ,,9.80%,"-14,184,000","-12,918,500","-13,388,533.14"
0,313310,1,,"בי""ס ע""ש הרצפלד   ", ,,                ,                ,
430,313310,1,,השתתפות מוסדות    ,גמיש,10.64%,"-832,000","-752,000","-640,161.90"
920,313310,1,,סייעות טיפוליות   ,גמיש,0.56%,"-1,259,000","-1,252,000","-1,266,652.62"
921,313310,1,,מזכירות ושרתים    ,גמיש,0.37%,"-273,000","-272,000","-274,468.85"
922,313310,1,,השת' בהזנה        ,גמיש,4.90%,"-150,000","-143,000","-160,139.20"
924,313310,1,,חינוך מיוחד-חופשות,גמיש,0.80%,"-126,000","-125,000","-129,166.20"
938,313310,1,,השתת' מש' החינוך בטיולים,גמיש,6.69%,"-33,500","-31,400","-22,574.00"
313310  סך הכל ,,,,"בי""ס ע""ש הרצפלד   ",,3.81%,"-2,673,500","-2,575,400","-2,493,162.77"
0,313700,1,,חוה חקלאית        , ,,                ,                ,
610,313700,1,,מכירות תוצרת הח   ,גמיש,-34.21%,"-25,000","-38,000","-19,638.00"
920,313700,1,,הסעות ילדים       ,גמיש,0.00%,"-120,000","-120,000",0
921,313700,1,,הצטיידות          ,גמיש,0.00%,"-10,000","-10,000","-5,663.70"
922,313700,1,,שרת ומזכירה       ,גמיש,0.79%,"-128,000","-127,000","-127,456.60"
313700  סך הכל ,,,,חוה חקלאית        ,,-4.07%,"-283,000","-295,000","-152,758.30"
0,315000,1,,חינוך על-יסודי    , ,,                ,                ,
0,315100,1,,השתתפויות במוסדות , ,,                ,                ,
921,315100,1,,רכז עירוני לבגרות חברתית,גמיש,0.00%,0,0,"-14,018.21"
922,315100,1,,הצטיידות טכנולוגית,גמיש,0.00%,"-300,000","-300,000","-119,130.00"
924,315100,1,,משלחות ספורט,גמיש,60.00%,"-40,000","-25,000","-24,488.54"
929,315100,1,,חוגי טכנולוגיה-משרד המדע,גמיש,0.00%,"-100,000",0,
315100  סך הכל ,,,,השתתפויות במוסדות ,,35.38%,"-440,000","-325,000","-157,636.75"
0,315110,1,,יוזמות - נבון, ,,                ,                ,
923,315110,1,,"אומ""ץ - משה""ח",גמיש,2.70%,"-19,000","-18,500",-104
315110  סך הכל ,,,,יוזמות - נבון,,2.70%,"-19,000","-18,500",-104
0,315120,1,,יוזמות - קוגל, ,,                ,                ,
923,315120,1,,"אומ""ץ - משה""ח",גמיש,-10.67%,"-134,000","-150,000","-191,066.54"
315120  סך הכל ,,,,יוזמות - קוגל,,-10.67%,"-134,000","-150,000","-191,066.54"
0,315130,1,,יוזמות - הרצוג, ,,                ,                ,
923,315130,1,,"אומ""ץ - משה""ח",גמיש,58.38%,"-137,000","-86,500","-109,037.87"
315130  סך הכל ,,,,יוזמות - הרצוג,,58.38%,"-137,000","-86,500","-109,037.87"
0,315140,1,,"יוזמות - ק""ש", ,,                ,                ,
923,315140,1,,"אומ""ץ - משה""ח",גמיש,-8.11%,"-136,000","-148,000","-113,867.53"
315140  סך הכל ,,,,"יוזמות - ק""ש",,-8.11%,"-136,000","-148,000","-113,867.53"
0,315150,1,,יוזמות - איילון, ,,                ,                ,
923,315150,1,,"אומ""ץ - משה""ח",גמיש,-34.71%,"-95,000","-145,500","-111,850.47"
315150  סך הכל ,,,,יוזמות - איילון,,-34.71%,"-95,000","-145,500","-111,850.47"
0,315170,1,,יוזמות - קציר, ,,                ,                ,
923,315170,1,,"אומ""ץ - משה""ח",גמיש,-34.46%,"-97,000","-148,000","-134,597.56"
315170  סך הכל ,,,,יוזמות - קציר,,-34.46%,"-97,000","-148,000","-134,597.56"
0,315180,1,,יוזמות - כרם שלמה, ,,                ,                ,
923,315180,1,,"אומ""ץ - משה""ח",גמיש,0.00%,0,0,"-61,742.43"
315180  סך הכל ,,,,יוזמות - כרם שלמה,,0.00%,0,0,"-61,742.43"
0,315190,1,,יוזמות - עתידים, ,,                ,                ,
923,315190,1,,"אומ""ץ - משה""ח",גמיש,-22.02%,"-17,000","-21,800","-11,886.56"
315190  סך הכל ,,,,יוזמות - עתידים,,-22.02%,"-17,000","-21,800","-11,886.56"
0,315700,1,,"בי""ס ע""י ומקיפים  ", ,,                ,                ,
0,315710,1,,תיכון נבון , ,,                ,                ,
417,315710,1,,דמי בחינות,גמיש,0.00%,0,0,0
420,315710,1,,שרותים שונים      ,גמיש,0.00%,0,0,0
920,315710,1,,"השתת' ממשלה - חט""ע",גמיש,-6.63%,"-7,087,000","-7,590,000","-8,081,616.00"
921,315710,1,,"השתת' ממשלה - חט""ב",גמיש,4.85%,"-887,000","-846,000","-891,569.36"
922,315710,1,,שעורי עזר לעולים  ,גמיש,0.00%,0,0,"-1,943.44"
925,315710,1,,"קרן השתלמות לשכ""ל ",גמיש,13.37%,"-441,000","-389,000","-427,900.85"
926,315710,1,,"השאלת מורים לחט""ב ",גמיש,0.00%,"-203,000",0,0
927,315710,1,,שעות גיל,גמיש,0.00%,0,0,"-33,603.19"
928,315710,1,,ליווי לטיולים     ,גמיש,14.29%,"-128,000","-112,000","-116,708.56"
930,315710,1,,עוז לתמורה,גמיש,90.08%,"-2,741,000","-1,442,000","-483,246.96"
932,315710,1,,גמול בגרות אחוזי,גמיש,10.61%,"-198,000","-179,000","-181,420.59"
933,315710,1,,"גמול הל""ל",גמיש,0.00%,0,0,-226.52
934,315710,1,,הקטנת כיתות,גמיש,-16.67%,"-2,500","-3,000",0
938,315710,1,,השתת' מש' החינוך בטיולים,גמיש,-2.29%,"-192,000","-196,500","-72,481.99"
315710  סך הכל ,,,,חטיבת ביניים-נבון ,,10.43%,"-11,879,500","-10,757,500","-10,290,717.46"
0,315720,1,,"בי""ס תיכון קוגל   ", ,,                ,                ,
416,315720,1,,פר' קשישים-משתתפים,גמיש,0.00%,"-19,800","-19,800","-19,800.00"
920,315720,1,,"השת' הממשלה בשכל""מ",גמיש,0.10%,"-11,508,000","-11,497,000","-14,022,817.32"
921,315720,1,,"השתת' ממשלה - חט""ב",גמיש,-7.58%,"-1,281,000","-1,386,000","-1,352,939.60"
922,315720,1,,שעורי עזר לעולים  ,גמיש,-59.54%,"-10,600","-26,200","-31,344.59"
923,315720,1,,שעורי עזר לנכים   ,גמיש,63.10%,"-13,700","-8,400","-10,532.20"
925,315720,1,,"קרן השתלמות לשכ""ל ",גמיש,-1.84%,"-533,000","-543,000","-726,710.90"
926,315720,1,,"השאלת מורים לחט""ב ",גמיש,-100.00%,0,"-111,000","-184,030.60"
927,315720,1,,שעות גיל,גמיש,0.00%,0,0,"-94,051.81"
928,315720,1,,ליווי לטיולים     ,גמיש,-1.79%,"-165,000","-168,000","-214,491.22"
930,315720,1,,עוז לתמורה,גמיש,-57.89%,"-48,000","-114,000","-205,000.61"
932,315720,1,,גמול בגרות אחוזי,גמיש,0.85%,"-238,000","-236,000","-299,340.25"
933,315720,1,,"גמול הל""ל",גמיש,0.00%,0,0,"-5,390.06"
934,315720,1,,הקטנת כיתות,גמיש,-14.55%,"-9,400","-11,000",0
938,315720,1,,השתת' מש' החינוך בטיולים,גמיש,-3.29%,"-300,000","-310,200","-112,521.07"
315720  סך הכל ,,,,"בי""ס תיכון קוגל   ",,-2.11%,"-14,126,500","-14,430,600","-17,278,970.23"
0,315730,1,,"תיכון ע""ש הרצוג   ", ,,                ,                ,
920,315730,1,,"השת' הממשלה בשכל""מ",גמיש,-8.64%,"-8,620,000","-9,435,000","-8,246,344.40"
921,315730,1,,"השתת' ממשלה - חט""ב",גמיש,-5.78%,"-1,190,000","-1,263,000","-1,293,718.92"
922,315730,1,,שעורי עזר לעולים  ,גמיש,-100.00%,0,"-11,400","-11,163.51"
923,315730,1,,שעורי עזר לנכים   ,גמיש,-100.00%,0,"-17,000","-5,396.48"
925,315730,1,,"קרן השתלמות לשכ""ל ",גמיש,12.40%,"-435,000","-387,000","-419,899.22"
926,315730,1,,"השאלת מורים לחט""ב ",גמיש,-100.00%,0,"-68,000","-22,268.87"
927,315730,1,,שעות גיל,גמיש,0.00%,0,0,"-172,463.36"
928,315730,1,,ליווי לטיולים     ,גמיש,8.33%,"-130,000","-120,000","-123,632.01"
930,315730,1,,עוז לתמורה,גמיש,0.00%,"-3,678,000",0,"-129,986.37"
932,315730,1,,גמול בגרות אחוזי,גמיש,7.43%,"-188,000","-175,000","-177,420.22"
933,315730,1,,"גמול הל""ל",גמיש,0.00%,0,0,"-8,373.49"
934,315730,1,,הקטנת כיתות,גמיש,-53.13%,"-7,500","-16,000",0
938,315730,1,,השתת' מש' החינוך בטיולים,גמיש,-0.15%,"-271,000","-271,400","-102,793.77"
939,315730,1,,"פרוייקט ""מניפה""",גמיש,0.00%,"-144,000",0,"-44,315.20"
315730  סך הכל ,,,,"תיכון ע""ש הרצוג   ",,24.65%,"-14,663,500","-11,763,800","-10,757,775.82"
0,315740,1,,תיכון קרית - שרת  , ,,,,
416,315740,1,,פר' קשישים-משתתפים,גמיש,0.00%,"-30,600","-30,600","-30,600.00"
920,315740,1,,"השת' הממשלה בשכל""מ",גמיש,-2.24%,"-16,852,000","-17,239,000","-19,461,212.28"
921,315740,1,,"השתת' ממשלה - חט""ב",גמיש,0.42%,"-2,409,000","-2,399,000","-2,454,100.61"
922,315740,1,,שעורי עזר לעולים  ,גמיש,26.71%,"-18,500","-14,600","-12,130.26"
923,315740,1,,שעורי עזר לנכים   ,גמיש,2.35%,"-8,700","-8,500",0
925,315740,1,,"קרן השתלמות לשכ""ל ",גמיש,7.79%,"-983,000","-912,000","-706,825.86"
926,315740,1,,"השאלת מורים לחט""ב ",גמיש,-45.63%,"-137,000","-252,000","220,535.12"
