חשבון ,פרק,שם חשבון ,מחלקה ,מקורי 2015 ,ביצוע עד ספטמ,תקציב 2016-כו,תקציב בסיס 2016
1345302930,34,מועדונים חברתיים למפגר 33,5845300,"-140,000","-130,100","-202,000","-202,000"
1345303930,34,הסעות למ.יום למפגר 855431,5845300,"-450,000","-300,000","-455,000","-455,000"
1345527410,34,מע'ש ,5845400,"-245,000","-150,900","-201,000","-201,000"
1346100930,34,ילדים עוורים במוסדות 2410,5846100,"-171,000","-67,600","-173,000","-173,000"
1346300930,34,שיקום העיוור בקהילה 62083,5846300,"-65,000","-36,400","-66,000","-66,000"
1346302930,34,הדרכת עוור ובני ביתו 2430,5846300,"-260,000","-153,900","-263,000","-263,000"
1346400930,34,מפעלי שיקום לעוור 0662080,5846400,"-52,000","-18,800","-53,000","-53,000"
1346402930,34,מפעלי תעסוקה ומועדון 2082,5846400,"-455,000","-591,500","-810,000","-810,000"
1346500930,34,אחזקת נכים בפנימיות 21040,5846500,"-5,979,700","-4,587,100","-6,465,000","-6,465,000"
1346501930,34,נכים במשפחות אומנה 621041,5846500,"-574,200","-223,600","-581,000","-581,000"
1346600930,34,תעסוקה מוגנת למוגבל 22010,5846600,"-575,000","-847,500","-1,052,000","-1,052,000"
1346601410,34,מועדוניות לכבדי שמיעה ,5846600,0,0,0,0
1346601930,34,מס.יום לילד המוגבל 622090,5846600,"-534,600","-424,100","-600,000","-600,000"
1346602930,34,תכנית מעבר 622012 ,5846600,"-170,000","-104,300","-202,000","-202,000"
1346700410,34,הסעות נכים ,5846700,"-16,000","-22,500","-30,000","-30,000"
1346700930,34,תוכניות לילד החריג 622020,5846700,"-220,000","-123,000","-223,000","-223,000"
1346702930,34,הסעות נכים 0622015 ,5846700,"-260,000","-89,100","-263,000","-263,000"
1346703930,34,מרכז יום שיקומי לנכים 110,5846700,"-2,154,000","-1,135,300","-2,180,000","-2,180,000"
1346704930,34,נופשונים להבראה 0622140 ,5846700,"-125,000","-70,400","-127,000","-127,000"
1346705930,34,הסעות למעון יום שיקומי 13,5846700,"-450,000","-562,500","-688,000","-688,000"
1346706930,34,ליווי למעון יום שיקומי 14,5846700,"-100,000","-262,500","-253,000","-253,000"
1346707930,34,מסיכון לסיכוי 0622021 ,5846700,"-345,000","-206,300","-352,000","-352,000"
1346710930,34,תעסוקה נתמכת לנכים ,5846700,"-450,000","-188,600","-455,000","-455,000"
1346711930,34,חלופה למ.יום שיקומיים 115,5846700,"-190,000","-310,100","-418,000","-418,000"
1346712930,34,מועדון חברתי לבוגרים 2142,5846700,"-155,000","-114,800","-173,000","-173,000"
1346714930,34,עמית למשפחה 622214 ,5846700,"-28,100",0,"-28,000","-28,000"
1346715930,34,איתור לתעסוקה 622013 ,5846700,"-27,000","-7,700","-27,000","-27,000"
1346716930,34,מרכז יום לנכים קשים 22260,5846700,0,0,0,0
1346800930,34,מרכזי אבחון ושיקום 618010,5846800,"-185,000","-43,300","-61,000","-61,000"
1346801930,34,שיקום נכים בקהילה 0619040,5846800,"-55,000","-11,700","-64,000","-64,000"
1346802930,34,נכים קשים בקהילה 0621090 ,5846800,"-63,000","-59,400","-102,000","-102,000"
1346804930,34,בוגרים עיוורים בקהילה 120,5846800,"-330,000","-217,500","-334,000","-334,000"
1346805930,34,ילדים עיוורים בקהילה 2121,5846800,"-68,000","-64,300","-75,000","-75,000"
1347100930,34,טפול בנוער ובצעירים 64023,5847100,"-514,000","-253,100","-520,000","-520,000"
1347102930,34,"ת. קהיל. עד""י ומעטפת 5427",5847100,"-125,500","-120,800","-501,000","-501,000"
1347103930,34,טפול בנערות במצוקה 165420,5847100,"-68,000","-11,600","-69,000","-69,000"
1347105930,34,בית נועם 1124260 ,5847100,0,0,0,0
1347106930,34,מיתרים חרדים 1164161 ,5847100,"-235,800","-519,500","-774,000","-774,000"
1347107930,34,נוער וצעיר. חוץ ביתי 5426,5847100,"-96,000","-115,300","-121,000","-121,000"
1347108930,34,"פרוייקט עד""י 1165427 ",5847100,"-129,000",0,"-131,000","-131,000"
1347111930,34,תוכנית מעטפת מבחן נוער 00,5847100,"-219,500","-159,800","-223,000","-223,000"
1347112930,34,בתים חמים לנערות 1165428 ,5847100,"-658,000","-335,300","-704,000","-704,000"
1347113930,34,פרויקט וינגיט 1164020 ,5847100,"-37,000",0,"-37,000","-37,000"
1347114930,34,מ. לנפגעי תקיפה מינית 429,5847100,"-111,700","-75,000","-131,000","-131,000"
1347124930,34,קורת גג - חרות לנוער ,5847100,0,0,0,0
1347200930,34,מעונות חסות -ממשלתיים 030,5847200,"-10,500","-37,900","-148,000","-148,000"
1347300930,34,התמכרויות מבוגרים 1125061,5847300,"-954,000","-832,200","-993,000","-993,000"
1347301930,34,בדיקות סמים וסיוע 1125062,5847300,"-25,000","-10,900","-25,000","-25,000"
1347303930,34,תוכניות תעסוקה למתמכרים67,5847300,"-205,000","-153,800","-208,000","-208,000"
1347305930,34,טיפול בנוער מתמכר 1125161,5847300,"-149,000","-104,600","-151,000","-151,000"
1347306930,34,יחידת איתור לנוער ,5847100,"-375,000","-201,400","-380,000","-380,000"
1347307930,34,התמכרויות חוץ ביתי 125060,5847300,"-95,000","-48,600","-126,000","-126,000"
1347400930,34,"מפת""ן ממשלתי 1132830 ",5847400,"-16,000",0,"-16,000","-16,000"
1347401930,34,"מפת""ן מקומי -החזקה 134410",5847400,"-546,200","-364,400","-553,000","-553,000"
1347402930,34,פעול משלימות למפתנים 4420,5847400,"-79,000","-27,400","-80,000","-80,000"
1347403930,34,"מית""ר 1134411 ",5847400,"-490,700","-192,300","-531,000","-531,000"
1347405930,34,"ת.למניעת אלימות במפת""ן 21",5847400,"-59,000",0,"-60,000","-60,000"
1347408930,34,"מפתן כולל כ""א 1134412 ",5847400,"-6,700",0,"-7,000","-7,000"
1348200922,34,מלגות מ.השיכון - שיקום שכ,5848200,0,0,"-400,000","-400,000"
1348200930,34,עבודה קהילתית 1072410 ,5848200,"-25,000","-4,200","-25,000","-25,000"
1348300930,34,פע' התנדבות בקהילה 134050,5848300,"-72,000","-16,500","-73,000","-73,000"
1348400930,34,לשכות ייעוץ לאזרח 0132050,5848400,"-12,000",0,"-12,000","-12,000"
1348500930,34,שיקום שכונות פעולות 72040,5848500,"-22,500","-4,900","-23,000","-23,000"
1349000930,34,נכים בפנימיות עולים 21042,5849000,"-64,800",0,"-66,000","-66,000"
1349002930,34,טיפול בעיוורים עולים 9042,5846300,"-100,000","-26,300","-101,000","-101,000"
1349003930,34,פיתוח קהיל. בין תרבות ,5849000,"-563,000",0,"-570,000","-570,000"
1349005930,34,מ.יום טפולי עולים 0855421,5845200,"-55,000","-27,700","-56,000","-56,000"
1349006930,34,"מעש""ים עולים 0855471 ",5845400,"-39,200","-29,900","-41,000","-41,000"
1349007930,34,מפגר בפנימיה - עולים 6412,5845100,"-887,000","-650,200","-1,059,000","-1,059,000"
1349008930,34,משפחות עולים במצוקה ,5842200,"-107,000","-76,700","-108,000","-108,000"
1349009930,34,מעונות יום -עולים 1039011,5843900,"-33,000",0,"-33,000","-33,000"
1349010930,34,ילדים בפנימיות - עולים 11,5843800,"-557,000","-750,300","-2,459,000","-2,459,000"
1349011930,34,ילדים במצוקה - עולים 9460,5843000,"-195,000","-90,300","-197,000","-197,000"
1349012930,34,טיפול בעולים א.ותיק 43447,5844400,"-295,600","-223,100","-301,000","-301,000"
1349013930,34,התכנית הביתית 1073222 ,5849000,"-238,000","-163,500","-325,000","-325,000"
1349014930,34,תכנית מגשרים 1073221 ,5849000,"-65,000","-46,800","-77,000","-77,000"
1349016930,34,עובדי שכונה - עולים 73120,5848500,"-317,900","-237,800","-335,000","-335,000"
1349017930,34,אבחון ושיקום נכים-עולים90,5846800,"-203,000","-247,500","-324,000","-324,000"
1349018950,34,עולי צרפת ואוקראינה - מ. ,5848200,0,0,0,0
1349021930,34,תוכניות טיפול בעולים 3230,5849000,0,"-173,300","-230,000","-230,000"
1349022930,34,טיפול בעולים נפגעי סמים66,5847300,"-143,000","-15,800","-145,000","-145,000"
1349023930,34,מ.טיפול באלימות עולים 420,5842400,"-232,000","-192,100","-235,000","-235,000"
1349024930,34,תוכנית במעלה 1039472 ,5849000,"-51,000","-42,800","-72,000","-72,000"
1349025930,34,חומש אתיופים פעולות 73101,5849000,0,0,0,0
1349300930,34,פרויקטים לנגמלים 1125064 ,5847300,0,0,0,0
1360000420,36,הכנסות עצמיות-קליטה ,1860000,"-285,000","-47,800","-200,000","-200,000"
1360000421,36,הכנ' עצמיות מחוזים חדשים),1860000,"-30,000","-20,500","-30,000","-30,000"
1360000951,36,הכנ' מ. הקליטה פעולות חדש,1860000,"-500,000","-34,200","-500,000","-500,000"
1360001950,36,מוקד שכונתי-אתיופים ,1860001,"-700,000","-427,000","-700,000","-700,000"
1360002420,36,עולי צרפת - הכנ' עצמיות ,1860002,0,0,0,0
1360002950,36,קליטת עולי צרפת ,1860002,"-200,000","-34,200","-200,000","-200,000"
1360003420,36,הכנ' עצמיות-עולים על הגל ,1860003,"-30,000",0,0,0
1360004420,36,אמריקה הלטינית-הכנ' עצמיו,1860004,0,0,0,0
1360004950,36,עליה-אמריקה הלטינית ,1860004,"-100,000",0,"-100,000","-100,000"
1360005950,36,כנס קליטה ,1860005,0,0,0,0
1360006420,36,הכנ' עצמיות - עולי גאורגי,1860006,0,0,0,0
1360006950,36,הכננ' מ. הקליטה - עולי גא,1860006,0,0,0,0
1360007420,36,הכנ' עצמיות - עולי תורכיה,1860007,0,0,0,0
1360007950,36,הכנ' מ. הקליטה - עולי תור,1860007,0,0,0,0
1413100210,41,אגרת מים (צריכה שוטפת( ,3910000,"-900,000","-342,800","-350,000","-350,000"
1413200210,41,אגרות מים אחרות (מוני מים,3910000,"-5,000",-800,0,0
1413300663,41,דמי ניהול תאגיד ,3410000,0,0,0,0
1413301690,41,"החזר הוצאות שכ""ע ורכב-תאג",3410000,0,0,0,0
1437000420,43,שווקים ,6937000,"-2,700,000","-1,675,000","-2,800,000","-2,800,000"
1439000640,43,השכרת נכסים ,3930000,"-2,480,000","-1,622,600","-2,916,000","-2,916,000"
1441000620,44,מכירת רכב משומש ,1941000,"-1,000,000","-313,500","-445,000","-445,000"
1472000210,47,ביוב עירוני ,3970000,"-150,000","-125,300","-100,000","-100,000"
1520000610,52,תקבולים משנים קודמות ,1610000,"-2,500,000","-375,200","-1,500,000","-1,500,000"
1591900590,59,קרנות הפרשה ועודף נצבר ,3970000,"-33,237,300","-869,700","-33,237,300","-33,237,300"
1594000490,59,הכנסות מיוחדות ,1610000,0,"-1,161,100","-38,236,700",0
1594000730,59,"החזר בגין דמי פגיעה -ב""ל ",2590000,"-630,000","-441,900","-630,000","-630,000"
1594000990,59,בגין צוק איתן- מס רכוש ,1610000,0,0,0,0
1599000990,59,"הכנסות ""צוק איתן"" ",1610000,0,0,0,0
1611100110,61,השכר הקובע ,1611100,"2,163,000","1,592,000","2,166,000","2,166,000"
1611100120,61,תוספות שלא נכללות בשכר ,1611100,"20,000","43,200","45,000","45,000"
1611100140,61,החזר הוצאות רכב ,1611100,"148,000","95,500","129,000","129,000"
1611100141,61,החזר הוצאות אחר ,1611100,"155,000","105,900","147,000","147,000"
1611100181,61,הפרשות סוציאליות ,1611100,"492,000","365,400","497,000","497,000"
1611100182,61,מיסים ועליות ,1611100,"394,000","322,500","423,000","423,000"
1611101110,61,השכר הקובע ,1611101,"618,000","498,400","713,000","713,000"
1611101120,61,תוסםות שלא נכללות בשכר ,1611101,"110,000","75,000","83,000","83,000"
1611101130,61,שעות נוספות ,1611101,"53,000","48,300","70,000","63,000"
1611101140,61,החזר הוצאות רכב ,1611101,"127,000","131,700","179,000","179,000"
1611101141,61,החזר הוצאות אחר ,1611101,"50,000","48,700","63,000","63,000"
1611101181,61,הפרשות סוציאליות ,1611101,"169,000","129,200","183,000","183,000"
1611101182,61,מיסים ועלויות ,1611101,"131,000","106,000","151,000","151,000"
1611101210,61,שכר זמניים ,1611101,"400,000","23,900","200,000","200,000"
1611101470,61,ציוד משרדי מתכלה ,1611101,"24,700","11,500","24,700","24,700"
1611101471,61,מכונות צילום ,1611101,"4,700","4,700","5,000","5,000"
1611101510,61,אש'ל וכבודים ,1611101,"5,000","2,700","5,000","5,000"
1611101514,61,רכישת מתנות ,1611101,"17,000","7,300","17,000","17,000"
1611101522,61,ספרות מקצועית ועתונות ,1611101,"5,000","3,100","5,000","5,000"
1611101530,61,8001852,1611101,"60,000","28,500","60,000","60,000"
1611101533,61,רכב צמוד 4351062 ,1611101,0,0,0,0
1611101540,61,דואר וטלפון ,1611101,"5,000","3,300","5,000","5,000"
1611101542,61,"רט""ן-תקשורת סלולרית ",1611101,"24,500","2,400","19,000","19,000"
1611101760,61,קנית שרותים מרשויות ומוסד,1611101,"20,000","12,600","20,000","20,000"
1611101780,61,הוצאות שונות ,1611101,"31,000","26,000","34,000","29,000"
1611102110,61,השכר הקובע ,1611102,"304,000","223,300","306,000","306,000"
1611102120,61,תוספות שלא נכללות בשכר ,1611102,"55,000","42,300","51,000","51,000"
1611102140,61,החזר הוצאות רכב ,1611102,"48,000","33,200","51,000","51,000"
1611102141,61,החזר הוצאות אחר ,1611102,"17,000","14,200","20,000","20,000"
1611102181,61,הפרשות סוציאליות ,1611102,"60,000","53,400","71,000","71,000"
1611102182,61,מיסים ועליות ,1611102,"58,000","41,900","59,000","59,000"
1611102210,61,שכר זמניים ,1611102,0,0,0,0
1611102470,61,ציוד משרדי מתכלה ,1611102,"4,300","2,600","4,300","4,300"
1611102510,61,אש'ל וכבודים ,1611102,"2,000","1,100","2,000","2,000"
1611102514,61,רכישת מתנות ,1611102,"5,100","2,500","5,100","5,100"
1611102522,61,ספרות מקצועיות ועתונים ,1611102,"3,000",0,"3,000","3,000"
1611102531,61,רכב 7747775 ,1611102,"40,000","14,500","40,000","40,000"
1611102540,61,דואר וטלפון ,1611102,"2,000",800,"1,500","1,500"
1611102542,61,"רט""ן-תקשורת סלולרית ",1611102,"9,700","1,400","6,000","6,000"
1611102780,61,הוצאות שונות ,1611102,"6,000","1,600","6,000","5,000"
1611103110,61,השכר הקובע ,1611103,"258,000","179,800","246,000","246,000"
1611103120,61,תוספות שלא נכללות בשכר ,1611103,"48,000","37,500","47,000","47,000"
1611103140,61,החזר הוצאות רכב ,1611103,"46,000","34,600","43,000","43,000"
1611103141,61,החזר הוצאות אחר ,1611103,"10,000","7,500","11,000","11,000"
1611103181,61,הפרשות סוציאליות ,1611103,"53,000","37,200","51,000","51,000"
1611103182,61,מיסים ועלויות ,1611103,"50,000","34,800","47,000","47,000"
1611103210,61,שכר עובדים זמניים ,1611103,0,0,0,0
1611103470,61,ציוד משרדי מתכלה ,1611103,"4,300",300,"4,300","4,300"
1611103510,61,אש'ל וכבודים ,1611103,"2,000",400,"2,000","2,000"
1611103514,61,רכישת מתנות ,1611103,"5,100",0,"5,100","5,100"
1611103522,61,ספרות מקצועית ועתונות ,1611103,"4,000","1,400","4,000","4,000"
1611103530,61,רכב צמוד ,1611103,0,0,0,0
1611103540,61,דואר וטלפון ,1611103,"2,000",500,"1,500","1,500"
1611103542,61,"רט""ן-תקשורת סלולרית ",1611103,"9,900","1,900","10,000","10,000"
1611103780,61,הוצאות שונות ,1611103,"6,000",600,"6,000","5,000"
1611104110,61,השכר הקובע ,1611104,"236,000","151,500","243,000","243,000"
1611104120,61,תוספות שלא נכללות בשכר ,1611104,"12,000","17,800","19,000","19,000"
1611104130,61,שעות נוספות ,1611104,"1,000",0,0,0
1611104140,61,החזר הוצאות רכב ,1611104,"28,000","20,300","24,000","24,000"
1611104141,61,החזר הוצאות אחר ,1611104,"17,000","8,200","14,000","14,000"
1611104181,61,הפרשות סוציאליות ,1611104,"55,000","48,400","67,000","67,000"
1611104182,61,מיסים ועלויות ,1611104,"38,000","27,100","42,000","42,000"
1611104470,61,ציוד משרדי מתכלה ,1611104,"4,300","3,700","4,300","4,300"
1611104471,61,אחז' מכונת צילום ,1611104,"1,200","1,200","1,300","1,300"
1611104510,61,אש'ל וכבודים ,1611104,"2,000",500,"2,000","2,000"
1611104514,61,רכישת מתנות ,1611104,"5,100",0,"5,100","5,100"
1611104522,61,ספרות מקצועית ועתונות ,1611104,"3,000","1,400","3,000","3,000"
1611104530,61, 82-117-70,1611104,"40,000","24,500","40,000","40,000"
1611104540,61,דואר וטלפון ,1611104,"2,000",400,"1,500","1,500"
1611104542,61,"רט""ן-תקשורת סלולרית ",1611104,"6,000","2,800","6,000","6,000"
1611104780,61,הוצאות שונות ,1611104,"6,000",600,"6,000","5,000"
1611105110,61,השכר הקובע ,1611105,0,"43,900","64,000","64,000"
1611105120,61,תוספות שלא נכללות בשכר ,1611105,0,"1,400","2,000","2,000"
1611105130,61,שעות נוספות ,1611105,0,0,0,0
1611105140,61,החזר הוצאות רכב ,1611105,0,"13,700","18,000","18,000"
1611105141,61,החזר הוצאות אחר ,1611105,0,"1,800","3,000","3,000"
1611105181,61,הפרשות סוציאליות ,1611105,0,"11,300","16,000","16,000"
1611105182,61,מיסים ועלויות ,1611105,0,"7,100","10,000","10,000"
1611105210,61,השכר הקובע ללא תקן ,1611105,"270,000","163,900","170,000","170,000"
