חשבון ,שם חשבון ,מחלקה , ביצוע 2014 , תקציב 2015 מעודכן , הצעת תקציב 2016  
1881000785,משמר שכונתי ,13205," 70,000 ", -   , -   
1881000786,הוצאות פעולה-עיר ללא אלימ,13205, -   , -   ," 800,111 "
1613100750,עבודות גניזה בקבלנות ,13220," 480,287 "," 468,500 "," 475,200 "
1762000110,שכר קובע ,13300," 153,897 "," 145,822 "," 129,194 "
1762000120,תוספות שאינן בשכר קובע ,13300," 33,647 "," 30,899 "," 34,208 "
1762000130,שעות נוספות ,13300, -   , -   , -   
1762000140,החזר הוצאות ,13300," 24,368 "," 27,719 "," 24,578 "
1762000181,הפרשות סוציאליות ,13300," 31,350 "," 30,320 "," 27,698 "
1762000182,מיסים ועלויות ,13300," 16,019 "," 15,450 "," 14,176 "
1762000410,שכר דירה ,13300," 17,779 "," 20,790 "," 23,760 "
1762000420,תחזוקת מבנים ,13300," 6,900 "," 6,930 "," 6,930 "
1762000431,חשמל ,13300," 4,460 "," 4,950 "," 3,762 "
1762000432,מים ,13300, 327 , 396 , 396 
1762000433,חומרי נקיון ,13300, 539 , 990 , 594 
1762000434,שרותי נקיון ,13300," 16,185 "," 18,810 "," 17,820 "
1762000440,ביטוח מבנה ותכולה ,13300," 2,141 "," 1,881 "," 1,881 "
1762000470,ציוד משרדי ,13300, 472 , -   , -   
1762000511,אירוח וכיבוד ,13300, 108 , 990 , 891 
1762000512,"אש""ל ונסיעות ",13300, -   , -   , -   
1762000523,דמי חבר בארגונים ,13300, 350 , 594 , 792 
1762000540,הוצאות תקשורת ,13300," 3,377 "," 3,366 "," 4,950 "
1762000550,פרסום והדפסות ,13300, -   ," 1,980 "," 1,980 "
1762000561,צילום מסמכים ,13300," 1,391 "," 3,960 "," 1,683 "
1762000580,הוצאות אירגוניות ,13300, 49 ," 1,089 "," 1,287 "
1762000743,רכישת כלים מכשירים וציוד ,13300," 1,520 "," 2,970 "," 2,970 "
1261000490,הכנסות-מוקד ,13400," -30,000 "," -30,000 "," -30,000 "
1261000491,עמלה מהתאגיד-שירותי מוקד ,13400," -300,000 "," -278,000 "," -320,000 "
1623111105,עובדים זמניים ,13400," 502,000 ", -   , -   
1623111110,שכר קובע(מענה טלפוני-גביה,13400," 394,617 "," 424,632 "," 399,497 "
1623111120,תוספות שאינן בשכר קובע ,13400," 20,455 "," 22,598 "," 20,600 "
1623111130,שעות נוספות ,13400," 1,530 ", 322 , 320 
1623111140,החזר הוצאות ,13400," 14,080 "," 15,657 "," 12,468 "
1623111181,הפרשות סוציאליות ,13400," 105,761 "," 112,096 "," 114,835 "
1623111182,מיסים ועלויות ,13400," 32,863 "," 35,295 "," 33,267 "
1623111578,קופות חיוב כרטיסי אשראי ,13400, -   , -   , -   
1623111743,רכישת כלים מכשירים וציוד ,13400," 13,573 "," 14,355 "," 14,850 "
1724100760,שירותי כיבוי אש ,13400, -   , -   , -   
1761000105,עובדים זמניים ,13400," 226,460 "," 236,501 "," 247,500 "
1761000110,שכר קובע ,13400," 2,870,484 "," 3,221,834 "," 3,131,034 "
1761000120,תוספות שאינן בשכר קובע ,13400," 494,594 "," 552,081 "," 512,035 "
1761000130,שעות נוספות ,13400," 109,157 "," 66,734 "," 66,606 "
1761000140,החזר הוצאות ,13400," 203,272 "," 223,489 "," 171,976 "
1761000181,הפרשות סוציאליות ,13400," 756,450 "," 874,246 "," 804,784 "
1761000182,מיסים ועלויות ,13400," 278,760 "," 314,878 "," 295,362 "
1761000288,השתתפות בשי לחגים ,13400, -   ," 38,610 "," 36,828 "
1761000410,שכירת שטחים לממסרים ,13400, -   , -   ," 34,650 "
1761000511,אירוח וכיבוד ,13400," 16,759 "," 14,949 "," 24,750 "
1761000512,"אש""ל ונסיעות ",13400, -   , -   , -   
1761000522,ספרות מקצועית ,13400, -   , 495 , 495 
1761000523,דמי חבר באירגונים ,13400, 350 , 495 , 495 
1761000540,הוצאות תקשורת ,13400," 59,765 "," 57,816 "," 74,250 "
1761000550,פרסום והדפסות ,13400," 1,628 "," 6,336 "," 6,435 "
1761000561,צילום מסמכים ,13400," 25,628 "," 29,700 "," 25,740 "
1761000576,תוכנה לתכנון וניהול משמרו,13400," 1,770 "," 3,564 "," 3,564 "
1761000580,הוצאות אירגוניות ,13400," 8,442 "," 6,435 "," 6,435 "
1761000731,דלק ,13400," 114,765 "," 112,254 "," 103,061 "
1761000735,שכירת רכב תפעולי ,13400," 95,672 "," 101,515 "," 110,655 "
1761000742,אחזקת מולטימדיה ,13400, -   , -   ," 37,620 "
1761000743,רכישת מכשירים כלים וציוד ,13400," 27,090 "," 32,076 "," 31,680 "
1761000744,כלים למערכות אזעקה ,13400," 32,359 "," 33,858 "," 49,500 "
1761000747,ביגוד לצרכי עבודה ,13400," 6,188 "," 7,920 "," 7,840 "
1761000750,עבודות קבלניות ,13400," 24,346 "," 27,560 "," 27,284 "
1761000751,לכידת נחשים ,13400, -   , -   ," 9,900 "
1761000752,אחזקת מערכת כיבוי אש ,13400, -   , -   ," 34,650 "
1761000756,בקרת צי רכב ,13400," 31,446 "," 32,670 "," 32,670 "
1761000757,בקרת צי רכב חדש ,13400," 1,565 "," 6,930 ", -   
1761000769,שירות לאומי ,13400," 6,134 "," 15,208 "," 18,810 "
1269100491,שירותי תמיכה למערכת מיחשו,13500," -137,606 ", -   , -   
1269100492,תמיכה מערכת אכיפת גבייה ,13500," -47,200 ", -   , -   
1269100690,ציוד אוטומציה ,13500," -304,444 "," -500,000 ", -   
1269100910,השתתפות מ.הפנים בשכר צוער,13500, -   , -   ," -90,000 "
1618200105,עובדים זמניים ,13500, -   , -   , -   
1618200110,שכר קובע ,13500," 735,186 "," 974,033 "," 981,384 "
1618200120,תוספות שאינן בשכר קובע ,13500," 31,474 "," 46,382 "," 31,905 "
1618200130,שעות נוספות ,13500," 6,243 "," 8,075 "," 8,059 "
1618200140,החזר הוצאות ,13500," 128,107 "," 139,058 "," 164,778 "
1618200181,הפרשות סוציאליות ,13500," 190,710 "," 242,432 "," 260,948 "
1618200182,מיסים ועלויות ,13500," 68,469 "," 86,625 "," 89,748 "
1618200410,שכירות משרדי מערכות מידע ,13500, -   , -   ," 166,795 "
1618200433,חומרי נקיון ,13500, -   , -   ," 4,950 "
1618200434,שירותי נקיון ,13500, -   , -   ," 39,600 "
1618200511,אירוח וכיבוד ,13500, -   ," 1,980 "," 2,970 "
1618200522,ספרות מקצועית ,13500, -   ," 1,188 "," 1,485 "
1618200540,הוצאות תקשורת ,13500," 115,150 "," 109,197 "," 163,350 "
1618200561,צילום מסמכים ,13500," 1,435 "," 2,475 "," 2,475 "
1618200570,מיכון יחידת המיחשוב ,13500," 73,832 "," 69,886 ", -   
1618200573,מיכון-ניהול אוכלוסין ,13500," 22,222 "," 21,104 ", -   
1618200575,רישוי תוכנות ,13500," 688,728 "," 1,243,440 "," 1,466,190 "
1618200576,רכישת מערכות ,13500," 100,000 "," 49,000 ", -   
1618200577,רישוי תוכנות ארגוניות ,13500, -   ," 49,500 "," 49,500 "
1618200578,אתר אינטרנט עירוני ,13500, -   ," 182,700 "," 344,873 "
1618200579,קישור IPVPN לרשת המחשוב ,13500, -   ," 47,520 "," 47,520 "
1618200580,הוצאות אירגוניות ,13500," 1,405 "," 2,475 "," 2,475 "
1618200743,רכישת כלים מכשירים וציוד ,13500," 43,470 "," 53,160 "," 44,550 "
1618200744,ציוד אוטומציה ,13500," 304,444 "," 500,000 ", -   
1618200745,"ציוד תקשורת ע""ח הכנסות ",13500," 146,144 ", -   , -   
1618200746,ציוד מיחשוב מרכזי ,13500," 1,106 "," 9,750 "," 9,900 "
1618200748,תמיכה מערכת אכיפת גבייה ,13500, -   , -   , -   
1618200750,רשם החברות ,13500, -   , -   , -   
1618200751,עבודות קבלניות ,13500," 276,887 "," 201,000 "," 128,700 "
1618200752,דמי תחזוקה למערכות ,13500, -   ," 99,000 "," 27,720 "
1618200754,אחזקת מיחשוב ,13500," 1,770 "," 2,970 "," 12,485 "
1618200756,נותני שירות ,13500," 167,060 "," 193,050 "," 210,870 "
1618200757,שירותי אבטחת מידע ,13500, -   , -   ," 346,500 "
1618200760,שירותי תקשוב ,13500," 4,248 "," 31,680 "," 39,600 "
1618200761,שירותי תקשורת אינטרנט ,13500," 11,519 "," 39,600 "," 39,600 "
1618200769,שירות לאומי ,13500, -   , -   , -   
1618200781,רשתות תקשורת ,13500," 17,381 "," 24,750 "," 24,750 "
1618201571,תמיכה במערכות מידע ותקשור,13500, -   , -   ," 1,229,580 "
1618201986,ה.מותנית מערכות מיחשוב ,13500, -   , -   , -   
1618300110,שכר קובע ,13600," 270,971 "," 340,721 "," 288,200 "
1618300120,תוספות שאינן בשכר קובע ,13600," 2,390 "," 1,448 "," 4,551 "
1618300130,שעות נוספות ,13600," 5,067 "," 4,847 "," 4,837 "
1618300140,החזר הוצאות ,13600," 44,048 "," 58,682 "," 44,432 "
1618300181,הפרשות סוציאליות ,13600," 74,629 "," 95,694 "," 79,285 "
1618300182,מיסים ועלויות ,13600," 24,441 "," 30,929 "," 25,927 "
1618300421,אחזקת מרכזיות תקשורת ,13600," 352,773 "," 349,470 "," 673,200 "
1618300743,רכישה ושדרוג מערכות טלפונ,13600," 40,849 "," 44,550 "," 44,104 "
1618300751,בקרת הוצאות תקשורת ,13600," 42,480 "," 45,540 "," 45,084 "
1618300752,הרחבת רשת טלפונים ,13600," 30,075 "," 43,560 ", -   
1618300756,תפעול מרכז תמיכה ושירות ,13600," 304,440 "," 366,300 "," 609,840 "
1618300769,שירות לאומי ,13600, -   , -   ," 18,810 "
1618300986,ה.מותנית מערכות טלפוניה ,13600, -   , -   , -   
1282000490,הכנסות לשכה משפטית ,14100," 5,043 "," -10,000 "," -5,000 "
1617000105,עובדים זמניים ,14100, -   ," 79,500 ", -   
1617000110,שכר קובע ,14100," 4,347,383 "," 4,353,842 "," 4,713,237 "
1617000120,תוספות שאינן בשכר קובע ,14100," 194,200 "," 197,097 "," 225,943 "
1617000130,שעות נוספות ,14100," 109,286 "," 67,499 "," 67,369 "
1617000140,החזר הוצאות ,14100," 829,877 "," 859,377 "," 798,830 "
1617000181,הפרשות סוציאליות ,14100," 1,061,998 "," 1,103,170 "," 1,144,380 "
1617000182,מיסים ועלויות ,14100," 420,746 "," 430,057 "," 446,202 "
1617000420,תחזוקת מבנים ,14100, -   ," 9,900 "," 9,900 "
1617000425,תחזוקת מזגנים ,14100, -   , -   , -   
1617000431,חשמל ,14100," 6,757 ", -   ," 31,977 "
1617000432,מים ,14100, -   , -   ," 2,970 "
1617000433,חומרי נקיון ,14100, -   , -   ," 4,950 "
1617000434,שירותי נקיון ,14100," 19,855 "," 74,250 "," 73,260 "
1617000440,ביטוח אחריות מקצועית ,14100," 9,527 "," 8,514 "," 8,514 "
1617000470,ציוד משרדי ,14100, -   , -   , -   
1617000511,אירוח וכיבוד ,14100," 10,148 "," 14,850 "," 14,701 "
1617000512,"אש""ל ונסיעות ",14100, -   , -   , -   
1617000521,השתלמויות וכנסים ,14100," 1,800 "," 49,718 "," 59,400 "
1617000522,ספרות מקצועית ,14100," 53,920 "," 39,600 "," 36,630 "
1617000523,"דמי חבר בלשכת עו""ד ",14100," 20,990 "," 24,750 "," 23,760 "
1617000540,הוצאות תקשורת ,14100," 56,176 "," 61,974 "," 57,420 "
1617000550,פרסום והדפסות ,14100," 4,600 "," 4,950 "," 4,950 "
1617000561,צילום מסמכים ,14100," 6,527 "," 8,118 "," 6,930 "
1617000580,הוצאות אירגוניות ,14100," 10,436 "," 9,900 "," 11,880 "
1617000582,הוצאות משפטיות ,14100," 7,219 "," 5,940 "," 6,930 "
1617000710,הובלות והסעות קבלניות ,14100," 2,284 "," 2,475 "," 2,475 "
1617000731,דלק ,14100," 14,226 "," 21,631 "," 27,578 "
1617000735,השכרת רכב ,14100," 50,202 "," 52,272 "," 48,007 "
1617000743,רכישת כלים מכשירים וציוד ,14100," 22,766 "," 19,800 "," 19,800 "
1617000750,"שכ""ט -עו""ד ויועצים ",14100," 10,497 "," 15,840 "," 15,681 "
1617000751,איתור ובדיקת חייבים ,14100, -   , -   , -   
1617000753,משלוחי דאר מסירות אישיות ,14100," 20,789 "," 31,680 "," 24,750 "
1617000754,הדברה ,14100, -   , -   ," 4,950 "
1617000755,כיבוי אש ,14100, -   , -   ," 4,950 "
1617000758,סריקת תיקים ,14100," 14,868 "," 9,682 "," 9,900 "
1617000759,שכירות ואבטחה ,14100," 189,674 "," 109,572 "," 109,890 "
1617000769,שירות לאומי ,14100," 44,170 "," 56,015 "," 37,620 "
1617001440,ביטוח מבנה ותכולה ,14100, 527 ," 1,782 "," 1,782 "
1617200110,שכר קובע ,14200," 164,192 "," 165,869 "," 174,158 "
1617200120,תוספות שאינן בשכר קובע ,14200," 16,268 "," 16,222 "," 13,451 "
1617200130,שעות נוספות ,14200, -   , -   , -   
1617200140,החזר הוצאות ,14200," 3,840 "," 3,827 "," 9,014 "
1617200181,הפרשות סוציאליות ,14200," 33,922 "," 34,580 "," 41,577 "
1617200182,מיסים ועלויות ,14200," 13,947 "," 14,066 "," 14,910 "
1617200410,"שכ""ד ודמי אחזקה ",14200, -   ," 247,500 ", -   
1617200511,כיבוד ,14200, -   ," 1,485 ", 990 
1617200760,ימי שיפוט ,14200, -   ," 247,500 ", -   
1617200761,הפעלה ושירותים משפטיים ,14200, -   , -   ," 495,000 "
1617200769,שירות לאומי ,14200," 21,038 "," 38,016 "," 37,620 "
1617201986,"ה.מותנית בי""מ עיניינים מק",14200, -   , -   , -   
1438000540,החזרי ביטוח ,14400, -   , -   , -   
1938000105,עובדים זמניים ,14400, -   ," 24,300 ", -   
1938000110,שכר קובע ,14400," 842,407 "," 857,007 "," 1,067,646 "
1938000120,תוספות שאינן בשכר קובע ,14400," 91,372 "," 91,603 "," 154,289 "
1938000130,שעות נוספות ,14400," 163,676 "," 144,628 "," 144,351 "
1938000140,החזר הוצאות ,14400," 107,562 "," 98,014 "," 163,114 "
1938000181,הפרשות סוציאליות ,14400," 233,718 "," 251,341 "," 303,743 "
1938000182,מיסים ועלויות ,14400," 91,133 "," 95,948 "," 119,017 "
1938000288,השתתפות בשי לחגים ,14400, -   ," 13,860 "," 13,266 "
1938000420,תחזוקת מבנים ,14400," 216,692 "," 193,050 "," 191,070 "
1938000421,אחזקת מרכזיות תקשורת ,14400, -   , -   , -   
1938000422,חומרים לאחזקה ,14400," 35,589 "," 35,640 "," 35,640 "
1938000424,תחזוקת מעליות ,14400," 57,349 "," 59,400 "," 49,500 "
1938000425,תחזוקת מזגנים ,14400," 44,624 "," 51,480 "," 50,965 "
1938000426,אחזקת טלוויזיה בכבלים ,14400," 38,114 "," 34,650 "," 34,650 "
1938000431,חשמל ,14400," 770,194 "," 697,519 "," 653,598 "
1938000432,מים ,14400," 71,913 "," 54,054 "," 60,489 "
1938000433,חומרי נקיון ,14400, 432 , -   , -   
1938000434,שירותי נקיון ,14400," 703,780 "," 712,200 "," 712,800 "
1938000440,ביטוח מבנה ותכולה ,14400," 31,854 "," 28,512 "," 28,611 "
1938000442,שיפוי עבור נזקים ,14400, -   , -   , -   
1938000470,ציוד משרדי ,14400," 5,914 ", -   , -   
1938000511,אירוח וכיבוד ,14400," 49,846 "," 39,600 "," 44,550 "
1938000512,"נסיעות ואש""ל ",14400, -   , -   , -   
1938000522,ספרות מקצועית ,14400," 1,566 "," 1,980 ", 990 
1938000540,הוצאות תקשורת ,14400," 74,259 "," 87,417 "," 64,350 "
1938000541,בולים ודמי משלוח ,14400," 490,720 "," 734,600 "," 529,254 "
1938000542,שירות כוכבית המותג ,14400," 12,650 ", -   , -   
1938000543,דאר-בית משפט עיניינים מקו,14400," 75,152 "," 59,400 "," 59,400 "
1938000550,פרסום והדפסות ,14400," 7,981 "," 9,900 "," 9,900 "
1938000561,צילום מסמכים ,14400," 7,888 "," 14,850 "," 9,900 "
1938000580,הוצאות ארגוניות ,14400," 26,005 "," 33,760 "," 32,670 "
1938000582,אגרות ,14400," 6,239 "," 20,179 "," 19,800 "
1938000731,דלק ,14400," 7,224 "," 9,941 "," 10,617 "
1938000735,השכרת רכב ,14400," 58,804 "," 57,401 "," 63,021 "
1938000742,אחזקת כלים מכשירים וציוד ,14400," 38,787 "," 49,120 "," 59,400 "
1938000743,רכישת כלים מכשירים וציוד ,14400," 92,920 "," 98,847 "," 89,100 "
1938000744,מתקני מים משרדיים ,14400," 61,127 "," 75,080 "," 118,800 "
1938000746,"מערכות טמ""ס ",14400," 25,000 "," 24,750 "," 24,502 "
1938000747,ביגוד לצרכי עבודה ,14400," 3,843 "," 6,930 "," 6,860 "
1938000750,הטמעת תקן איזו 14001 ,14400, -   , -   , -   
1938000751,הדברה בקבלנות ,14400," 11,932 "," 14,850 "," 14,701 "
1938000752,הרחבת רשת טלפונים ,14400, -   , -   , -   
1938000755,בטיחות אש ,14400," 51,747 "," 54,450 "," 53,905 "
1938000756,בקרת הוצאות תקשורת ,14400, -   , -   , -   
1938000759,אבטחת בית העיריה ,14400," 548,807 "," 601,920 "," 623,700 "
1938000769,שירות לאומי ,14400," 15,210 "," 19,008 "," 18,810 "
1938000780,הוצאות אחרות לפעולה ,14400," 9,000 "," 19,800 "," 19,800 "
1938000781,"עבודות שירות -שב""ס ",14400," 4,389 ", -   , -   
1938000930,מערכת לניהול שיחות ,14400, -   , -   , -   
1938000950,הוצאות תכנון ,14400, -   ," 4,699 "," 19,800 "
1938100433,חומרי נקיון ,14400," 129,844 "," 118,800 "," 118,800 "
1938100440,ביטוח שבר מכני-ציוד בית ע,14400," 25,226 "," 22,572 "," 22,671 "
1938100470,ציוד משרדי מתכלה ,14400," 174,055 ", -   , -   
1938100471,נייר לצילום והדפסה ,14400," 91,780 ", -   , -   
1938100540,הוצאות תקשורת ,14400," 184,094 "," 175,230 "," 188,100 "
1938100743,רכישת כלים מכשירים וציוד ,14400, 118 , -   , -   
1938100744,רכישת ערכות פקס ,14400, -   ," 9,900 "," 9,801 "
1938100745,רכישת ציוד מיחשוב מתכלה ,14400," 111,024 "," 79,200 "," 78,408 "
1938100930,רכישת ציוד יסודי ,14400," 128,010 "," 157,370 "," 134,244 "
1938001105,עובדים זמניים ,14500, -   , -   , -   
1938001420,תחזוקת מבנים ,14500," 70,696 "," 71,850 "," 79,200 "
1938001422,חומרים לאחזקה ,14500," 8,041 "," 9,900 "," 11,880 "
