חשבון ,שם חשבון ,מחלקה , הצעת תקציב 2014 , תקציב 2013 מעודכן , ביצוע 2012  
1762000120,תוספות שאינן בשכר קובע ,13300,"  30,032 ","  24,441 ","  25,719 "
1762000130,שעות נוספות ,13300,  -   ,"  2,071 ","  1,239 "
1762000140,החזר הוצאות ,13300,"  27,970 ","  28,265 ","  24,346 "
1762000181,הפרשות סוציאליות ,13300,"  28,825 ","  26,311 ","  26,303 "
1762000182,מיסים ועלויות ,13300,"  15,000 ","  14,090 ","  14,134 "
1762000410,שכר דירה ,13300,"  21,000 ","  20,000 ","  19,066 "
1762000420,תחזוקת מבנים ,13300,"  7,000 ","  7,000 ",  -   
1762000431,חשמל ,13300,"  6,100 ","  6,000 ","  5,448 "
1762000432,מים ,13300,  600 ,  800 ,  543 
1762000433,חומרי נקיון ,13300,"  1,000 ","  1,000 ","  1,326 "
1762000434,שרותי נקיון ,13300,"  19,719 ","  15,200 ","  13,870 "
1762000440,ביטוח מבנה ותכולה ,13300,"  1,800 ","  1,800 ","  1,706 "
1762000470,ציוד משרדי ,13300,"  1,500 ","  1,500 ","  1,219 "
1762000511,אירוח וכיבוד ,13300,"  1,000 ","  1,000 ",  762 
1762000512,"אש""ל ונסיעות ",13300,  -   ,  500 ,  -   
1762000523,דמי חבר בארגונים ,13300,  600 ,  600 ,  350 
1762000540,הוצאות תקשורת ,13300,"  8,000 ","  10,000 ","  3,756 "
1762000550,פרסום והדפסות ,13300,"  2,000 ","  2,000 ",  -   
1762000561,צילום מסמכים ,13300,"  4,500 ","  4,500 ","  4,543 "
1762000580,הוצאות אירגוניות ,13300,"  1,100 ","  1,100 ",  546 
1762000743,רכישת כלים מכשירים וציוד ,13300,"  3,000 ","  4,000 ",  30 
1261000490,הכנסות-מוקד ,13400,"  -30,000 ","  -30,000 ","  -30,000 "
1261000491,עמלה מהתאגיד-שירותי מוקד ,13400,"  -277,000 ","  -276,000 ","  -265,732 "
1623111105,עובדים זמניים ,13400,"  521,000 ","  50,000 ",  -   
1623111110,שכר קובע(מענה טלפוני-גביה,13400,"  332,311 ","  368,842 ","  472,972 "
1623111120,תוספות שאינן בשכר קובע ,13400,"  22,673 ","  24,740 ","  29,867 "
1623111130,שעות נוספות ,13400,  996 ,"  2,367 ","  1,953 "
1623111140,החזר הוצאות ,13400,"  11,056 ","  11,976 ","  15,656 "
1623111181,הפרשות סוציאליות ,13400,"  87,406 ","  89,697 ","  116,003 "
1623111182,מיסים ועלויות ,13400,"  28,239 ","  31,045 ","  39,665 "
1623111578,קופות חיוב כרטיסי אשראי ,13400,"  6,000 ","  6,000 ",  -   
1623111743,רכישת כלים מכשירים וציוד ,13400,"  14,500 ","  15,000 ",  -   
1761000105,עובדים זמניים ,13400,"  344,000 ","  328,000 ","  50,360 "
1761000110,שכר קובע ,13400,"  2,626,196 ","  2,357,153 ","  2,202,984 "
1761000120,תוספות שאינן בשכר קובע ,13400,"  566,602 ","  545,442 ","  482,319 "
1761000130,שעות נוספות ,13400,"  71,569 ","  27,160 ","  26,263 "
1761000140,החזר הוצאות ,13400,"  196,038 ","  162,569 ","  182,424 "
1761000181,הפרשות סוציאליות ,13400,"  668,595 ","  577,706 ","  533,722 "
1761000182,מיסים ועלויות ,13400,"  261,986 ","  232,309 ","  218,683 "
1761000511,אירוח וכיבוד ,13400,"  7,500 ","  7,500 ","  12,022 "
1761000512,"אש""ל ונסיעות ",13400,  -   ,  500 ,  -   
1761000522,ספרות מקצועית ,13400,  500 ,  500 ,  -   
1761000523,דמי חבר באירגונים ,13400,  -   ,  -   ,  350 
1761000540,הוצאות תקשורת ,13400,"  90,000 ","  98,000 ","  81,504 "
1761000550,פרסום והדפסות ,13400,"  8,000 ","  13,000 ","  12,783 "
1761000561,צילום מסמכים ,13400,"  30,000 ","  23,000 ","  26,637 "
1761000576,תוכנה לתכנון וניהול משמרו,13400,  -   ,  -   ,  -   
1761000580,הוצאות אירגוניות ,13400,"  7,000 ","  7,000 ","  8,346 "
1761000731,דלק ,13400,"  144,921 ","  133,371 ","  156,023 "
1761000735,שכירת רכב תפעולי ,13400,"  100,927 ","  210,594 ","  196,267 "
1761000743,רכישת מכשירים כלים וציוד ,13400,"  40,000 ","  40,000 ","  37,825 "
1761000744,כלים למערכות אזעקה ,13400,"  34,200 ","  34,200 ","  34,000 "
1761000747,ביגוד לצרכי עבודה ,13400,"  8,000 ","  8,000 ","  5,686 "
1761000750,עבודות קבלניות ,13400,"  30,000 ","  30,000 ","  25,200 "
1761000756,בקרת צי רכב ,13400,"  30,000 ","  50,000 ","  44,155 "
1761000757,בקרת צי רכב חדש ,13400,"  7,000 ","  7,000 ","  6,170 "
1761000769,שירות לאומי ,13400,"  19,200 ","  19,200 ","  12,261 "
1269100491,שירותי תמיכה למערכת מיחשו,13500,  -   ,  -   ,  -   
1269100690,ציוד אוטומציה ,13500,  -   ,  -   ,"  -400,000 "
1618200105,עובדים זמניים ,13500,"  80,000 ",  -   ,  -   
1618200110,שכר קובע ,13500,"  750,220 ","  516,074 ","  258,066 "
1618200120,תוספות שאינן בשכר קובע ,13500,"  34,042 ","  102,158 ","  38,096 "
1618200130,שעות נוספות ,13500,  -   ,"  1,428 ",  307 
1618200140,החזר הוצאות ,13500,"  127,142 ","  180,074 ","  56,248 "
1618200181,הפרשות סוציאליות ,13500,"  196,474 ","  123,949 ","  55,720 "
1618200182,מיסים ועלויות ,13500,"  69,242 ","  65,930 ","  26,787 "
1618200511,אירוח וכיבוד ,13500,  500 ,  500 ,  60 
1618200522,ספרות מקצועית ,13500,  500 ,  500 ,  -   
1618200540,הוצאות תקשורת ,13500,"  55,000 ","  35,000 ","  50,419 "
1618200561,צילום מסמכים ,13500,"  1,800 ","  1,900 ","  1,758 "
1618200570,מיכון יחידת המיחשוב ,13500,"  75,300 ","  71,600 ","  70,340 "
1618200573,מיכון-ניהול אוכלוסין ,13500,"  22,700 ","  21,600 ","  21,213 "
1618200575,רישוי תוכנות ,13500,"  700,000 ","  573,000 ","  321,521 "
1618200576,רכישת מערכות תוכנה ,13500,"  100,000 ",  -   ,  -   
1618200580,הוצאות אירגוניות ,13500,"  2,500 ","  2,000 ","  2,013 "
1618200743,רכישת כלים מכשירים וציוד ,13500,"  76,000 ","  15,000 ","  18,390 "
1618200744,ציוד אוטומציה ,13500,  -   ,  -   ,  -   
1618200745,"ציוד תקשורת ע""ח הכנסות ",13500,  -   ,  -   ,  -   
1618200746,ציוד מיחשוב מרכזי ,13500,"  20,000 ","  20,000 ","  15,100 "
1618200750,רשם החברות ,13500,  -   ,  -   ,  -   
1618200751,עבודות קבלניות ,13500,"  300,000 ","  242,370 ",  -   
1618200754,אחזקת מיחשוב ,13500,"  3,000 ","  3,000 ",  845 
1618200756,נותני שירות ,13500,"  191,200 ","  160,000 ","  150,070 "
1618200760,שירותי תקשוב ,13500,"  30,000 ","  30,000 ","  29,936 "
1618200761,שירותי תקשורת אינטרנט ,13500,"  30,000 ","  30,000 ","  24,435 "
1618200769,שירות לאומי ,13500,  -   ,"  19,200 ","  19,999 "
1618200781,רשתות תקשורת ,13500,"  20,000 ","  20,000 ","  12,491 "
1618201986,ה.מותנית מערכות מיחשוב ,13500,"  78,000 ",  -   ,  -   
1618300110,שכר קובע ,13600,"  291,878 ",  -   ,  -   
1618300120,תוספות שאינן בשכר קובע ,13600,"  13,898 ",  -   ,  -   
1618300130,שעות נוספות ,13600,  -   ,  -   ,  -   
1618300140,החזר הוצאות ,13600,"  50,962 ",  -   ,  -   
1618300181,הפרשות סוציאליות ,13600,"  78,761 ",  -   ,  -   
1618300182,מיסים ועלויות ,13600,"  27,798 ",  -   ,  -   
1618300421,אחזקת מרכזיות תקשורת ,13600,"  347,000 ",  -   ,  -   
1618300743,רכישה ושדרוג מערכות טלפונ,13600,"  45,000 ",  -   ,  -   
1618300751,בקרת הוצאות תקשורת ,13600,"  32,000 ",  -   ,  -   
1618300752,הרחבת רשת טלפונים ,13600,"  50,000 ",  -   ,  -   
1618300756,נותני שירות ,13600,"  350,000 ",  -   ,  -   
1618300986,ה.מותנית מערכות טלפוניה ,13600,"  50,000 ",  -   ,  -   
1938000421,אחזקת מרכזיות תקשורת ,13600,  -   ,"  347,000 ","  348,288 "
1938000752,הרחבת רשת טלפונים ,13600,  -   ,"  50,000 ","  48,622 "
1938000756,בקרת הוצאות תקשורת ,13600,  -   ,"  52,000 ",  -   
1282000490,הכנסות לשכה משפטית ,14100,"  -20,000 ","  -20,000 ","  -17,038 "
1617000110,שכר קובע ,14100,"  4,290,853 ","  3,793,901 ","  3,207,879 "
1617000120,תוספות שאינן בשכר קובע ,14100,"  225,283 ","  221,574 ","  191,537 "
1617000130,שעות נוספות ,14100,"  102,782 ","  50,610 ","  47,579 "
1617000140,החזר הוצאות ,14100,"  742,318 ","  677,300 ","  585,890 "
1617000181,הפרשות סוציאליות ,14100,"  1,077,814 ","  894,382 ","  748,176 "
1617000182,מיסים ועלויות ,14100,"  412,760 ","  369,758 ","  309,952 "
1617000440,ביטוח אחריות מקצועית ,14100,"  8,700 ","  8,600 ","  8,266 "
1617000511,אירוח וכיבוד ,14100,"  9,000 ","  7,500 ","  5,842 "
1617000512,"אש""ל ונסיעות ",14100,  -   ,"  1,000 ",  -   
1617000521,השתלמויות וכנסים ,14100,"  10,000 ","  10,000 ","  18,100 "
1617000522,ספרות מקצועית ,14100,"  50,000 ","  48,000 ","  47,436 "
1617000523,"דמי חבר בלשכת עו""ד ",14100,"  25,000 ","  25,000 ","  18,000 "
1617000540,הוצאות תקשורת ,14100,"  38,000 ","  30,000 ","  26,099 "
1617000550,פרסום והדפסות ,14100,"  5,000 ","  4,750 ",  900 
1617000561,צילום מסמכים ,14100,"  8,200 ","  9,000 ","  7,327 "
1617000580,הוצאות אירגוניות ,14100,"  10,000 ","  14,000 ","  9,741 "
1617000582,הוצאות משפטיות ,14100,"  6,000 ","  6,000 ","  5,292 "
1617000710,הובלות והסעות קבלניות ,14100,"  2,500 ","  2,500 ",  -   
1617000731,דלק ,14100,"  23,056 ","  22,278 ","  16,199 "
1617000735,השכרת רכב ,14100,"  52,639 ","  37,788 ","  42,725 "
1617000743,רכישת כלים מכשירים וציוד ,14100,"  28,000 ","  25,000 ","  19,601 "
1617000750,"שכ""ט -עו""ד ויועצים ",14100,"  20,000 ","  40,000 ","  35,378 "
1617000751,איתור ובדיקת חייבים ,14100,  -   ,  -   ,  -   
1617000753,משלוחי דאר מסירות אישיות ,14100,"  40,000 ","  40,000 ","  25,056 "
1617000758,סריקת תיקים ,14100,"  10,200 ","  60,000 ",  -   
1617000759,שכירות ואבטחה ,14100,"  110,000 ","  104,000 ",  -   
1617000769,שירות לאומי ,14100,"  38,400 ","  38,400 ","  18,600 "
1617200110,שכר קובע ,14200,"  164,411 ","  121,802 ","  124,363 "
1617200120,תוספות שאינן בשכר קובע ,14200,"  15,729 ","  12,585 ","  12,610 "
1617200130,שעות נוספות ,14200,"  2,855 ",  -   ,  -   
1617200140,החזר הוצאות ,14200,"  3,797 ","  3,618 ","  3,652 "
1617200181,הפרשות סוציאליות ,14200,"  34,767 ","  22,604 ","  23,798 "
1617200182,מיסים ועלויות ,14200,"  14,271 ","  10,517 ","  10,714 "
1617200410,"שכ""ד ודמי אחזקה ",14200,  -   ,  -   ,  -   
1617200511,כיבוד ,14200,"  1,500 ",  -   ,  -   
1617200760,ימי שיפוט ,14200,  -   ,  -   ,"  207,640 "
1617200769,שירות לאומי ,14200,"  38,400 ","  38,400 ","  13,274 "
1617201986,"ה.מותנית בי""מ עיניינים מק",14200,"  700,000 ",  -   ,  -   
1438000540,החזרי ביטוח ,14400,  -   ,  -   ,  -   
1938000110,שכר קובע ,14400,"  790,769 ","  694,882 ","  684,140 "
1938000120,תוספות שאינן בשכר קובע ,14400,"  104,171 ","  124,268 ","  114,801 "
1938000130,שעות נוספות ,14400,"  148,766 ","  130,599 ","  126,284 "
1938000140,החזר הוצאות ,14400,"  67,787 ","  77,531 ","  83,434 "
1938000181,הפרשות סוציאליות ,14400,"  218,460 ","  192,607 ","  187,568 "
1938000182,מיסים ועלויות ,14400,"  84,679 ","  77,923 ","  76,484 "
1938000420,תחזוקת מבנים ,14400,"  238,000 ","  188,000 ","  187,108 "
1938000422,חומרים לאחזקה ,14400,"  36,000 ","  35,000 ","  53,782 "
1938000424,תחזוקת מעליות ,14400,"  60,000 ","  58,500 ","  56,860 "
1938000425,תחזוקת מזגנים ,14400,"  65,000 ","  75,000 ","  77,702 "
1938000426,אחזקת טלוויזיה בכבלים ,14400,"  25,000 ","  36,000 ",  -   
1938000431,חשמל ,14400,"  780,000 ","  730,000 ","  847,038 "
1938000432,מים ,14400,"  70,000 ","  54,000 ","  42,382 "
1938000433,חומרי נקיון ,14400,  -   ,  -   ,"  2,014 "
1938000434,שירותי נקיון ,14400,"  820,329 ","  667,200 ","  637,202 "
1938000440,ביטוח מבנה ותכולה ,14400,"  26,600 ","  26,300 ","  25,389 "
1938000442,שיפוי עבור נזקים ,14400,  -   ,  -   ,  -   
1938000470,ציוד משרדי ,14400,"  5,000 ","  3,000 ","  2,809 "
1938000511,אירוח וכיבוד ,14400,"  38,000 ","  38,000 ","  41,856 "
1938000512,"נסיעות ואש""ל ",14400,  -   ,  500 ,  450 
1938000522,ספרות מקצועית ,14400,"  2,000 ","  1,000 ",  -   
1938000540,הוצאות תקשורת ,14400,"  49,000 ","  41,600 ","  34,663 "
1938000541,בולים ודמי משלוח ,14400,"  500,000 ","  330,900 ","  298,937 "
1938000542,שירות כוכבית המותג ,14400,"  20,000 ","  19,000 ","  18,706 "
1938000543,דאר-בית משפט עיניינים מקו,14400,"  100,000 ","  70,000 ","  115,431 "
1938000550,פרסום והדפסות ,14400,"  10,000 ","  7,500 ","  7,242 "
1938000561,צילום מסמכים ,14400,"  20,200 ","  18,000 ","  16,536 "
1938000580,הוצאות ארגוניות ,14400,"  24,000 ","  24,000 ","  26,112 "
1938000582,אגרות ,14400,"  12,100 ","  11,000 ","  5,603 "
1938000731,דלק ,14400,"  11,989 ","  11,138 ","  11,645 "
1938000735,השכרת רכב ,14400,"  62,026 ","  37,998 ","  55,964 "
1938000742,אחזקת כלים מכשירים וציוד ,14400,"  36,000 ","  36,000 ","  35,697 "
1938000743,רכישת כלים מכשירים וציוד ,14400,"  90,000 ","  90,000 ","  89,380 "
1938000744,מתקני מים משרדיים ,14400,"  95,000 ","  85,000 ","  62,128 "
1938000746,"מערכות טמ""ס ",14400,"  25,000 ","  30,000 ","  7,500 "
1938000747,ביגוד לצרכי עבודה ,14400,"  5,000 ","  5,000 ","  3,045 "
1938000751,הדברה בקבלנות ,14400,"  15,000 ","  10,000 ","  8,918 "
1938000755,בטיחות אש ,14400,"  55,000 ","  52,800 ","  23,641 "
1938000759,אבטחת בית העיריה ,14400,"  637,956 ","  618,000 ","  548,347 "
1938000769,שירות לאומי ,14400,"  19,200 ","  19,200 ","  10,728 "
1938000780,הוצאות אחרות לפעולה ,14400,"  20,000 ","  15,000 ","  15,000 "
1938000930,מערכת לניהול שיחות ,14400,  -   ,"  15,000 ","  13,642 "
1938000950,הוצאות תכנון ,14400,"  30,000 ","  24,000 ","  19,680 "
1938100433,חומרי נקיון ,14400,"  120,000 ","  120,000 ","  142,416 "
1938100440,ביטוח שבר מכני-ציוד בית ע,14400,"  22,600 ","  22,400 ","  21,609 "
1938100470,ציוד משרדי מתכלה ,14400,"  130,000 ","  142,500 ","  159,323 "
1938100471,נייר לצילום והדפסה ,14400,"  100,000 ","  112,000 ","  92,328 "
1938100540,הוצאות תקשורת ,14400,"  100,000 ","  100,000 ","  886,740 "
1938100743,רכישת כלים מכשירים וציוד ,14400,  -   ,  -   ,  -   
1938100744,רכישת ערכות פקס ,14400,"  10,000 ","  15,000 ",  -   
1938100745,רכישת ציוד מיחשוב מתכלה ,14400,"  80,000 ","  105,000 ","  75,511 "
1938100930,רכישת ציוד יסודי ,14400,"  145,000 ","  140,000 ","  149,326 "
1938001105,עובדים זמניים ,14500,  -   ,  -   ,  -   
1938001420,תחזוקת מבנים ,14500,"  75,000 ","  25,000 ",  -   
1938001422,חומרים לאחזקה ,14500,"  10,000 ","  10,000 ",  -   
1938001425,תחזוקת מזגנים ,14500,"  20,000 ","  20,000 ",  -   
1938001431,חשמל ,14500,"  157,700 ","  150,000 ",  -   
1938001432,מים ,14500,"  18,500 ","  22,500 ",  -   
1938001433,חומרי נקיון ,14500,"  18,000 ","  18,000 ","  2,424 "
1938001434,שירותי נקיון ,14500,"  481,057 ","  350,000 ","  49,895 "
1938001440,ביטוח מבנה ותכולה ,14500,"  9,000 ","  8,600 ","  8,329 "
1938001540,הוצאות תקשורת ,14500,"  7,000 ","  6,000 ",  -   
1938001580,הוצאות אירגוניות ,14500,"  5,000 ","  5,000 ",  -   
1938001720,חומרים ,14500,  -   ,  -   ,  -   
1938001731,דלק ,14500,"  10,375 ","  11,138 ",  -   
1938001735,השכרת רכב ,14500,"  21,457 ","  20,611 ","  12,019 "
1938001742,אחזקת כלים מכשירים וציוד ,14500,"  4,000 ","  4,000 ","  3,323 "
1938001743,רכישת כלים מכשירים וציוד ,14500,"  20,000 ","  20,000 ","  10,600 "
1938001744,מתקני מים משרדיים ,14500,"  5,000 ","  11,400 ",  -   
1938001751,הדברה ,14500,"  3,000 ","  3,000 ",  -   
1938001755,בטיחות אש ,14500,"  5,000 ","  5,000 ",  -   
1938001759,אבטחה ,14500,"  320,340 ","  310,000 ","  15,532 "
1252000490,הכנסות עצמיות-אירועים ,16100,  -100 ,  -100 ,"  -7,155 "
1252000790,השתת.רשות פ.נגב באירועים ,16100,  -100 ,  -100 ,"  -182,625 "
1752000110,שכר קובע ,16100,"  639,716 ","  613,636 ","  609,611 "
1752000120,תוספות שאינן בשכר קובע ,16100,"  116,637 ","  117,203 ","  117,770 "
1752000130,שעות נוספות ,16100,"  22,502 ","  12,989 ","  12,131 "
1752000140,החזר הוצאות ,16100,"  155,256 ","  156,279 ","  167,616 "
1752000181,הפרשות סוציאליות ,16100,"  141,800 ","  129,016 ","  128,547 "
1752000182,מיסים ועלויות ,16100,"  71,075 ","  68,598 ","  69,047 "
1752000512,"אש""ל ונסיעות ",16100,  -   ,"  2,000 ","  1,708 "
1752000523,דמי חבר בארגונים ,16100,  700 ,  650 ,  700 
1752000540,הוצאות תקשורת ,16100,"  18,000 ","  17,000 ","  15,848 "
1752000550,פרסום והדפסות ,16100,  -   ,  -   ,  -   
1752000561,צילום מסמכים ,16100,"  3,600 ","  3,500 ","  3,511 "
1752000580,הוצאות אירגוניות ,16100,  -   ,  -   ,  5 
1752000769,שירות לאומי ,16100,"  19,200 ","  19,200 ","  12,419 "
1752000780,הוצאות פעולה-טכסים ,16100,"  750,000 ","  812,236 ","  885,926 "
1752000781,שבוע התנדבות ,16100,"  100,000 ","  100,000 ",  -   
