,,,,,,,,,,,,,," הצעת התקציב בש""ח ",
5,2,2,0,1,2,3,1,3,1,1313210225,אגרת תלמידי חוץ ,43100,"  -187,788 ",  -   ,"  -161,000 "
5,2,2,1,2,2,3,1,3,1,1313221225,אגרת תלמידי חוץ ,43221,  -   ,  -   ,  -   
0,2,4,1,2,2,3,1,3,1,1313221420,הכנסות מהורים ,43221,  -   ,  -100 ,  -100 
1,2,4,1,2,2,3,1,3,1,1313221421,השתת.הורים בהזנה לאומית ,43221,  -   ,  -   ,  -   
0,9,4,1,2,2,3,1,3,1,1313221490,הכנסות שונות ,43221,  -   ,  -100 ,  -100 
0,4,5,1,2,2,3,1,3,1,1313221540,החזרי ביטוח ,43221,  -   ,  -   ,  -   
0,2,9,1,2,2,3,1,3,1,1313221920,סל תלמיד לעולה ,43221,  -   ,  -612 ,  -100 
1,2,9,1,2,2,3,1,3,1,1313221921,השתתפות בשכר מזכירות ,43221,"  -30,106 ","  -29,362 ","  -27,970 "
2,2,9,1,2,2,3,1,3,1,1313221922,העברה מיועדת ,43221,  -   ,  -100 ,  -100 
3,2,9,1,2,2,3,1,3,1,1313221923,השתת.בשכר שרתים וניהול ע.,43221,"  -353,015 ","  -398,456 ","  -349,722 "
4,2,9,1,2,2,3,1,3,1,1313221924,השתת.בשכר סייעות כיתתיות ,43221,"  -125,088 ","  -132,600 ","  -134,139 "
5,2,9,1,2,2,3,1,3,1,1313221925,אגרת שכפול יסודי ,43221,"  -5,493 ","  -2,800 ","  -2,500 "
6,2,9,1,2,2,3,1,3,1,1313221926,השתת.בתשלומי הורים)חומרים,43221,"  -20,623 ","  -12,782 ","  -12,000 "
7,2,9,1,2,2,3,1,3,1,1313221927,אגרת שכפול פר תלמיד ,43221,"  -10,561 ","  -6,570 ",  -100 
8,2,9,1,2,2,3,1,3,1,1313221928,סל תלמיד לעולי אתיופיה ,43221,  -   ,  -   ,  -   
5,2,2,2,2,2,3,1,3,1,1313222225,אגרת תלמידי חוץ ,43222,  -   ,  -   ,  -   
0,2,4,2,2,2,3,1,3,1,1313222420,הכנסות מהורים ,43222,  -   ,  -100 ,  -100 
0,9,4,2,2,2,3,1,3,1,1313222490,הכנסות שונות ,43222,  -   ,  -   ,  -   
0,4,5,2,2,2,3,1,3,1,1313222540,החזרי ביטוח ,43222,  -   ,  -   ,  -   
0,2,9,2,2,2,3,1,3,1,1313222920,סל תלמיד לעולה ,43222,"  -21,052 ","  -16,320 ","  -14,000 "
1,2,9,2,2,2,3,1,3,1,1313222921,השתתפות בשכר מזכירות ,43222,  -   ,"  -17,773 ","  -18,000 "
2,2,9,2,2,2,3,1,3,1,1313222922,העברה מיועדת ,43222,  -   ,  -   ,  -   
3,2,9,2,2,2,3,1,3,1,1313222923,השתת.בשכר שרתים וניהול ע.,43222,"  -334,936 ","  -367,052 ","  -360,024 "
4,2,9,2,2,2,3,1,3,1,1313222924,השתת.בשכר סייעות כיתתיות ,43222,  -   ,  -   ,  -   
5,2,9,2,2,2,3,1,3,1,1313222925,אגרת שכפול יסודי ,43222,"  -1,842 ","  -1,105 ","  -1,100 "
6,2,9,2,2,2,3,1,3,1,1313222926,השתת.בתשלומי הורים)חומרים,43222,"  -23,134 ","  -14,000 ","  -5,000 "
7,2,9,2,2,2,3,1,3,1,1313222927,אגרת שכפול פר תלמיד ,43222,"  -12,255 ","  -7,400 ","  -2,500 "
8,2,9,2,2,2,3,1,3,1,1313222928,סל תלמיד לעולה אתיופיה ,43222,  -   ,  -   ,  -   
5,2,2,3,2,2,3,1,3,1,1313223225,אגרת תלמידי חוץ ,43223,  -   ,  -   ,  -   
0,2,4,3,2,2,3,1,3,1,1313223420,הכנסות מהורים ,43223,  -   ,  -   ,  -   
0,9,4,3,2,2,3,1,3,1,1313223490,הכנסות שונות ,43223,  -   ,  -   ,  -   
0,4,5,3,2,2,3,1,3,1,1313223540,החזרי ביטוח ,43223,  -   ,  -   ,  -   
0,2,9,3,2,2,3,1,3,1,1313223920,סל תלמיד לעולה ,43223,  -498 ,  -306 ,  -100 
1,2,9,3,2,2,3,1,3,1,1313223921,השתתפות בשכר מזכירות ,43223,"  -3,702 ","  -5,924 ",  -   
2,2,9,3,2,2,3,1,3,1,1313223922,העברה מיועדת ,43223,  -   ,  -   ,  -   
3,2,9,3,2,2,3,1,3,1,1313223923,השתת.בשכר שרתים וניהול ע.,43223,"  -401,921 ","  -444,742 ","  -422,362 "
4,2,9,3,2,2,3,1,3,1,1313223924,השתת.בשכר סייעות כיתתיות ,43223,  -   ,  -   ,  -   
5,2,9,3,2,2,3,1,3,1,1313223925,אגרת שכפול יסודי ,43223,  -   ,  -   ,  -   
6,2,9,3,2,2,3,1,3,1,1313223926,השתת.בתשלומי הורים)חומרים,43223,"  -28,688 ","  -18,000 ","  -9,000 "
7,2,9,3,2,2,3,1,3,1,1313223927,אגרת שכפול פר תלמיד ,43223,"  -16,245 ","  -10,000 ","  -5,000 "
8,2,9,3,2,2,3,1,3,1,1313223928,סל תלמיד לעולי אתיופיה ,43223,  -   ,  -   ,  -   
5,2,2,4,2,2,3,1,3,1,1313224225,אגרת תלמידי חוץ ,43224,  -   ,  -   ,  -   
0,2,4,4,2,2,3,1,3,1,1313224420,הכנסות מהורים ,43224,  -   ,  -100 ,  -100 
0,9,4,4,2,2,3,1,3,1,1313224490,הכנסות שונות ,43224,  -   ,  -100 ,  -100 
0,4,5,4,2,2,3,1,3,1,1313224540,החזרי ביטוח ,43224,  -   ,  -   ,  -   
0,2,9,4,2,2,3,1,3,1,1313224920,סל תלמיד לעולה ,43224,  -626 ,  -100 ,  -600 
1,2,9,4,2,2,3,1,3,1,1313224921,השתתפות בשכר מזכירות ,43224,"  -39,542 ","  -23,698 ","  -29,136 "
2,2,9,4,2,2,3,1,3,1,1313224922,העברה מיועדת ,43224,  -   ,  -   ,  -   
3,2,9,4,2,2,3,1,3,1,1313224923,השתת.בשכר שרתים וניהול ע.,43224,"  -556,996 ","  -617,273 ","  -582,487 "
4,2,9,4,2,2,3,1,3,1,1313224924,השתת.בשכר סייעות כיתתיות ,43224,"  -66,714 ","  -69,619 ","  -70,608 "
5,2,9,4,2,2,3,1,3,1,1313224925,אגרת שכפול יסודי ,43224,  -   ,  -   ,  -   
6,2,9,4,2,2,3,1,3,1,1313224926,השתת.בתשלומי הורים)חומרים,43224,"  -39,863 ","  -24,000 ","  -28,000 "
7,2,9,4,2,2,3,1,3,1,1313224927,אגרת שכפול פר תלמיד ,43224,"  -22,601 ","  -14,000 ","  -18,000 "
8,2,9,4,2,2,3,1,3,1,1313224928,סל תלמיד לעולי אתיופיה ,43224,  -   ,  -   ,  -   
5,2,2,5,2,2,3,1,3,1,1313225225,אגרת תלמידי חוץ ,43225,  -   ,  -   ,  -   
0,2,4,5,2,2,3,1,3,1,1313225420,הכנסות מהורים ,43225,  -   ,  -100 ,  -100 
1,2,4,5,2,2,3,1,3,1,1313225421,השתת.הורים בהזנה לאומית ,43225,  -   ,  -   ,  -   
0,9,4,5,2,2,3,1,3,1,1313225490,הכנסות שונות ,43225,  -   ,  -100 ,  -100 
0,4,5,5,2,2,3,1,3,1,1313225540,החזרי ביטוח ,43225,  -   ,  -   ,  -   
0,2,9,5,2,2,3,1,3,1,1313225920,סל תלמיד לעולה ,43225,  -   ,  -100 ,  -100 
1,2,9,5,2,2,3,1,3,1,1313225921,השתת.בשכר מזכירות ,43225,"  -15,629 ","  -13,743 ","  -15,600 "
2,2,9,5,2,2,3,1,3,1,1313225922,העברה מיועדת ,43225,  -   ,  -100 ,  -100 
3,2,9,5,2,2,3,1,3,1,1313225923,השתת.בשכר שרתים וניהול ע.,43225,"  -279,533 ","  -280,790 ","  -345,972 "
4,2,9,5,2,2,3,1,3,1,1313225924,השתת.בשכר סייעות כיתתיות ,43225,"  -26,392 ",  -100 ,"  -89,425 "
5,2,9,5,2,2,3,1,3,1,1313225925,אגרת שכפול יסודי ,43225,"  -3,653 ",  -100 ,  -100 
6,2,9,5,2,2,3,1,3,1,1313225926,השתת.בתשלומי הורים)חומרים,43225,"  -18,968 ","  -9,500 ","  -9,500 "
7,2,9,5,2,2,3,1,3,1,1313225927,אגרת שכפול פר תלמיד ,43225,"  -10,310 ","  -5,600 ","  -5,000 "
8,2,9,5,2,2,3,1,3,1,1313225928,סל תלמיד לעולי אתיופיה ,43225,  -   ,  -   ,  -   
5,2,2,6,2,2,3,1,3,1,1313226225,אגרת תלמידי חוץ ,43226,  -   ,  -   ,  -   
0,2,4,6,2,2,3,1,3,1,1313226420,הכנסות מהורים ,43226,  -   ,  -   ,  -   
1,2,4,6,2,2,3,1,3,1,1313226421,השתת.הורים בהזנה לאומית ,43226,  -   ,  -   ,  -   
0,9,4,6,2,2,3,1,3,1,1313226490,הכנסות שונות ,43226,  -   ,  -   ,  -   
0,4,5,6,2,2,3,1,3,1,1313226540,החזרי ביטוח ,43226,  -   ,  -   ,  -   
0,2,9,6,2,2,3,1,3,1,1313226920,סל תלמיד לעולה ,43226,  -   ,  -   ,  -500 
1,2,9,6,2,2,3,1,3,1,1313226921,השתתפות בשכר מזכירות ,43226,"  -6,429 ","  -7,423 ","  -8,049 "
2,2,9,6,2,2,3,1,3,1,1313226922,העברה מיועדת ,43226,  -   ,  -   ,  -   
3,2,9,6,2,2,3,1,3,1,1313226923,השתת.בשכר שרתים וניהול ע.,43226,"  -106,642 ","  -119,356 ","  -105,804 "
4,2,9,6,2,2,3,1,3,1,1313226924,השתת.בשכר סייעות כיתתיות ,43226,  -   ,  -   ,  -   
5,2,9,6,2,2,3,1,3,1,1313226925,אגרת שכפול יסודי ,43226,"  -1,092 ","  -1,100 ",  -100 
6,2,9,6,2,2,3,1,3,1,1313226926,השתת.בתשלומי הורים)חומרים,43226,"  -6,534 ","  -4,200 ","  -4,500 "
7,2,9,6,2,2,3,1,3,1,1313226927,אגרת שכפול פר תלמיד ,43226,"  -3,704 ","  -2,700 ",  -100 
8,2,9,6,2,2,3,1,3,1,1313226928,סל תלמיד לעולי אתיופיה ,43226,  -   ,  -   ,  -   
5,2,2,7,2,2,3,1,3,1,1313227225,אגרת תלמידי חוץ ,43227,  -   ,  -   ,  -   
0,2,4,7,2,2,3,1,3,1,1313227420,הכנסות מהורים ,43227,  -   ,  -   ,  -   
0,9,4,7,2,2,3,1,3,1,1313227490,הכנסות שונות ,43227,  -   ,  -   ,  -   
0,4,5,7,2,2,3,1,3,1,1313227540,החזרי ביטוח ,43227,  -   ,  -   ,  -   
0,2,9,7,2,2,3,1,3,1,1313227920,סל תלמיד לעולה ,43227,  -   ,  -   ,  -   
1,2,9,7,2,2,3,1,3,1,1313227921,השתתפות בשכר מזכירות ,43227,"  -11,159 ","  -11,849 ","  -7,592 "
2,2,9,7,2,2,3,1,3,1,1313227922,העברה מיועדת ,43227,  -   ,  -100 ,  -100 
3,2,9,7,2,2,3,1,3,1,1313227923,השתת.בשכר שרתים וניהול ע.,43227,"  -261,203 ","  -299,594 ","  -245,146 "
4,2,9,7,2,2,3,1,3,1,1313227924,השתת.בשכר סייעות כיתתיות ,43227,  -   ,  -   ,  -   
5,2,9,7,2,2,3,1,3,1,1313227925,אגרת שכפול יסודי ,43227,  -   ,  -   ,  -   
6,2,9,7,2,2,3,1,3,1,1313227926,השתת.בתשלומי הורים)חומרים,43227,"  -17,771 ","  -11,500 ","  -11,000 "
7,2,9,7,2,2,3,1,3,1,1313227927,אגרת שכפול פר תלמיד ,43227,"  -10,074 ","  -6,500 ","  -6,000 "
8,2,9,7,2,2,3,1,3,1,1313227928,סל תלמיד לעולי אתיופיה ,43227,  -   ,  -   ,  -   
5,2,2,8,2,2,3,1,3,1,1313228225,אגרת תלמידי חוץ ,43228,  -   ,  -   ,  -   
0,2,4,8,2,2,3,1,3,1,1313228420,הכנסות מהורים ,43228,  -   ,  -   ,  -   
1,2,4,8,2,2,3,1,3,1,1313228421,השתת.הורים בהזנה לאומית ,43228,  -   ,  -   ,  -   
0,9,4,8,2,2,3,1,3,1,1313228490,הכנסות שונות ,43228,  -   ,  -   ,  -   
0,4,5,8,2,2,3,1,3,1,1313228540,החזרי ביטוח ,43228,  -   ,  -   ,  -   
0,2,9,8,2,2,3,1,3,1,1313228920,סל תלמיד לעולה ,43228,  -   ,  -   ,  -   
1,2,9,8,2,2,3,1,3,1,1313228921,השתתפות בשכר מזכירות ,43228,"  -15,827 ","  -19,431 ","  -12,586 "
2,2,9,8,2,2,3,1,3,1,1313228922,העברה מיועדת ,43228,  -856 ,  -   ,  -   
3,2,9,8,2,2,3,1,3,1,1313228923,השתת.בשכר שרתים וניהול ע.,43228,"  -523,968 ","  -577,392 ","  -551,904 "
4,2,9,8,2,2,3,1,3,1,1313228924,השתת.בשכר סייעות כיתתיות ,43228,  -   ,  -   ,  -   
5,2,9,8,2,2,3,1,3,1,1313228925,אגרת שכפול יסודי ,43228,"  -3,276 ","  -3,300 ","  -3,300 "
6,2,9,8,2,2,3,1,3,1,1313228926,השתת.בתשלומי הורים)חומרים,43228,"  -35,068 ","  -21,000 ","  -24,000 "
7,2,9,8,2,2,3,1,3,1,1313228927,אגרת שכפול פר תלמיד ,43228,"  -19,884 ","  -12,000 ","  -6,000 "
8,2,9,8,2,2,3,1,3,1,1313228928,סל תלמיד לעולי אתיופיה ,43228,  -   ,  -   ,  -   
0,9,9,8,2,2,3,1,3,1,1313228990,"הסמכה לבי""ס ירוק ",43228,"  -9,600 ",  -   ,  -   
5,2,2,9,2,2,3,1,3,1,1313229225,אגרת תלמידי חוץ ,43229,  -   ,  -   ,  -   
0,2,4,9,2,2,3,1,3,1,1313229420,הכנסות מהורים ,43229,  -   ,  -   ,  -   
0,9,4,9,2,2,3,1,3,1,1313229490,הכנסות שונות ,43229,  -   ,  -   ,  -   
0,4,5,9,2,2,3,1,3,1,1313229540,החזרי ביטוח ,43229,  -   ,  -   ,  -   
0,2,9,9,2,2,3,1,3,1,1313229920,סל תלמיד לעולה ,43229,  -   ,  -   ,  -   
1,2,9,9,2,2,3,1,3,1,1313229921,השתתפות בשכר מזכירות ,43229,"  -41,249 ","  -23,800 ","  -34,963 "
2,2,9,9,2,2,3,1,3,1,1313229922,העברה מיועדת ,43229,  -   ,  -   ,  -   
3,2,9,9,2,2,3,1,3,1,1313229923,השתת.בשכר שרתים וניהול ע.,43229,"  -570,503 ","  -620,714 ","  -610,297 "
4,2,9,9,2,2,3,1,3,1,1313229924,השתת.בשכר סייעות כיתתיות ,43229,"  -100,071 ","  -104,429 ","  -107,311 "
5,2,9,9,2,2,3,1,3,1,1313229925,אגרת שכפול יסודי ,43229,"  -2,763 ","  -1,700 ","  -1,700 "
6,2,9,9,2,2,3,1,3,1,1313229926,השתת.בתשלומי הורים)חומרים,43229,"  -39,315 ","  -21,500 ","  -10,000 "
7,2,9,9,2,2,3,1,3,1,1313229927,אגרת שכפול פר תלמיד ,43229,"  -21,007 ","  -12,000 ","  -12,000 "
8,2,9,9,2,2,3,1,3,1,1313229928,סל תלמיד לעולי אתיופיה ,43229,  -   ,  -   ,  -   
5,2,2,1,3,2,3,1,3,1,1313231225,אגרת תלמידי חוץ ,43231,  -   ,  -   ,  -   
0,2,4,1,3,2,3,1,3,1,1313231420,הכנסות מהורים ,43231,  -   ,  -   ,  -   
0,9,4,1,3,2,3,1,3,1,1313231490,הכנסות שונות ,43231,  -   ,  -   ,  -   
0,4,5,1,3,2,3,1,3,1,1313231540,החזרי ביטוח ,43231,  -   ,  -   ,  -   
0,2,9,1,3,2,3,1,3,1,1313231920,סל תלמיד לעולה ,43231,  -   ,  -100 ,  -500 
1,2,9,1,3,2,3,1,3,1,1313231921,השתתפות בשכר מזכירות ,43231,"  -17,916 ","  -17,773 ","  -11,653 "
2,2,9,1,3,2,3,1,3,1,1313231922,העברה מיועדת ,43231,  -   ,  -102 ,  -100 
3,2,9,1,3,2,3,1,3,1,1313231923,השתת.בשכר שרתים וניהול ע.,43231,"  -265,525 ","  -287,758 ","  -289,086 "
4,2,9,1,3,2,3,1,3,1,1313231924,השתת.בשכר סייעות כיתתיות ,43231,  -   ,  -   ,  -   
5,2,9,1,3,2,3,1,3,1,1313231925,אגרת שכפול יסודי ,43231,  -   ,  -   ,  -   
6,2,9,1,3,2,3,1,3,1,1313231926,השתת.בתשלומי הורים)חומרים,43231,"  -18,950 ","  -10,700 ","  -18,000 "
7,2,9,1,3,2,3,1,3,1,1313231927,אגרת שכפול פר תלמיד ,43231,"  -10,746 ","  -6,000 ","  -3,000 "
8,2,9,1,3,2,3,1,3,1,1313231928,סל תלמיד לעולי אתיופיה ,43231,  -   ,  -   ,  -   
5,2,2,2,3,2,3,1,3,1,1313232225,אגרת תלמידי חוץ ,43232,  -   ,  -   ,  -   
0,2,4,2,3,2,3,1,3,1,1313232420,הכנסות מהורים ,43232,  -   ,  -   ,  -   
0,9,4,2,3,2,3,1,3,1,1313232490,הכנסות שונות ,43232,  -   ,  -   ,  -   
0,4,5,2,3,2,3,1,3,1,1313232540,החזרי ביטוח ,43232,  -   ,  -   ,  -   
0,2,9,2,3,2,3,1,3,1,1313232920,סל תלמיד לעולה ,43232,"  -3,244 ",  -714 ,  -700 
1,2,9,2,3,2,3,1,3,1,1313232921,השתתפות בשכר מזכירות ,43232,"  -4,663 ","  -5,924 ","  -1,500 "
2,2,9,2,3,2,3,1,3,1,1313232922,העברה מיועדת ,43232,  -   ,  -100 ,  -100 
3,2,9,2,3,2,3,1,3,1,1313232923,השתת.בשכר שרתים וניהול ע.,43232,"  -220,676 ","  -248,198 ","  -223,437 "
4,2,9,2,3,2,3,1,3,1,1313232924,השתת.בשכר סייעות כיתתיות ,43232,  -   ,  -   ,  -   
5,2,9,2,3,2,3,1,3,1,1313232925,אגרת שכפול יסודי ,43232,  -   ,  -   ,  -   
6,2,9,2,3,2,3,1,3,1,1313232926,השתת.בתשלומי הורים)חומרים,43232,"  -15,296 ","  -9,286 ","  -6,000 "
7,2,9,2,3,2,3,1,3,1,1313232927,אגרת שכפול פר תלמיד ,43232,"  -8,673 ","  -5,305 ","  -8,000 "
8,2,9,2,3,2,3,1,3,1,1313232928,סל תלמיד לעולי אתיופיה ,43232,  -   ,  -   ,  -   
5,2,2,3,3,2,3,1,3,1,1313233225,אגרת תלמידי חוץ ,43233,  -   ,  -   ,  -   
0,2,4,3,3,2,3,1,3,1,1313233420,הכנסות מהורים ,43233,  -   ,  -   ,  -   
1,2,4,3,3,2,3,1,3,1,1313233421,השתת.הורים בהזנה לאומית ,43233,  -   ,  -   ,  -   
0,9,4,3,3,2,3,1,3,1,1313233490,הכנסות שונות ,43233,  -   ,  -   ,  -   
0,4,5,3,3,2,3,1,3,1,1313233540,החזרי ביטוח ,43233,  -   ,  -   ,  -   
0,2,9,3,3,2,3,1,3,1,1313233920,סל תלמיד לעולה ,43233,  -574 ,  -382 ,  -400 
1,2,9,3,3,2,3,1,3,1,1313233921,השתתפות בשכר מזכירות ,43233,"  -12,283 ","  -15,165 ","  -9,387 "
2,2,9,3,3,2,3,1,3,1,1313233922,העברה מיועדת ,43233,  -   ,  -   ,  -   
3,2,9,3,3,2,3,1,3,1,1313233923,השתת.בשכר שרתים וניהול ע.,43233,"  -289,402 ","  -318,886 ","  -311,578 "
4,2,9,3,3,2,3,1,3,1,1313233924,השתת.בשכר סייעות כיתתיות ,43233,  -   ,  -   ,  -   
5,2,9,3,3,2,3,1,3,1,1313233925,אגרת שכפול יסודי ,43233,"  -2,184 ",  -100 ,  -100 
6,2,9,3,3,2,3,1,3,1,1313233926,השתת.בתשלומי הורים)חומרים,43233,"  -19,000 ","  -11,200 ","  -11,000 "
7,2,9,3,3,2,3,1,3,1,1313233927,אגרת שכפול פר תלמיד ,43233,"  -10,775 ","  -6,600 ","  -6,000 "
8,2,9,3,3,2,3,1,3,1,1313233928,סל תלמיד לעולה אתיופיה ,43233,  -   ,  -   ,  -   
5,2,2,4,3,2,3,1,3,1,1313234225,אגרת תלמידי חוץ ,43234,  -   ,  -   ,  -   
0,2,4,4,3,2,3,1,3,1,1313234420,הכנסות מהורים ,43234,  -   ,  -100 ,  -100 
0,9,4,4,3,2,3,1,3,1,1313234490,הכנסות שונות ,43234,  -   ,  -100 ,  -100 
0,4,5,4,3,2,3,1,3,1,1313234540,החזרי ביטוח ,43234,  -   ,  -   ,  -   
0,2,9,4,3,2,3,1,3,1,1313234920,סל תלמיד לעולה ,43234,  -   ,  -   ,  -   
1,2,9,4,3,2,3,1,3,1,1313234921,השתתפות בשכר מזכירות ,43234,"  -3,702 ","  -5,924 ","  -5,551 "
2,2,9,4,3,2,3,1,3,1,1313234922,העברה מיועדת ,43234,  -   ,  -100 ,  -100 
3,2,9,4,3,2,3,1,3,1,1313234923,השתת.בשכר שרתים וניהול ע.,43234,"  -391,342 ","  -417,375 ","  -443,679 "
4,2,9,4,3,2,3,1,3,1,1313234924,השתת.בשכר סייעות כיתתיות ,43234,  -   ,  -   ,  -   
5,2,9,4,3,2,3,1,3,1,1313234925,אגרת שכפול יסודי ,43234,  -   ,  -   ,  -   
6,2,9,4,3,2,3,1,3,1,1313234926,השתת.בתשלומי הורים)חומרים,43234,"  -28,757 ","  -16,000 ","  -12,000 "
7,2,9,4,3,2,3,1,3,1,1313234927,אגרת שכפול פר תלמיד ,43234,"  -16,331 ","  -9,100 ","  -8,000 "
8,2,9,4,3,2,3,1,3,1,1313234928,סל תלמיד לעולה אתיופיה ,43234,  -   ,  -   ,  -   
5,2,2,5,3,2,3,1,3,1,1313235225,אגרת תלמידי חוץ ,43235,  -   ,  -   ,  -   
0,2,4,5,3,2,3,1,3,1,1313235420,הכנסות מהורים ,43235,  -   ,  -100 ,  -100 
0,9,4,5,3,2,3,1,3,1,1313235490,הכנסות שונות ,43235,  -   ,  -100 ,  -100 
0,4,5,5,3,2,3,1,3,1,1313235540,החזרי ביטוח ,43235,  -   ,  -   ,  -   
0,2,9,5,3,2,3,1,3,1,1313235920,סל תלמיד לעולה ,43235,  -   ,  -   ,  -   
1,2,9,5,3,2,3,1,3,1,1313235921,השתתפות בשכר מזכירות ,43235,"  -25,373 ","  -5,924 ","  -17,481 "
2,2,9,5,3,2,3,1,3,1,1313235922,העברה מיועדת ,43235,  -   ,  -100 ,  -100 
3,2,9,5,3,2,3,1,3,1,1313235923,השתת.בשכר שרתים וניהול ע.,43235,"  -334,148 ","  -376,177 ","  -340,854 "
4,2,9,5,3,2,3,1,3,1,1313235924,השתת.בשכר סייעות כיתתיות ,43235,  -   ,  -   ,  -   
5,2,9,5,3,2,3,1,3,1,1313235925,אגרת שכפול יסודי ,43235,  -   ,  -   ,  -   
6,2,9,5,3,2,3,1,3,1,1313235926,השתת.בתשלומי הורים)חומרים,43235,"  -23,518 ","  -14,300 ","  -14,000 "
7,2,9,5,3,2,3,1,3,1,1313235927,אגרת שכפול פר תלמיד ,43235,"  -13,313 ","  -8,200 ","  -8,000 "
8,2,9,5,3,2,3,1,3,1,1313235928,סל תלמיד לעולה אתיופיה ,43235,  -   ,  -   ,  -   
5,2,2,6,3,2,3,1,3,1,1313236225,אגרת תלמידי חוץ ,43236,  -   ,  -   ,  -   
0,2,4,6,3,2,3,1,3,1,1313236420,הכנסות מהורים ,43236,  -   ,  -   ,  -   
0,9,4,6,3,2,3,1,3,1,1313236490,הכנסות שונות ,43236,  -   ,  -   ,  -   
0,4,5,6,3,2,3,1,3,1,1313236540,החזרי ביטוח ,43236,  -   ,  -   ,  -   
0,2,9,6,3,2,3,1,3,1,1313236920,סל תלמיד לעולה ,43236,  -626 ,  -   ,  -500 
1,2,9,6,3,2,3,1,3,1,1313236921,השתתפות בשכר מזכירות ,43236,"  -18,266 ","  -5,924 ","  -11,653 "
2,2,9,6,3,2,3,1,3,1,1313236922,העברה מיועדת ,43236,  -   ,  -   ,  -   
3,2,9,6,3,2,3,1,3,1,1313236923,השתת.בשכר שרתים וניהול ע.,43236,"  -323,068 ","  -368,903 ","  -332,847 "
4,2,9,6,3,2,3,1,3,1,1313236924,השתת.בשכר סייעות כיתתיות ,43236,  -   ,  -   ,  -   
5,2,9,6,3,2,3,1,3,1,1313236925,אגרת שכפול יסודי ,43236,  -   ,  -   ,  -   
6,2,9,6,3,2,3,1,3,1,1313236926,השתת.בתשלומי הורים)חומרים,43236,"  -22,224 ","  -15,000 ","  -20,000 "
7,2,9,6,3,2,3,1,3,1,1313236927,אגרת שכפול פר תלמיד ,43236,"  -12,598 ","  -9,000 ","  -12,000 "
8,2,9,6,3,2,3,1,3,1,1313236928,סל תלמיד לעולה אתיופיה ,43236,  -   ,  -   ,  -   
5,2,2,7,3,2,3,1,3,1,1313237225,אגרת תלמידי חוץ ,43237,  -   ,  -   ,  -   
0,2,4,7,3,2,3,1,3,1,1313237420,הכנסות מהורים ,43237,  -   ,  -   ,  -   
0,9,4,7,3,2,3,1,3,1,1313237490,הכנסות שונות ,43237,  -   ,  -   ,  -   
0,4,5,7,3,2,3,1,3,1,1313237540,החזרי ביטוח ,43237,  -   ,  -   ,  -   
0,2,9,7,3,2,3,1,3,1,1313237920,סל תלמיד לעולה ,43237,  128 ,  -510 ,  -510 
1,2,9,7,3,2,3,1,3,1,1313237921,השתתפות בשכר מזכירות ,43237,"  -17,916 ","  -17,773 ","  -11,496 "
2,2,9,7,3,2,3,1,3,1,1313237922,העברה מיועדת ,43237,  -   ,  -   ,  -   
3,2,9,7,3,2,3,1,3,1,1313237923,השתת.בשכר שרתים וניהול ע.,43237,"  -470,584 ","  -518,267 ","  -491,422 "
4,2,9,7,3,2,3,1,3,1,1313237924,השתת.בשכר סייעות כיתתיות ,43237,  -   ,  -   ,  -   
5,2,9,7,3,2,3,1,3,1,1313237925,אגרת שכפול יסודי ,43237,  -   ,  -   ,  -   
6,2,9,7,3,2,3,1,3,1,1313237926,השתת.בתשלומי הורים)חומרים,43237,"  -33,706 ","  -20,000 ","  -20,000 "
7,2,9,7,3,2,3,1,3,1,1313237927,אגרת שכפול פר תלמיד ,43237,"  -19,112 ","  -12,000 ","  -12,000 "
8,2,9,7,3,2,3,1,3,1,1313237928,סל תלמיד לעולה אתיופיה ,43237,  -   ,  -   ,  -   
5,2,2,8,3,2,3,1,3,1,1313238225,אגרת תלמידי חוץ ,43238,  -   ,  -   ,  -   
0,2,4,8,3,2,3,1,3,1,1313238420,הכנסות מהורים ,43238,  -   ,  -100 ,  -   
0,9,4,8,3,2,3,1,3,1,1313238490,הכנסות שונות ,43238,  -   ,  -100 ,  -   
0,4,5,8,3,2,3,1,3,1,1313238540,החזרי ביטוח ,43238,  -   ,  -   ,  -   
0,2,9,8,3,2,3,1,3,1,1313238920,סל תלמיד לעולה ,43238,"  -1,750 ",  -612 ,  -   
1,2,9,8,3,2,3,1,3,1,1313238921,השתת.בשכר מזכירות ,43238,"  -2,535 ",  -   ,  -   
2,2,9,8,3,2,3,1,3,1,1313238922,העברה מיועדת ,43238,  -   ,  -100 ,  -   
3,2,9,8,3,2,3,1,3,1,1313238923,השתת.בשכר שרתים וניהול ע.,43238,"  -124,617 ","  -136,501 ",  -   
4,2,9,8,3,2,3,1,3,1,1313238924,השתת.בשכר סייעות כיתתיות ,43238,  -   ,  -   ,  -   
