,שם הפרק,אגף,הסעיף,הפרק,"ת ק ב ו ל י ם  - באלפי ש""ח",2016,2015,סופי 2015,מקורי 2015,2014
345102930,שרותים למפגר,84,930,345102,"משפחות אומנה - מש""ה",8,11,11,11,0
345103930,שרותים למפגר,84,930,345103,משפחות אומנה לשיקום,8,7,7,7,0
345104420,שרותים למפגר,84,420,345104,"סידור במעונות - מש""ה - צד ג'",0,0,6,6,0
345104421,שרותים למפגר,84,421,345104,"שרות מש""ה - צד ג'",79,0,0,0,0
345104930,שרותים למפגר,84,930,345104,"סידור במעונות - מש""ה",12450,12225,12818,11365,0
345105930,שרותים למפגר,84,930,345105,"מעון ממשלתי - מש""ה",4950,4950,5207,5368,0
345106930,שרותים למפגר,84,930,345106,החזקת אוטיסטים במסגרות (100%),4800,4440,4513,3701,0
345107420,שרותים למפגר,84,420,345107,טיפול בהורים ובילדיהם - צד ג',0,0,4,4,0
345107930,שרותים למפגר,84,930,345107,טיפול בהורים ובילדיהם,188,90,91,164,0
345108930,שרותים למפגר,84,930,345108,הסעות לאוטיסטים,75,81,81,81,0
345109420,שרותים למפגר,84,420,345109,מועדוניות לילדים - צד ג',0,7,2,2,0
345109930,שרותים למפגר,84,930,345109,מועדוניות לילדים,52,0,15,15,0
345110930,שרותים למפגר,84,930,345110,מרכז יום ותעסוקה לבוגרים,342,270,272,133,0
345111420,שרותים למפגר,84,420,345111,נפשונים וקייטנות - צד ג',0,0,2,2,0
345111930,שרותים למפגר,84,930,345111,נפשונים וקייטנות,14,14,14,14,0
345200930,שרותים למפגר,84,930,345200,"השתתפות משרד הרווחה למעשי""ם",0,0,0,0,1837
345201930,שרותים למפגר,84,930,345201,"מ.יום אימוני - מש""ה",38,28,28,28,0
345202420,שרותים למפגר,84,420,345202,"מ.יום טיפולי - מש""ה - צד ג'",0,45,36,36,0
345202930,שרותים למפגר,84,930,345202,"מ.יום טיפולי - מש""ה",927,1300,1494,1494,0
345203420,שרותים למפגר,84,420,345203,"מעשי""ם - צד ג'",0,31,25,25,0
345203930,שרותים למפגר,84,930,345203,"מעשי""ם",449,413,397,498,0
345210930,שרותים למפגר,84,930,345210,השתתפות משרד הרווחה ל- אופק,0,0,0,0,732
345300930,שרותים למפגר,84,930,345300,השתתפות משרד הרווחה בשרותים תומכים בקהילה למפגרים (מ- 2014 הסעות בסעיף 931),0,0,0,0,81
345301930,שרותים למפגר,84,930,345301,"שירותים תומכים - מש""ה",27,11,0,24,0
345302420,שרותים למפגר,84,420,345302,"הסעות למרכז יום מש""ה - צד ג'",0,0,7,7,0
345302930,שרותים למפגר,84,930,345302,"הסעות למרכז יום - מש""ה",413,123,123,123,0
345303930,שרותים למפגר,84,930,345303,"מועדון חברתי - מש""ה",6,8,8,8,0
345304420,שרותים למפגר,84,420,345304,"נופשונים - מש""ה - צד ג'",0,4,4,4,0
345304930,שרותים למפגר,84,930,345304,"נופשונים - מש""ה",62,31,31,31,0
,,,,345,"סה""כ  - שרותים למפגר:",25463,24477,25510,23550,23483
,,,,346,שרותי שיקום,,,,,
346101930,שרותי שיקום,84,930,346101,ילדים עיוורים במוסדות ,234,226,226,226,0
346301930,שרותי שיקום,84,930,346301,שיקום העיוור בקהילה,2,5,5,5,0
346302930,שרותי שיקום,84,930,346302,הדרכת עיוור ובני ביתו,75,75,77,58,0
346400930,שרותי שיקום,84,930,346400,"השתתפות משרד הרווחה למרכזי שיקום, הכשרה, מועדונים ופנאי",0,0,0,0,721
346401930,שרותי שיקום,84,930,346401,מפעלי שיקום לעיוור,15,15,19,207,0
346402930,שרותי שיקום,84,930,346402,מפעלי תעסוקה ומועדון,285,285,285,41,0
346500930,שרותי שיקום,84,930,346500,השתתפות משרד הרווחה בהוצאות אחזקת נכים במוסדות,0,0,0,0,6334
346501930,שרותי שיקום,84,930,346501,אחזקת נכים בפנימיות,6300,5850,6168,5906,0
346502420,שרותי שיקום,84,420,346502,אחזקת נכים במשפחות אומנה - צד ג',0,0,4,4,0
346502930,שרותי שיקום,84,930,346502,אחזקת נכים במשפחות אומנה,62,53,53,53,0
346601930,שרותי שיקום,84,930,346601,תעסוקה מוגנת למוגבל,398,375,381,248,0
346602930,שרותי שיקום,84,930,346602,תעסוקה נתמכת לנכים,105,105,108,131,0
346603930,שרותי שיקום,84,930,346603,תוכניות מעבר,24,24,24,24,0
346604930,שרותי שיקום,84,930,346604,איתור תעסוקה,0,0,3,3,0
346605930,שרותי שיקום,84,930,346605,הסעות נכים לתעסוקה י כספי,30,30,31,16,0
346606420,שרותי שיקום,84,420,346606,מס.יום לילד המוגבל - צד ג',0,0,22,22,0
346606930,שרותי שיקום,84,930,346606,מס.יום לילד המוגבל,257,186,184,141,0
346700930,שרותי שיקום,84,930,346700,השתתפות משרד הרווחה בהוצאות טיפול בנכים בקהילה,0,0,0,0,190
346701930,שרותי שיקום,84,930,346701,תוכניות לילד החריג,77,101,114,27,0
346702420,שרותי שיקום,84,420,346702,מ.יום שיקומי לנכים - צד ג' ,0,3,81,81,0
346702421,שרותי שיקום,84,421,346702,שרות שיקום - צד ג' ,3,0,0,0,0
346702930,שרותי שיקום,84,930,346702,מ.יום שיקומי לנכים ,150,150,76,380,0
346703930,שרותי שיקום,84,930,346703,הסעות למעון יום שיקומי,212,77,77,77,0
346704930,שרותי שיקום,84,930,346704,ליווי למעון יום שיקומי,233,49,49,49,0
346705930,שרותי שיקום,84,930,346705,חלופה למ.יום שיקומי,0,0,1,15,0
346706420,שרותי שיקום,84,420,346706,נפשונים להבראה - צד ג',0,0,2,2,0
346706930,שרותי שיקום,84,930,346706,נפשונים להבראה,5,9,9,9,0
346707930,שרותי שיקום,84,930,346707,מועדון חברתי לבוגרים,75,75,122,151,0
346801930,שרותי שיקום,84,930,346801,מרכזי איבחון ושיקום,8,8,9,53,0
346802930,שרותי שיקום,84,930,346802,נכים קשים בקהילה,40,40,40,40,0
346803420,שרותי שיקום,84,420,346803,שיקום נכים בקהילה - צד ג',0,0,4,4,0
346803930,שרותי שיקום,84,930,346803,שיקום נכים בקהילה,30,25,25,25,0
346804930,שרותי שיקום,84,930,346804,מ.יום לנפגעי ראש,75,83,83,83,0
346805930,שרותי שיקום,84,930,346805,בוגרים עיוורים בקהילה,107,107,109,86,0
346806930,שרותי שיקום,84,930,346806,ילדים עיוורים בקהילה,8,8,0,0,0
346807930,שרותי שיקום,84,930,346807,שכונה תומכת נכים,180,0,0,0,0
,,,,346,"סה""כ - שרותי שיקום:",8990,7964,8391,8167,7245
,,,,347,שרותי תקון,,,,,
347101930,שרותי תקון,84,930,347101,בית נועם - 100%,62,17,19,64,0
347102930,שרותי תקון,84,930,347102,טיפול בנוער ובצעירים,23,23,23,4,0
347103930,שרותי תקון,84,930,347103,טיפול בנערות במצוקה,13,28,18,18,0
347104930,שרותי תקון,84,930,347104,בתים חמים לנערות,113,113,115,115,0
347105930,שרותי תקון,84,930,347105,תוכנית תעסוקה לצעירים (אפיקים),143,0,0,0,0
347106930,שרותי תקון,84,930,347106,בתים חמים לנערים,112,0,0,0,0
347301930,שרותי תקון,84,930,347301,התמכרויות מבוגרים,209,75,78,107,0
347302930,שרותי תקון,84,930,347302,בדיקות סמים וסיוע,4,4,9,9,0
347303930,שרותי תקון,84,930,347303,טיפול בנוער מתמכר,40,26,27,41,0
,,,,347,"סה""כ - תקון:",719,286,289,358,0
,,,,3474,"מפת""ן ארז",,,,,
347400930,"מפת""ן ארז",84,930,347400,"השתתפות משרד הרווחה למפת""ן ""ארז"" ",0,0,0,0,1004
347400931,"מפת""ן ארז",84,931,347400,"השתתפות משרד הרווחה לתלמידי חוץ - מפת""ן (100%)",0,0,0,0,378
347400932,"מפת""ן ארז",84,932,347400,"השתתפות משרד הרווחה להפעלת חוגים במפת""ן (מיתר)",0,0,0,0,329
347401930,"מפת""ן ארז",84,930,347401,"מפת""ן ארז",910,910,910,1180,0
347401931,"מפת""ן ארז",84,931,347401,"מפת""ן ארז - ילדי חוץ",368,368,53,368,0
347403930,"מפת""ן ארז",84,930,347403,"פעולות משלימות למפת""ן",24,24,24,24,0
347404930,"מפת""ן ארז",84,930,347404,מיתר,246,246,246,246,0
347404931,"מפת""ן ארז",84,931,347404,מיתר-ילדי חוץ,62,65,380,380,0
347500420,"מפת""ן ארז",84,420,347500,השתתפות פונים לטפול באלימות,0,0,0,0,30
347500930,"מפת""ן ארז",84,930,347500,השתתפות משרד הרווחה לטפול באלימות,0,0,0,0,350
347500931,"מפת""ן ארז",84,931,347500,השתתפות משרד הרווחה למקלטי נשים מוכות,0,0,0,0,70
,,,,347,"סה""כ - מפת""ן ארז:",1610,1613,1613,2198,2160
,,,,348,שרותים קהילתיים,,,,,
348200930,שרותים קהילתיים,84,930,348200,השתתפות משרד הרווחה למרכזים קהילתיים,0,0,0,0,22
348201420,שרותים קהילתיים,84,420,348201,עבודה קהילתית-צד ג',12,5,5,5,0
348201930,שרותים קהילתיים,84,930,348201,עבודה קהילתית,13,13,13,13,0
348202930,שרותים קהילתיים,84,930,348202,קהילות פונקציונאליות,8,10,10,10,0
348300930,שרותים קהילתיים,84,930,348300,השתתפות משרד הרווחה לפעולות התנדבות,0,0,0,0,4
348301930,שרותים קהילתיים,84,930,348301,פע' התנדבות בקהילה,10,10,16,16,0
348302930,שרותים קהילתיים,84,930,348302,לשכות יעוץ לאזרח,4,4,4,4,0
,,,,348,"סה""כ - שרותים קהילתיים:",47,42,48,48,26
,,,,349,שרותים לעולים,,,,,
349001930,שרותים לעולים,84,930,349001,נכים בפנימיות - עולים,89,89,89,89,0
349002420,שרותים לעולים,84,420,349002,מ.יום טיפולי - עולים - צד ג',0,0,8,8,0
349002930,שרותים לעולים,84,930,349002,מ.יום טיפולי-עולים,36,30,30,30,0
349003930,שרותים לעולים,84,930,349003,"סידור במעונות - מש""ה - עולים",150,150,150,150,0
349004930,שרותים לעולים,84,930,349004,משפחות עולים במצוקה,18,18,18,18,0
349005930,שרותים לעולים,84,930,349005,מרכזי טיפ. באלימות עולים,7,34,35,7,0
349006420,שרותים לעולים,84,420,349006,ילדים בפנימיות - עולים - צד ג',0,0,17,17,0
349006930,שרותים לעולים,84,930,349006,ילדים בפנימיות - עולים,495,495,460,685,0
349007930,שרותים לעולים,84,930,349007,מעונות יום - עולים,23,23,24,46,0
349008420,שרותים לעולים,84,420,349008,ילדים במצוקה עולים - צד ג',0,0,3,3,0
349008930,שרותים לעולים,84,930,349008,ילדים במצוקה עולים,11,11,17,17,0
349009420,שרותים לעולים,84,420,349009,טיפול בזקנים - עולים - צד ג',0,0,2,2,0
349009930,שרותים לעולים,84,930,349009,טיפול בזקנים - עולים,31,31,31,31,0
349010930,שרותים לעולים,84,930,349010,עובדי שכונה עולים,31,31,31,31,0
349011930,שרותים לעולים,84,930,349011,אבח. ושיקום נכים - עולים,13,7,7,7,0
349100930,שרותים לעולים,84,930,349100,השתתפות משרד הרווחה לטיפול במשפחות עולים,0,0,0,0,74
349300930,שרותים לעולים,84,930,349300,השתתפות משרד הרווחה לטיפול בילדים עולים,0,0,0,0,636
349400930,שרותים לעולים,84,930,349400,השתתפות משרד הרווחה בעזרה לזקנים עולים,0,0,0,0,27
,,,,349,"סה""כ - שרותים לעולים:",904,919,922,1141,738
,,,,34,"סה""כ - שרותי חברה וקהילה:",57902,53955,55848,53649,50349
,,,,36,קליטת עלייה,,,,,
,,,,361,אולפנים וקליטה בחינוך,,,,,
361000920,אולפנים וקליטה בחינוך,81,920,361000,"השתתפות משרד החינוך עבור ""סל קליטה לתלמיד""",50,40,40,40,43
,,,,361,"סה""כ - אולפנים וקליטה בחינוך:",50,40,40,40,43
,,,,369,שרותי קליטה שונים,,,,,
369000950,שרותי קליטה שונים,81,950,369000,"השתתפות משרד הקליטה לפרוייקטים מיוחדים וכ""א",385,85,85,85,99
,,,,369,"סה""כ  - שרותי קליטה שונים:",385,85,85,85,99
,,,,36,"סה""כ - קליטת עלייה:",485,165,165,165,184
,,,,379,איכות הסביבה,,,,,
379000997,איכות הסביבה,3,997,379000,"השתתפות המשרד לאיכות הסביבה להפעלת היח' לאיכה""ס",135,135,135,135,188
379000998,איכות הסביבה,3,998,379000,"השתתפות נוספת של המשרד לאיכות הסביבה להפעלת היח' לאיכה""ס",0,34,34,0,0
,,,,37,"סה""כ  - איכות הסביבה:",135,169,169,135,188
,,,,3,"סה""כ שרותים ממלכתיים:",232341,224942,228609,228510,214218
,,,,4,מפעלים ונכסים,,,,,
,,,,41,מים,,,,,
413100210,מים,2,210,413100,אגרת מים,0,550,360,0,773
413200420,מים,2,420,413200,"תקבולים מהתאגיד למימון עלויות עובדים ""מושאלים""",2189,2100,2250,2250,2020
413300220,מים,2,220,413300,הכנסות מביצוע עבודות מים,0,0,0,0,65
,,,,41,"סה""כ  - מים:",2189,2650,2610,2250,2858
,,,,43,נכסים ותחזוקה,,,,,
430000670,נכסים,2,670,430000,הכנסות מזכיונות ושכירויות של נכסי העירייה ,6500,5500,4600,4600,4566
430000671,נכסים,2,671,430000,הכנסות ממערך השילוט (באמצעות החב' הכלכלית),2805,2770,2850,2850,2799
430000672,נכסים,2,672,430000,הכנסות ממערכות פוטו וולטאיות (באמצעות החב' הכלכלית),140,135,140,140,131
