,,,,,ה צ ע ת  התקציב הרגיל לשנת: 2015,תקציב,אומדן,תקציב,תקציב,ביצוע
430000671,נכסים,2,671,430000,הכנסות ממערך השילוט (באמצעות החב' הכלכלית),2850,2800,2700,2700,2862
430000672,נכסים,2,672,430000,הכנסות ממערכות פוטו וולטאיות (באמצעות החב' הכלכלית),140,140,140,140,140
,,,,43,"סה""כ - נכסים:",7590,7540,7140,7140,7749
,,,,44,חניית מכוניות,,,,,
443000280,חניית מכוניות,3,280,443000,קנסות חנייה,9250,9250,8750,8750,9890
443100220,חניית מכוניות,2,220,443100,הכנסות מחניונים עירוניים - מהחב' הכלכלית,4745,4535,4500,4500,4912
443200220,חניית מכוניות,2,220,443200,אגרות חנייה ,8000,7750,6150,6150,6505
443200222,חניית מכוניות,2,222,443200,הכנסות ממדחנים - מהחב' הכלכלית ,1500,1550,1660,1660,1653
,,,,44,"סה""כ - חניית מכוניות:",23495,23085,21060,21060,22961
,,,,47,מפעל הביוב,,,,,
471000590,מפעל הביוב,7,590,471000,"מימון של פרע""מ ביוב מקרע""פ (עד 2013 בפרק 472.)",9750,9850,10100,10100,0
472000210,מפעל הביוב,2,210,472000,אגרת ביוב,0,40,0,0,118
472000420,מפעל הביוב,2,420,472000,"תקבולים מהתאגיד למימון עלויות עובדים ""מושאלים"" (ביוב)",190,185,185,185,182
473000420,מכון הטיהור,2,420,473000,"תקבולים מהתאגיד למימון עלויות עובדים ""מושאלים"" (מכון הטיהור)",1670,1616,1646,1646,1595
,,,,47,"סה""כ - אגרת ביוב:",11610,11691,11931,11931,1895
,,,,4,"סה""כ - מפעלים ונכסים:",0,0,0,0,0
,,,,5,תקבולים בלתי רגילים,,,,,
511000660,תקבולים בלתי רגילים,7,660,511000,הכנסות מימון,8204,8098,8098,8098,10573
511000661,תקבולים בלתי רגילים,7,661,511000,הכנסות מימון מהסדרי תשלומים,70,70,70,70,149
511000662,תקבולים בלתי רגילים,2,662,511000,הכנסות מדיבידנד,0,0,0,0,12787
513000510,תקבולים בלתי רגילים,7,510,513000,הכנסות והחזר הוצאות משנים קודמות ,3000,4700,4362,2000,3800
591100590,תקבולים בלתי רגילים,7,590,591100,החזרות מקרנות הרשות השונות,100,100,100,100,197
591100591,תקבולים בלתי רגילים,7,591,591100,"מימון פרע""מ פיתוח מהיטלי השבחה",7700,8700,9100,9100,7305
591100592,תקבולים בלתי רגילים,7,592,591100,"מימון פרע""מ מים מהיטלי מים",500,510,550,550,0
591100593,תקבולים בלתי רגילים,7,593,591100,"מימון פרע""מ כבישים מהיטלי סלילת כבישים ומדרכות",4850,5200,5450,5450,5324
591100594,תקבולים בלתי רגילים,7,594,591100,"מימון פרע""מ ניקוז מהיטלי תיעול (ניקוז) ומהיטלי השבחה ",6050,6000,6150,6150,6037
594000420,תקבולים בלתי רגילים,7,420,594000,"השתתפות קרן דמ""נ",350,340,125,125,296
594000910,תקבולים בלתי רגילים,7,910,594000,השתתפות משרד הפנים לפנסיה צוברת,380,380,550,550,377
597200490,תקבולים בלתי רגילים,7,490,597200,השתתפות רשויות אחרות במימון עלויות פנסיה (להוציא חינוך ורווחה),370,0,0,0,0
,,,,5,"סה""כ - תקבולים בלתי רגילים:",31574,34098,34555,32193,46845
,,,,6,מינהל ומימון,,,,,
,,,,61,מינהל כללי,,,,,
,,,,6111,נבחרים,,,,,
611100100,נבחרים,1,100,611100,משכורות כוללות ,2150,2075,2075,2075,2027
611100514,נבחרים,1,514,611100,מתנות,10,10,10,10,7
611100540,נבחרים,1,540,611100,הוצאות טלפון,20,15,20,20,9
611100780,נבחרים,1,780,611100,הוצאות אחרות,25,15,15,15,12
,,,,6111,"סה""כ  - נבחרים:",2205,2115,2120,2120,2054
,,,,6112,מועצה וועדות,,,,,
611200100,מועצה וועדות,1,100,611200,שכר ריכוז ועדות,985,950,940,940,1103
611200410,מועצה וועדות,2,410,611200,שכר דירה,30,27,27,27,25
611200470,מועצה וועדות,1,470,611200,ציוד משרדי שוטף ,10,10,10,10,5
611200560,מועצה וועדות,1,560,611200,הוצאות הקלטה ורישום סטנוגרמות,30,15,35,35,14
611200570,מועצה וועדות,10,570,611200,הוצאות מיכון וועדות,41,28,28,28,9
611200750,מועצה וועדות,5,750,611200,ניקיון בקבלנות,5,5,5,5,4
611200780,מועצה וועדות,1,780,611200,"תפעול ישיבות מועצה, ועדות ושונות",120,100,150,150,107
611200781,מועצה וועדות,1,781,611200,הוצאות לפעולות - ועדת חינוך ,90,90,90,90,85
611200782,מועצה וועדות,1,782,611200,הוצאות לפעולות - ועדת מעמד הילד ,30,30,30,30,21
611200783,מועצה וועדות,1,783,611200,הוצאות לפעולות - ועדת נגישות,150,60,60,60,53
611200784,מועצה וועדות,82,784,611200,הוצאות לפעולות - פורום צעירים (ב- 2015 הועבר למרכז צעירים - סעיף 7692/782),0,170,170,170,169
611200785,מועצה וועדות,1,785,611200,הוצאות לפעולות - ועדת תנועה,30,30,30,30,5
611200786,מועצה וועדות,1,786,611200,הוצאות לפעולות - ועדת ערר לארנונה,80,60,90,90,77
611200787,מועצה וועדות,81,787,611200,הוצאות לפעולות - ועדת בריאות (ב- 2014 הופרד מסעיף 831/780),14,15,15,15,0
611200788,מועצה וועדות,4,788,611200,הוצאות לפעולות - ועדת בניין עיר,30,25,25,25,0
,,,,6112,"סה""כ - מועצה (+ ועדות):",1645,1615,1705,1705,1676
,,,,6113,הנהלה כללית,,,,,
611300100,הנהלה כללית,1,100,611300,משכורות כוללות  ,3900,3500,4165,4040,2883
611300470,הנהלה כללית,1,470,611300,ציוד משרדי שוטף ,60,60,60,60,45
611300511,הנהלה כללית,1,511,611300,הוצאות כיבוד,120,120,120,100,84
611300522,הנהלה כללית,1,522,611300,"ספרים, עתונים ואגרת טלוויזיה",85,85,85,85,82
611300530,הנהלה כללית,5,530,611300,אחזקת רכב עירוני - מינהלי (2),190,130,110,110,53
611300540,הנהלה כללית,1,540,611300,דואר וטלפון ישיר,60,50,75,75,43
611300550,הנהלה כללית,12,550,611300,פרסומים ודפוס,300,98,98,98,96
611300560,הנהלה כללית,1,560,611300,הוצאות משרד ושוטפות  ,25,20,20,20,13
611300570,הנהלה כללית,10,570,611300,הוצאות מיכון,17,17,17,17,16
611300742,הנהלה כללית,12,742,611300,אחזקת מכונת צילום,3,2,3,3,2
611300750,הנהלה כללית,5,750,611300,אבטחת בנין העירייה בקבלנות ,390,380,380,206,167
611300751,הנהלה כללית,5,751,611300,אחזקת מעלית,11,11,11,11,8
611300752,הנהלה כללית,1,752,611300,הוצאות בגין ייעוץ חיצוני ,100,100,100,50,0
611300755,הנהלה כללית,1,755,611300,"העסקת כ""א באמצעות חב' השמה",300,290,290,70,54
611300780,הנהלה כללית,1,780,611300,הוצאות אחרות לפעולות,20,20,20,20,17
611300930,הנהלה כללית,1,930,611300,רכישת ציוד יסודי,5,5,5,5,4
611300950,הנהלה כללית,1,950,611300,בקרה על העסקת עובדי קבלן,50,25,50,0,25
,,,,6113,"סה""כ  - הנהלה כללית:",5636,4913,5609,4970,3593
,,,,612,מבקר העירייה,,,,,
612000100,מבקר העירייה,1,100,612000,משכורות כוללות,930,900,900,900,863
612000410,מבקר העירייה,2,410,612000,שכר דירה (כולל ועד בית),75,67,72,72,65
612000522,מבקר העירייה,1,522,612000,ספרים ועתונים,5,5,5,5,0
612000540,מבקר העירייה,1,540,612000,פלאפון וטלפון ישיר,6,6,6,6,3
612000780,מבקר העירייה,1,780,612000,הוצאות לפעולות ושוטפות,270,270,270,270,235
612000930,מבקר העירייה,1,930,612000,רכישת ציוד יסודי,12,12,12,12,4
,,,,612,"סה""כ  - מבקר העירייה:",1298,1260,1265,1265,1170
,,,,6121,נציב תלונות הציבור,,,,,
612100100,נציב תלונות הציבור,1,100,612100,משכורות כוללות,600,680,705,705,653
612100540,נציב תלונות הציבור,1,540,612100,טלפון ישיר,5,5,5,5,3
612100560,נציב תלונות הציבור,1,560,612100,הוצאות משרד ושונות,11,11,11,11,4
612100570,נציב תלונות הציבור,10,570,612100,הוצאות מיכון,19,18,18,18,17
612100755,נציב תלונות הציבור,1,755,612100,העסקה באמצעות חברת השמה,0,0,28,28,35
612100780,נציב תלונות הציבור,1,780,612100,הוצאות ליישום חוק חופש המידע,10,10,10,10,0
,,,,6121,"סה""כ  - נציב תלונות הציבור:",645,724,777,777,712
,,,,613,מזכיר העיר,,,,,
613000100,מזכיר העיר,1,100,613000,משכורות כוללות,1035,1000,1100,1100,973
613000522,מזכיר העיר,1,522,613000,ספרים ועתונים ,3,2,2,2,1
613000540,מזכיר העיר,1,540,613000,דואר וטלפון ישיר,9,9,9,9,10
613000560,מזכיר העיר,1,560,613000,הוצאות משרד ושונות,10,10,10,10,8
613000750,מזכיר העיר,1,750,613000,שרותי שליחות,120,110,120,120,102
613000751,מזכיר העיר,1,751,613000,שרותי ארכיב בקבלנות,250,240,250,250,240
613000780,מזכיר העיר,1,780,613000,ארכיון עירוני (הסטורי),42,40,44,44,32
613000781,מזכיר העיר,1,781,613000,פרס הרצל  ,0,170,170,0,0
613000782,מזכיר העיר,1,782,613000,דמי אחזקת תו תקן ISO,70,70,70,70,68
613000785,מזכיר העיר,1,785,613000,שלטי הנצחה,80,120,120,20,0
,,,,613,"סה""כ  - מזכיר העיר:",1619,1771,1895,1625,1434
,,,,614,הסברה ותדמית,,,,,
614000100,הסברה ותדמית,12,100,614000,משכורות כוללות,1250,900,1200,1200,1072
614000470,הסברה ותדמית,12,470,614000,ציוד משרדי שוטף ,29,20,29,29,14
614000514,הסברה ותדמית,12,514,614000,"מזכרות, מתנות למשלחות, סמלים ושונות",200,142,142,142,125
614000530,הסברה ותדמית,5,530,614000,אחזקת רכב עירוני - מינהלי,30,30,34,34,37
614000540,הסברה ותדמית,12,540,614000,טלפון ישיר ,15,10,15,15,10
614000550,הסברה ותדמית,12,550,614000,פרסומים ודפוס,525,475,475,475,423
614000551,הסברה ותדמית,12,551,614000,תהליך מיתוג העיר,60,100,100,100,99
614000571,הסברה ותדמית,12,571,614000,אחזקת אינטרנט עירוני ,200,200,200,200,158
614000755,הסברה ותדמית,12,755,614000,העסקה באמצעות חברת השמה,0,0,0,0,7
614000780,הסברה ותדמית,12,780,614000,הוצאות שונות ורזרבה ,120,120,120,120,104
614000784,הסברה ותדמית,12,784,614000,תיעוד,120,100,100,100,90
,,,,614,"סה""כ  - הסברה ותדמית:",2549,2097,2415,2415,2139
,,,,615,משאבי אנוש,,,,,
615000100,משאבי אנוש,11,100,615000,משכורות כוללות ,2445,2360,2360,2360,2282
615000470,משאבי אנוש,11,470,615000,ציוד משרדי שוטף,65,55,55,55,46
615000521,משאבי אנוש,11,521,615000,"השתלמויות, הדרכה  והעשרה מקצועית (בנפרד: מצילים, שפ""ח ושר""ק) ",320,370,370,370,309
615000522,משאבי אנוש,11,522,615000,ספרות מקצועית,10,10,10,10,10
615000523,משאבי אנוש,11,523,615000,דמי חבר בארגונים - כללי  (חינוך בפרק .811),360,335,330,330,286
615000524,משאבי אנוש,11,524,615000,"השתתפות בשכ""ל ",150,135,135,135,74
615000526,משאבי אנוש,11,526,615000,השתלמות אירגונית ,250,250,350,500,876
615000540,משאבי אנוש,11,540,615000,פלאפון וטלפון ישיר,10,8,10,10,5
615000550,משאבי אנוש,12,550,615000,פרסומים ודפוס,216,216,216,216,155
615000560,משאבי אנוש,11,560,615000,הוצאות משרד ושונות ,15,15,15,15,9
615000570,משאבי אנוש,10,570,615000,אחזקת מערכות נוכחות ומיכון,166,151,151,151,152
615000742,משאבי אנוש,11,742,615000,אחזקת מכונת צילום,3,3,3,3,2
615000780,משאבי אנוש,11,780,615000,סקרים והוצאות לפעולות,35,35,35,35,27
615000781,משאבי אנוש,11,781,615000,פעולות גיבוש וארועי עובדים ,180,180,230,80,48
615000782,משאבי אנוש,11,782,615000,איבחון מועמדים לעבודה,15,10,15,15,0
615000930,משאבי אנוש,11,930,615000,רכישת ציוד יסודי,35,20,34,34,33
615000960,משאבי אנוש,11,960,615000,"רזרבת ר' האגף להוצאות ב""צ ",10,10,10,10,3
,,,,615,"סה""כ - משאבי אנוש:",4285,4163,4329,4329,4315
,,,,616,יח' מטה למיחשוב ,,,,,
616000100,יח' מטה למיחשוב ,10,100,616000,משכורות כוללות ,1810,1750,1750,1750,1638
616000410,יח' מטה למיחשוב ,2,410,616000,שכר דירה (כולל ועד בית),165,150,138,138,124
616000530,יח' מטה למיחשוב ,5,530,616000,אחזקת רכב עירוני - מינהלי (1),30,30,28,28,22
616000540,יח' מטה למיחשוב ,10,540,616000,פלאפון וטלפון ישיר,22,22,22,22,21
616000570,יח' מטה למיחשוב ,10,570,616000,הוצאות מיכון ,590,390,390,390,390
616000571,יח' מטה למיחשוב ,10,571,616000,תמיכה שוטפת בתשתיות מיחשוב ,607,570,570,550,525
616000572,יח' מטה למיחשוב ,10,572,616000,חידוש ורכישת רישיונות (שירות ל- PC בסעיף 571) ,130,130,130,130,77
616000573,יח' מטה למיחשוב ,10,573,616000,טיפול בפרוייקטים עירוניים,250,200,200,200,119
616000574,יח' מטה למיחשוב ,10,574,616000,קווי אינטרנט ותקשורת כלל עירוני,164,163,163,163,147
616000750,יח' מטה למיחשוב ,10,750,616000,שירותי ייעוץ בנושאי מיחשוב (כולל מתאם האוטומציה) ,541,521,521,516,605
