,"הצעת   התקציב   הרגיל   לשנת   2016   בש""ח",,,,,,,,,
315720926,926,315720,1,,"השאלת מורים לחט""ב ",גמיש,-100.00% ,0,-248000,-246774.57
315720928,928,315720,1,,ליווי לטיולים     ,גמיש,-4.52% ,-190000,-199000,-210139.47
315720930,930,315720,1,,עוז לתמורה,גמיש,-35.73% ,-804000,-1251000,-554592.75
315720932,932,315720,1,,גמול בגרות אחוזי,גמיש,2.01% ,-254000,-249000,-252670.78
315720938,938,315720,1,,השתת' מש' החינוך בטיולים,גמיש,0.00% ,0,0,-330348
315730920,920,315730,1,,"השת' הממשלה בשכל""מ",גמיש,-6.51% ,-8114000,-8679000,-8328319.74
315730921,921,315730,1,,"השתת' ממשלה - חט""ב",גמיש,-8.85% ,-1009000,-1107000,-1090838.63
315730922,922,315730,1,,שעורי עזר לעולים  ,גמיש,0.00% ,-10000,-10000,-18637.1
315730923,923,315730,1,,שעורי עזר לנכים   ,גמיש,4.00% ,-10400,-10000,-14340.72
315730925,925,315730,1,,"קרן השתלמות לשכ""ל ",גמיש,4.37% ,-525000,-503000,-542834.07
315730926,926,315730,1,,"השאלת מורים לחט""ב ",גמיש,-100.00% ,0,-60000,-59187.28
315730928,928,315730,1,,ליווי לטיולים     ,גמיש,-2.98% ,-163000,-168000,-177774.25
315730930,930,315730,1,,עוז לתמורה,גמיש,-10.37% ,-2983000,-3328000,-2716440.62
315730932,932,315730,1,,גמול בגרות אחוזי,גמיש,1.79% ,-228000,-224000,-223187.86
315730938,938,315730,1,,השתת' מש' החינוך בטיולים,גמיש,0.00% ,0,0,216404
315730939,939,315730,1,,"פרוייקט ""מניפה""",גמיש,3.75% ,-249000,-240000,-252682.4
315740416,416,315740,1,,פר' קשישים-משתתפים,גמיש,0.00% ,-30600,-30600,-30600
315740425,425,315740,1,,השת'תלמידים-שעורים,גמיש,0.00% ,0,0,-53.5
315740920,920,315740,1,,"השת' הממשלה בשכל""מ",גמיש,-1.19% ,-15312000,-15497000,-16164026.78
315740921,921,315740,1,,"השתת' ממשלה - חט""ב",גמיש,-2.71% ,-2440000,-2508000,-2470275.1
315740922,922,315740,1,,שעורי עזר לעולים  ,גמיש,0.00% ,-35000,-35000,-34175.82
315740923,923,315740,1,,שעורי עזר לנכים   ,גמיש,0.00% ,-5000,-5000,0
315740924,924,315740,1,,תיגבור יהדות,גמיש,0.00% ,-42000,0,-16798.56
315740925,925,315740,1,,"קרן השתלמות לשכ""ל ",גמיש,2.99% ,-1069000,-1038000,-1195353.87
315740926,926,315740,1,,"השאלת מורים לחט""ב ",גמיש,-100.00% ,0,-20000,-6232.38
315740928,928,315740,1,,ליווי לטיולים     ,גמיש,1.47% ,-345000,-340000,-336856.94
315740930,930,315740,1,,עוז לתמורה,גמיש,-8.55% ,-7750000,-8475000,-6644831.16
315740932,932,315740,1,,גמול בגרות אחוזי,גמיש,2.69% ,-496000,-483000,-486885.81
315740938,938,315740,1,,השתת' מש' החינוך בטיולים,גמיש,0.00% ,0,0,-104372
315750920,920,315750,1,,"השת' הממשלה בשכל""מ",גמיש,2.98% ,-10908500,-10593000,-11359754.86
315750921,921,315750,1,,"השתת' ממשלה - חט""ב",גמיש,-3.22% ,-993000,-1026000,-1002821.51
315750922,922,315750,1,,שעורי עזר לעולים  ,גמיש,0.00% ,0,0,-1979.12
315750925,925,315750,1,,"קרן השתלמות לשכ""ל ",גמיש,-0.71% ,-559000,-563000,-768218.52
315750926,926,315750,1,,"השאלת מורים לחט""ב ",גמיש,-10.50% ,-358000,-400000,-234594.9
315750928,928,315750,1,,ליווי לטיולים     ,גמיש,3.27% ,-158000,-153000,-198921.49
315750930,930,315750,1,,עוז לתמורה,גמיש,-13.02% ,-3226000,-3709000,-3103123.11
315750932,932,315750,1,,גמול בגרות אחוזי,גמיש,2.46% ,-208000,-203000,-274375.65
315750938,938,315750,1,,השתת' מש' החינוך בטיולים,גמיש,0.00% ,0,0,-44512
315760414,414,315760,1,,שע' עזר - אולפנא ( הורים ),גמיש,-37.50% ,-50000,-80000,-85693.27
315760920,920,315760,1,,"השת' הממשלה בשכל""מ",גמיש,5.56% ,-4840000,-4585000,-4138109.37
315760921,921,315760,1,,"השתת' ממשלה - חט""ב",גמיש,9.52% ,-575000,-525000,-516730.74
315760922,922,315760,1,,שעורי עזר לעולים  ,גמיש,-1.30% ,-152000,-154000,-212998.64
315760923,923,315760,1,,שעורי עזר לנכים   ,גמיש,0.00% ,-44000,-44000,-35264
315760924,924,315760,1,,שעות רב,גמיש,0.00% ,0,0,-155550.72
315760925,925,315760,1,,"קרן השתלמות לשכ""ל ",גמיש,2.07% ,-197000,-193000,-200656.76
315760926,926,315760,1,,"השאלת מורים לחט""ב ",גמיש,0.00% ,0,0,13272.22
315760928,928,315760,1,,ליווי לטיולים     ,גמיש,-1.37% ,-72000,-73000,-83399.09
315760930,930,315760,1,,עוז לתמורה,גמיש,47.27% ,-162000,-110000,-138768.09
315760932,932,315760,1,,גמול בגרות אחוזי,גמיש,0.00% ,-86000,-86000,-86884.61
315760938,938,315760,1,,השתת' מש' החינוך בטיולים,גמיש,0.00% ,0,0,-29581
315770920,920,315770,1,,"השת' הממשלה בשכל""מ",גמיש,7.91% ,-8443000,-7824000,-7454304.83
315770921,921,315770,1,,"השתת' ממשלה - חט""ב",גמיש,1.95% ,-1362000,-1336000,-1346126.89
315770922,922,315770,1,,שעורי עזר לעולים  ,גמיש,0.00% ,-15000,-15000,-20379.81
315770925,925,315770,1,,"קרן השתלמות לשכ""ל ",גמיש,14.72% ,-530000,-462000,-518578.56
315770926,926,315770,1,,"השאלת מורים לחט""ב ",גמיש,-72.08% ,-74000,-265000,-161242.85
315770928,928,315770,1,,ליווי לטיולים     ,גמיש,5.04% ,-146000,-139000,-150850.04
315770929,929,315770,1,,אשכולות פיס       ,גמיש,0.87% ,-406000,-402500,-411427.9
315770930,930,315770,1,,עוז לתמורה,גמיש,1.24% ,-4312000,-4259000,-2760838.6
315770932,932,315770,1,,גמול בגרות אחוזי,גמיש,13.78% ,-223000,-196000,-202290.81
315770938,938,315770,1,,השתת' מש' החינוך בטיולים,גמיש,0.00% ,0,0,-46016
315790921,921,315790,1,,השתת' משרד החינוך ,גמיש,-10.10% ,-89000,-99000,-101301
315790938,938,315790,1,,השתת' מש' החינוך בטיולים,גמיש,0.00% ,0,0,9288
315800920,920,315800,1,,"השת' הממשלה בשכל""מ",גמיש,-5.17% ,-4619000,-4871000,-4640674.54
315800921,921,315800,1,,"השתת' הממשלה-חט""ב",גמיש,3.23% ,-864000,-837000,-857452.98
315800922,922,315800,1,,שעורי עזר לעולים  ,גמיש,0.00% ,-4000,-4000,-14618.66
315800924,924,315800,1,,תיגבור לימודי יהדות,גמיש,25.76% ,-83000,-66000,-66369.12
315800925,925,315800,1,,"קרן השתלמות לשכ""ל ",גמיש,7.19% ,-328000,-306000,-358048.42
315800926,926,315800,1,,"השאלת מורים לחט""ב ",גמיש,-100.00% ,0,-58000,-44803.71
315800928,928,315800,1,,ליווי לטיולים     ,גמיש,5.56% ,-95000,-90000,-98190.61
315800930,930,315800,1,,עוז לתמורה,גמיש,3.20% ,-2739000,-2654000,-2410933.04
315800932,932,315800,1,,גמול בגרות אחוזי,גמיש,9.35% ,-152000,-139000,-144920.53
315800938,938,315800,1,,השתת' מש' החינוך בטיולים,גמיש,0.00% ,0,0,-33905
315810920,920,315810,1,,"השת' הממשלה בשכל""מ",גמיש,0.00% ,-1196000,0,0
315810921,921,315810,1,,"השתת' הממשלה-חט""ב",גמיש,-0.56% ,-532000,-535000,-430899.39
315810925,925,315810,1,,"קרן השתלמות לשכ""ל ",גמיש,0.00% ,-100000,0,0
315810928,928,315810,1,,ליווי לטיולים     ,גמיש,0.00% ,-50000,0,0
315810930,930,315810,1,,עוז לתמורה,גמיש,0.00% ,-806000,0,0
315810932,932,315810,1,,גמול בגרות אחוזי,גמיש,0.00% ,-50000,0,0
315820920,920,315820,1,,"השת' הממשלה בשכל""מ",גמיש,0.00% ,-429000,0,0
315820925,925,315820,1,,"קרן השתלמות לשכ""ל ",גמיש,0.00% ,-20000,0,0
315820928,928,315820,1,,ליווי לטיולים     ,גמיש,0.00% ,-6000,0,0
315820930,930,315820,1,,עוז לתמורה,גמיש,0.00% ,-279000,0,0
315820932,932,315820,1,,גמול בגרות אחוזי,גמיש,0.00% ,-9600,0,0
317000221,221,317000,1,,אג' חנוך גני ילדים,גמיש,0.00% ,0,0,-223767.41
317000223,223,317000,1,,אגרת שירותים      ,גמיש,20.72% ,-4649000,-3851200,-4077257.13
317000420,420,317000,1,,ביטוח תלמידי תיכון,גמיש,60.05% ,-514400,-321400,-352449.5
317000430,430,317000,1,,הכנסות ביטוח אורט,גמיש,0.00% ,-55700,,
317000921,921,317000,1,,השתתפות בשיכפול   ,גמיש,1.15% ,-618000,-611000,-580179.45
317000922,922,317000,1,,סל לעולים         ,גמיש,0.00% ,-150000,-150000,-217641.12
317000923,923,317000,1,,משרד חינוך-שיפוצים,גמיש,-1.04% ,-854000,-863000,-875952.5
317000924,924,317000,1,,השאלת ספרי לימוד,גמיש,75.69% ,-844200,-480500,-464963
317000926,926,317000,1,,השת' מ'חינוך באגרה,גמיש,1.11% ,-1091000,-1079000,-1099419.1
317000990,990,317000,1,,השת' הממשלה בשמירה,גמיש,-1.84% ,-4849000,-4940000,-4607621.89
317200927,927,317200,1,,משרד ראש הממשלה,גמיש,0.00% ,-30000,-30000,0
317210422,422,317210,1,,מרכז מחשבים       ,גמיש,0.00% ,0,0,-600
317210920,920,317210,1,,הכנסות משרד החינוך,גמיש,42.86% ,-50000,-35000,-25723.2
317210922,922,317210,1,,מרכז מחשבים מ.ח.,גמיש,75.00% ,-70000,-40000,0
317300421,421,317300,1,,שרות משלים        ,גמיש,-100.00% ,0,-30000,-84124
317300920,920,317300,1,,שרות פסיכולוגי    ,גמיש,5.15% ,-5571000,-5298000,-4984257.71
317300921,921,317300,1,,"איבחונים חט""ע",גמיש,0.00% ,-41000,-41000,0
317300923,923,317300,1,,"השתל' והדרכה משה""ח   ",גמיש,-0.40% ,-123000,-123500,-187905.04
317600921,921,317600,1,,משרד החינוך רווחה ,גמיש,0.00% ,-200000,-200000,-76607
317600923,923,317600,1,,מגשרת בוכרית,גמיש,0.00% ,-41000,-41000,-41737.05
317800420,420,317800,1,,השת' הורים בהסעות ,גמיש,144.44% ,-220000,-90000,-229148.5
317800421,421,317800,1,,מחוננים,גמיש,-100.00% ,0,-60000,0
317800422,422,317800,1,,"בי""ס ממ""ד",גמיש,-100.00% ,0,-50000,0
317800920,920,317800,1,,השת' הממשלה בהסעות,גמיש,-9.28% ,-6940000,-7650000,-3507432.61
317800922,922,317800,1,,מלווים בהסעים,גמיש,1.92% ,-5300000,-5200000,-5210077.44
317800924,924,317800,1,,הסעות מסגרות קיץ,גמיש,0.00% ,0,0,-4197.22
317930424,424,317930,1,,הכנסות מתיאטרון   ,גמיש,0.00% ,-1800000,-1800000,-1563518
318200920,920,318200,1,,השת' הממשלה בתהילה,גמיש,0.00% ,-35000,-35000,0
318200990,990,318200,1,,משרד ראש הממשלה,גמיש,0.00% ,-30000,-30000,0
322200420,420,322200,1,,השתת' עצמית תרבות ,גמיש,0.00% ,0,0,-36185
322200424,424,322200,1,,תרבות תורנית,גמיש,0.00% ,0,0,-14760
322200920,920,322200,1,,מש' החינוך - תרבות תורנית,גמיש,0.00% ,0,0,-229654
323000640,640,323000,1,,מדיטק - שכר דירה,גמיש,0.00% ,-120000,-120000,0
323000641,641,323000,1,,ביטוח כנגד הוצאות,גמיש,0.00% ,-20600,-20600,0
323000935,935,323000,1,,כנס עיצוב-מ' פיתוח אזורי,גמיש,0.00% ,-270000,-270000,0
326100640,640,326100,1,,דמי שכירות,גמיש,0.00% ,-33800,-33800,0
326100641,641,326100,1,,ביטוח-כנגד הוצאות             ,גמיש,0.00% ,-29400,-29400,0
326300640,640,326300,1,,שכר דירה    ,גמיש,0.00% ,-40000,-40000,0
326300641,641,326300,1,,ביטוח-כנגד הוצאות             ,גמיש,0.00% ,-40500,-40500,0
326400641,641,326400,1,,ביטוח-כנגד הוצאות             ,גמיש,0.00% ,-13500,-13500,0
326500491,491,326500,1,,הכנס'מחלקת אירועים,גמיש,0.00% ,0,0,-37860
326700990,990,326700,1,,הכנסות ממשרד התרבות,גמיש,0.00% ,-100000,-100000,-95000
326800641,641,326800,1,,ביטוח כנגד הוצאות,גמיש,0.00% ,-45000,-45000,0
328100490,490,328100,1,,הכנסות מרכז שואה  ,גמיש,0.00% ,0,0,-600
328100920,920,328100,1,,"נוער הרואה ערך כדרך-משה""ח",גמיש,0.00% ,0,0,-160000
328100929,929,328100,1,,הכנ' משרד החינוך,גמיש,33.33% ,-200000,-150000,-48750
328120929,929,328120,1,,הכנ' משרד החינוך,גמיש,0.00% ,-270000,-270000,-274443
328200641,641,328200,1,,ביטוח-כנגד הוצאות             ,גמיש,0.00% ,-35300,-35300,0
328240641,641,328240,1,,ביטוח-כנגד הוצאות             ,גמיש,0.00% ,-4400,0,0
329100641,641,329100,1,,ביטוח-כנגד הוצאות             ,גמיש,0.00% ,-43900,-43900,0
329100652,652,329100,1,,דמי שימוש באולם   ,גמיש,18.66% ,-795000,-670000,-795000
329100921,921,329100,1,,חוגי ספורט        ,גמיש,0.00% ,-30000,-30000,-24000
329100990,990,329100,1,,סל ספורט          ,גמיש,0.00% ,0,0,-248786.71
329100991,991,329100,1,,מועדוני ספ' תרבות,גמיש,0.00% ,0,0,-177845.29
329100992,992,329100,1,,מרכזי מצוינות,גמיש,0.00% ,-160000,-160000,-130000
341000421,421,341000,1,,הכנסות עבור יעוץ  ,גמיש,0.00% ,-65000,-65000,-49756
341000491,491,341000,1,,הכנסות מהשתלמיות  ,גמיש,0.00% ,-20000,-20000,0
341000494,494,341000,1,,השתלמות  מרוכזת   ,גמיש,0.00% ,-37000,-37000,0
341000790,790,341000,1,,תרומות            ,גמיש,0.00% ,-10000,-10000,0
341000934,934,341000,1,,שכר עובדים 1013410,גמיש,11.65% ,-1150000,-1030000,-1023035
341000935,935,341000,1,,הוצ'אירגונ 1014420,גמיש,0.00% ,0,0,-13530
341000936,936,341000,1,,הכנסות שונות      ,גמיש,0.00% ,-10000,-10000,0
342500421,421,342500,1,,השתתפות פונים     ,גמיש,0.00% ,-4000,-4000,-14519
342500422,422,342500,1,,תאום הורי,גמיש,0.00% ,-15000,-15000,-1000
342500423,423,342500,1,,השת'-טיפול באלימות,גמיש,0.00% ,-15000,-15000,-18095
342500791,791,342500,1,,אג'לשיקום האסיר50%,גמיש,100.00% ,-75000,-37500,-112500
342500931,931,342500,1,,משפ' במצוקה1025410,גמיש,0.00% ,-295000,-295000,-267933
342500932,932,342500,1,,עולים מצ' 1073180 ,גמיש,0.00% ,-67500,-67500,-26369
342500933,933,342500,1,,פגיעות מיניות,גמיש,0.00% ,-96900,-96900,-133200
342500934,934,342500,1,,שכר משפחה  1013410,גמיש,0.00% ,-9191400,-9191400,-8921747
342500936,936,342500,1,,מיחשוב רפורמה,גמיש,0.00% ,0,,0
342500937,937,342500,1,,טפול פרט מש1026040,גמיש,12.68% ,-160000,-142000,-200530
342500940,940,342500,1,,דרי רחוב 1025510  ,גמיש,0.00% ,-285000,-285000,-231819
342500941,941,342500,1,,מרכז אלימות1026090,גמיש,0.00% ,-250000,-250000,-250000
342500942,942,342500,1,,מקלט לנשים מוכות  ,גמיש,0.00% ,-300000,-300000,-439232
342500945,945,342500,1,,סיוע למשפחות + ילדים,גמיש,0.00% ,-307500,-307500,-264164
342500954,954,342500,1,,עובד קהילתי - קליטה,גמיש,0.00% ,-50000,-50000,0
343800421,421,343800,1,,ילד בפנמיו 1038410,גמיש,-8.47% ,-270000,-295000,-200218.94
343800920,920,343800,1,,נוער חרדי,גמיש,0.00% ,-229500,0,0
343800931,931,343800,1,,ילד בפנמיו 1038410,גמיש,4.65% ,-9052100,-8650000,-9059268
343800932,932,343800,1,,ילד פנימיות1038411,גמיש,4.52% ,-2218500,-2122500,-2218606
343800933,933,343800,1,,מעונות יום 0422143,גמיש,0.00% ,-111000,-111000,-116859
343800935,935,343800,1,,ילד במעונו 0442140,גמיש,-7.87% ,-3952500,-4290000,-3222514
343800937,937,343800,1,,פע'ק'ילד 1039440  ,גמיש,0.00% ,-995600,-995600,-907547
343800939,939,343800,1,,מפתן מקומי 1134410,גמיש,0.00% ,-144000,-144000,-21859
343800941,941,343800,1,,תכנית לילדים בסיכון,גמיש,1534.67% ,-2527200,-154600,0
343800942,942,343800,1,,תכנית ביתית 1039470,גמיש,0.00% ,-65000,-65000,-53908
343800990,990,343800,1,,"שכר עובדים משרד התמ""ת",גמיש,-100.00% ,0,-48000,-44000
343800991,991,343800,1,,משפחתון ילדי רווחה,גמיש,-100.00% ,0,-150000,-125091
343800992,992,343800,1,,ילדים סיכון1039480,גמיש,0.00% ,-13600,-13600,-2900
343800993,993,343800,1,,ילד'במצוקה 1073160,גמיש,-50.82% ,-60000,-122000,-149217
343800994,994,343800,1,,מועד'משותפ'1039441,גמיש,0.00% ,-674600,-674600,-653866
343800995,995,343800,1,,הפנים לקהי' 1038417,גמיש,0.00% ,-600000,-600000,-565110
343800996,996,343800,1,,ט'משפ'אומנה1038051,גמיש,13.64% ,-937500,-825000,-907388
343800997,997,343800,1,,מרכז אורים,גמיש,4.73% ,-518400,-495000,-461114
343800998,998,343800,1,,משפחתון ילדי עבודה,גמיש,-100.00% ,0,-340000,-304685
343800999,999,343800,1,,טיפול בפגיעות מיניות,גמיש,-54.65% ,-300000,-661500,-117075
344300421,421,344300,1,,השתתפות קשישים,גמיש,-12.50% ,-70000,-80000,-93005.2
344300422,422,344300,1,,"מט""ב עצמיות       ",גמיש,-33.33% ,-20000,-30000,-14788
344300426,426,344300,1,,השת' קשישים-מעונות,גמיש,2.67% ,-770000,-750000,-626997.66
344300931,931,344300,1,,צר' מיוחדים 043440,גמיש,0.00% ,-360000,-360000,-304944
344300932,932,344300,1,,שכונה תומכת       ,גמיש,0.00% ,-225000,-225000,-220336
344300934,934,344300,1,,שכר סיעוד 1013410 ,גמיש,0.00% ,-1050000,-1050000,-860681
344300935,935,344300,1,,מניעת התעללות בזקן,גמיש,0.00% ,-60000,-60000,-60000
344300936,936,344300,1,,מועדונים משודרגים,גמיש,0.00% ,-180000,-180000,0
344300937,937,344300,1,,אח'במעונות 1042410,גמיש,13.73% ,-5300000,-4660000,-5014521
344300938,938,344300,1,,מרכז יום 1043410  ,גמיש,200.00% ,-240000,-80000,-71486
344300939,939,344300,1,,טיפול בזקן 1043600,גמיש,-14.67% ,-98300,-115200,-33773
344300940,940,344300,1,,שרותים לניצולי שואה,גמיש,0.00% ,-56000,-56000,-51160
344500931,931,344500,1,,מועדוני קש 1043430,גמיש,0.00% ,-173700,-173700,-148960
345300421,421,345300,1,,השתתפויות,גמיש,0.00% ,-495000,-495000,-439420.2
