"הצעת   התקציב   הרגיל   לשנת   2015   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2014,"הצעה
2015","תקציב  מקורי
2014","ביצוע
2013"
693 ,269000 ,1 ,,אגרת מסירת מידע   ,גמיש,0.00% ,"-10,000 ","-10,000 ","-8,616.00"
696 ,269000 ,1 ,,הכנסות מעמד האשה,גמיש,0.00% ,"-150,000 ","-150,000 ","-52,440.00"
269000  סך הכל ,,,,הכנסות שונות      ,,0.00% ,"-160,000 ","-160,000 ","-61,056.00"
000 ,269100 ,1 ,,שונות             , ,,                ,                ,
410 ,269100 ,1 ,,הכ' מקורסים והשתל' ,גמיש,0.00% ,"-15,000 ","-15,000 ","-18,727.90"
690 ,269100 ,1 ,,צילום מסמכים לצבור,גמיש,0.00% ,"-5,000 ","-5,000 ","-6,423.30"
692 ,269100 ,1 ,,מכירת מכרזים      ,גמיש,0.00% ,"-100,000 ","-100,000 ","-116,000.00"
269100  סך הכל ,,,,שונות             ,,0.00% ,"-120,000 ","-120,000 ","-141,151.20"
000 ,269200 ,1 ,,הדבקת מודעות      , ,,                ,                ,
691 ,269200 ,1 ,,הכנסות ממחלקות    ,גמיש,0.00% ,"-35,000 ","-35,000 ","-13,919.50"
269200  סך הכל ,,,,הדבקת מודעות      ,,0.00% ,"-35,000 ","-35,000 ","-13,919.50"
000 ,269800 ,1 ,,יח'-תיכנון אסטרטגי, ,,                ,                ,
790 ,269800 ,1 ,,השתתפויות שונות   ,גמיש,-60.00% ,"-2,000 ","-5,000 ","-4,705.00"
269800  סך הכל ,,,,יח'-תיכנון אסטרטגי,,-60.00% ,"-2,000 ","-5,000 ","-4,705.00"
000 ,281100 ,1 ,,פיקוח עירוני      , ,,                ,                ,
420 ,281100 ,1 ,,קנסות פיקוח עישון,גמיש,-23.08% ,"-100,000 ","-130,000 ","-67,231.00"
422 ,281100 ,1 ,,אכיפת עישון - מתאר,גמיש,-75.00% ,"-5,000 ","-20,000 ",-237.00
690 ,281100 ,1 ,,הכנסות שונות      ,גמיש,0.00% ,"-11,000 ","-11,000 ","-19,672.00"
281100  סך הכל ,,,,פיקוח עירוני      ,,-27.95% ,"-116,000 ","-161,000 ","-87,140.00"
000 ,281200 ,1 ,,רשות חניה         , ,,                ,                ,
420 ,281200 ,1 ,,קנסות  רשות חניה  ,גמיש,0.00% ,"-17,000,000 ","-17,000,000 ","-17,891,849.82"
422 ,281200 ,1 ,,עמלות אכיפה - מילגם,גמיש,0.00% ,"-2,900,000 ","-2,900,000 ","-3,090,011.38"
281200  סך הכל ,,,,רשות חניה         ,,0.00% ,"-19,900,000 ","-19,900,000 ","-20,981,861.20"
000 ,282000 ,1 ,,בית המשפט העירוני , ,,                ,                ,
690 ,282000 ,1 ,,קנסות בית המשפט   ,גמיש,-10.00% ,"-2,700,000 ","-3,000,000 ","-2,323,378.72"
282000  סך הכל ,,,,בית המשפט העירוני ,,-10.00% ,"-2,700,000 ","-3,000,000 ","-2,323,378.72"
000 ,300000 ,1 ,,שרותים ממלכתיים   , ,,                ,                ,
000 ,310000 ,1 ,,החינוך הפורמלי    , ,,                ,                ,
000 ,311100 ,1 ,,מינהלת הח' הפורמלי, ,,                ,                ,
420 ,311100 ,1 ,,הכנ' בגין ילדי חוץ,גמיש,76.47% ,"-300,000 ","-170,000 ","-38,829.00"
421 ,311100 ,1 ,,"הכנסות שמ""ש",גמיש,0.00% ,"-240,000 ","-240,000 ","-218,900.00"
422 ,311100 ,1 ,,פעולות מינהל החינוך,גמיש,0.00% ,"-3,000 ","-3,000 ","-10,420.26"
423 ,311100 ,1 ,,מזנונים - אגף אירגון,גמיש,0.00% ,"-80,000 ","-80,000 ","-41,074.51"
424 ,311100 ,1 ,,מזנונים - בתי ספר,גמיש,12.50% ,"-450,000 ","-400,000 ","-369,982.32"
425 ,311100 ,1 ,,מחשב לכל ילד,גמיש,0.00% ,"-40,500 ","-40,500 ","-17,830.00"
426 ,311100 ,1 ,,"השת' בי""ס למנב""סים",גמיש,0.00% ,"-50,000 ","-50,000 ","-8,911.00"
427 ,311100 ,1 ,,"שמ""ש מיחשוב",גמיש,0.00% ,0 ,0 ,-164.00
428 ,311100 ,1 ,,הכנסות כנגד הוצאות,גמיש,60.00% ,"-800,000 ","-500,000 ","-681,770.00"
921 ,311100 ,1 ,,מלגות לפולין,גמיש,-100.00% ,0 ,"-100,000 ","82,282.30"
922 ,311100 ,1 ,,"השתת'מ'החנוך בקב""ס",גמיש,1.08% ,"-839,000 ","-830,000 ","-807,867.35"
924 ,311100 ,1 ,,החזר גימלה        ,גמיש,0.00% ,"-1,000,000 ","-1,000,000 ","-1,090,132.73"
936 ,311100 ,1 ,,בטיחות בדרכים,גמיש,-100.00% ,0 ,"-300,000 ","-291,957.00"
311100  סך הכל ,,,,מינהלת הח' הפורמלי,,2.40% ,"-3,802,500 ","-3,713,500 ","-3,495,555.87"
000 ,311200 ,1 ,,יוזמות פדגוגיות, ,,                ,                ,
410 ,311200 ,1 ,,"הכנסות הורים - רש""י ",גמיש,0.00% ,"-187,100 ","-187,100 ",
421 ,311200 ,1 ,,קרן קרב           ,גמיש,6.25% ,"-5,100,000 ","-4,800,000 ","-4,784,087.83"
790 ,311200 ,1 ,,עיר בריאה-רשות ניקוז ירקון,גמיש,0.00% ,"-12,500 ","-12,500 ",
923 ,311200 ,1 ,,עיר בריאה - הגנת הסביבה,גמיש,126.24% ,"-150,000 ","-66,300 ","-76,260.00"
929 ,311200 ,1 ,,עיר פעילה ובריאה,גמיש,-100.00% ,0 ,"-500,000 ",
311200  סך הכל ,,,,יוזמות פדגוגיות,,-2.09% ,"-5,449,600 ","-5,565,900 ","-4,860,347.83"
000 ,311300 ,1 ,,יוזמות מינהל חינוך, ,,                ,                ,
311300  סך הכל ,,,,יוזמות מינהל חינוך,,0.00% ,0 ,0 ,0.00
000 ,311304 ,1 ,,"יוזמות גנ""י", ,,                ,                ,
420 ,311304 ,1 ,,"השת' ברשת קו""פ",גמיש,-30.00% ,"-70,000 ","-100,000 ","-60,000.00"
311304  סך הכל ,,,,"יוזמות גנ""י",,-30.00% ,"-70,000 ","-100,000 ","-60,000.00"
000 ,311305 ,1 ,,יוזמות יסודי, ,,                ,                ,
410 ,311305 ,1 ,,יוזמות יסודי,גמיש,0.00% ,0 ,0 ,-260.00
311305  סך הכל ,,,,יוזמות יסודי,,0.00% ,0 ,0 ,-260.00
000 ,311400 ,1 ,,מניעת אלימות וסמים, ,,                ,                ,
790 ,311400 ,1 ,,הרשות למלחמה בסמים,גמיש,0.00% ,0 ,0 ,"-243,927.00"
791 ,311400 ,1 ,,קרן ידידות,גמיש,0.00% ,0 ,0 ,"-15,069.50"
922 ,311400 ,1 ,,המשרד לביטחון פנים,גמיש,0.00% ,0 ,0 ,"-657,038.00"
990 ,311400 ,1 ,,המשרד לביטחון פנים,גמיש,0.00% ,0 ,0 ,"-129,151.00"
311400  סך הכל ,,,,מניעת אלימות וסמים,,0.00% ,0 ,0 ,"-1,045,185.50"
000 ,312000 ,1 ,,חינוך קדם יסודי   , ,,                ,                ,
000 ,312200 ,1 ,,"גנ""י לגיל חובה    ", ,,                ,                ,
491 ,312200 ,1 ,,הכנסות מאירועים   ,גמיש,19.10% ,"-495,700 ","-416,200 ","-580,117.33"
920 ,312200 ,1 ,,הש' מ'חינוך-רכישות,גמיש,0.00% ,"-15,000 ","-15,000 ","-9,966.00"
921 ,312200 ,1 ,,עוזרות לגננות     ,גמיש,2.42% ,"-11,909,000 ","-11,627,500 ","-11,197,847.10"
925 ,312200 ,1 ,,גננות מדינה בתקן,גמיש,2.63% ,"-16,732,000 ","-16,304,000 ","-18,811,658.43"
944 ,312200 ,1 ,,החזר הבראה ויובל,גמיש,0.00% ,0 ,0 ,"-125,540.91"
312200  סך הכל ,,,,"גנ""י לגיל חובה    ",,2.78% ,"-29,151,700 ","-28,362,700 ","-30,725,129.77"
000 ,312210 ,1 ,,"גנ""י - חינוך מיוחד", ,,,,
430 ,312210 ,1 ,,השת' מוס' ילדי חוץ,גמיש,-61.54% ,"-30,000 ","-78,000 ","-19,300.00"
920 ,312210 ,1 ,,השת'מ'חינוך-רכישות,גמיש,0.00% ,"-20,000 ","-20,000 ","-12,161.00"
922 ,312210 ,1 ,,השתתפות בהזנה     ,גמיש,89.08% ,"-225,000 ","-119,000 ","-160,378.40"
924 ,312210 ,1 ,,חינוך מיוחד-חופשות,גמיש,22.29% ,"-576,000 ","-471,000 ","-507,736.52"
928 ,312210 ,1 ,,"שרותי הקף- יול""א ח.מ",גמיש,-8.67% ,"-89,500 ","-98,000 ","-97,070.00"
312210  סך הכל ,,,,"גנ""י - חינוך מיוחד",,19.66% ,"-940,500 ","-786,000 ","-796,645.92"
000 ,312300 ,1 ,,גני ילדים         , ,,                ,                ,
410 ,312300 ,1 ,,"שכ""ל גני ילדים    ",גמיש,0.00% ,0 ,0 ,"-196,307.52"
493 ,312300 ,1 ,,בגובה העיניים     ,גמיש,0.00% ,0 ,0 ,-2.70
790 ,312300 ,1 ,,"מעג""ן - קרן שטיינמינץ",גמיש,0.00% ,"-300,000 ","-300,000 ",
920 ,312300 ,1 ,,השתת הממשלה בטרום ,גמיש,0.00% ,0 ,0 ,"-34,044,273.61"
921 ,312300 ,1 ,,"החזר שכל""מ ממשלה",גמיש,21.08% ,"-36,000,000 ","-29,731,500 ",
312300  סך הכל ,,,,גני ילדים         ,,20.87% ,"-36,300,000 ","-30,031,500 ","-34,240,583.83"
000 ,312310 ,1 ,,"מרפ""ד הרצוג       ", ,,                ,                ,
312310  סך הכל ,,,,"מרפ""ד הרצוג       ",,0.00% ,0 ,0 ,0.00
000 ,312330 ,1 ,,בגובה העיניים     , ,,                ,                ,
493 ,312330 ,1 ,,בגובה העיניים     ,גמיש,25.00% ,"-500,000 ","-400,000 ","-433,319.90"
312330  סך הכל ,,,,בגובה העיניים     ,,25.00% ,"-500,000 ","-400,000 ","-433,319.90"
000 ,312360 ,1 ,,ריתמוסיקה         , ,,                ,                ,
495 ,312360 ,1 ,,ריתמוסיקה         ,גמיש,10.00% ,"-3,300,000 ","-3,000,000 ","-2,866,682.34"
312360  סך הכל ,,,,ריתמוסיקה         ,,10.00% ,"-3,300,000 ","-3,000,000 ","-2,866,682.34"
000 ,312370 ,1 ,,תיאטרון בובות, ,,                ,                ,
493 ,312370 ,1 ,,תיאטרון בובות,גמיש,25.00% ,"-250,000 ","-200,000 ","-220,080.55"
990 ,312370 ,1 ,,משרד התרבות והספורט,גמיש,0.00% ,0 ,0 ,"-97,174.00"
312370  סך הכל ,,,,תיאטרון בובות         ,,25.00% ,"-250,000 ","-200,000 ","-317,254.55"
000 ,312500 ,1 ,,"יול""א בגני חובה   ", ,,                ,                ,
410 ,312500 ,1 ,,"יול""א בגנים       ",גמיש,25.00% ,"-1,000,000 ","-800,000 ","-855,537.52"
312500  סך הכל ,,,,"יול""א בגני חובה   ",,25.00% ,"-1,000,000 ","-800,000 ","-855,537.52"
000 ,313000 ,1 ,,חינוך יסודי       , ,,                ,                ,
000 ,313200 ,1 ,,בתי ספר יסודיים   , ,,                ,                ,
920 ,313200 ,1 ,,מזכירות           ,גמיש,-17.81% ,"-600,000 ","-730,000 ","-764,480.32"
921 ,313200 ,1 ,,שרתים             ,גמיש,-19.82% ,"-1,626,000 ","-2,028,000 ","-2,131,034.70"
924 ,313200 ,1 ,,"השתת הממשלה בקב""ט ",גמיש,1.39% ,"-366,000 ","-361,000 ","-371,589.33"
925 ,313200 ,1 ,,קבוצות טפוליות    ,גמיש,6.72% ,"-1,065,100 ","-998,000 ","-1,048,291.04"
927 ,313200 ,1 ,,השת' ממשלה-פרוייקט,גמיש,0.00% ,"-125,000 ","-125,000 ","-264,862.95"
930 ,313200 ,1 ,,סיוע לניהול עצמי,גמיש,36.01% ,"-2,047,000 ","-1,505,000 ","-1,578,178.80"
931 ,313200 ,1 ,,שרת'/מז' ניהול עצמי,גמיש,32.32% ,"-12,402,000 ","-9,373,000 ","-9,674,322.36"
932 ,313200 ,1 ,,תוספת דיפרנצ'-ניהול עצמי,גמיש,0.00% ,"-1,345,000 ",,
938 ,313200 ,1 ,,השתת' מש' החינוך בטיולים,גמיש,-100.00% ,0 ,"-1,073,000 ","-506,629.96"
313200  סך הכל ,,,,בתי ספר יסודיים   ,,20.89% ,"-19,576,100 ","-16,193,000 ","-16,339,389.46"
000 ,313201 ,1 ,,בתי ספר של קיץ, ,,                ,                ,
420 ,313201 ,1 ,,הזנה - הורים,גמיש,0.00% ,0 ,0 ,"-12,459.92"
941 ,313201 ,1 ,,"מסגרות קיץ - משה""ח",גמיש,0.00% ,"-4,687,000 ",,
313201  סך הכל ,,,,בתי ספר של קיץ,,0.00% ,"-4,687,000 ",0 ,"-12,459.92"
000 ,313300 ,1 ,,חינוך מיוחד       , ,,                ,                ,
430 ,313300 ,1 ,,השתת' מוסד'ילד חוץ,גמיש,11.79% ,"-2,000,000 ","-1,789,000 ","-2,434,351.00"
920 ,313300 ,1 ,,סייעות טיפוליות   ,גמיש,37.34% ,"-14,470,000 ","-10,536,000 ","-11,749,326.04"
921 ,313300 ,1 ,,לבורנט וספרן- חלץ ,גמיש,3.60% ,"-144,000 ","-139,000 ","-146,985.72"
922 ,313300 ,1 ,,השת' בהזנה        ,גמיש,109.32% ,"-1,101,000 ","-526,000 ","-576,576.00"
923 ,313300 ,1 ,,השתתפות מ.החינוך  ,גמיש,0.00% ,"-115,000 ","-115,000 ","-15,933.45"
924 ,313300 ,1 ,,חינוך מיוחד-חופשות,גמיש,-14.26% ,"-403,000 ","-470,000 ","-505,685.70"
925 ,313300 ,1 ,,שרתים+מזכירות אפיק,גמיש,-13.41% ,"-155,000 ","-179,000 ","-176,807.48"
926 ,313300 ,1 ,,"שרתים+מזכיר'-מתי""א",גמיש,-14.17% ,"-218,000 ","-254,000 ","-326,195.63"
928 ,313300 ,1 ,,"שרותי הקף-יול""א ח.מ",גמיש,-14.19% ,"-63,500 ","-74,000 ","-63,351.00"
938 ,313300 ,1 ,,השתת' מש' החינוך בטיולים,גמיש,-100.00% ,0 ,"-102,000 ","-32,706.95"
313300  סך הכל ,,,,חינוך מיוחד       ,,31.62% ,"-18,669,500 ","-14,184,000 ","-16,027,918.97"
000 ,313310 ,1 ,,"בי""ס ע""ש הרצפלד   ", ,,                ,                ,
430 ,313310 ,1 ,,השתתפות מוסדות    ,גמיש,20.19% ,"-1,000,000 ","-832,000 ","-939,778.00"
920 ,313310 ,1 ,,סייעות טיפוליות   ,גמיש,13.19% ,"-1,425,000 ","-1,259,000 ","-1,337,151.07"
921 ,313310 ,1 ,,מזכירות ושרתים    ,גמיש,1.28% ,"-276,500 ","-273,000 ","-282,389.52"
922 ,313310 ,1 ,,השת' בהזנה        ,גמיש,139.33% ,"-359,000 ","-150,000 ","-143,521.20"
924 ,313310 ,1 ,,חינוך מיוחד-חופשות,גמיש,1.59% ,"-128,000 ","-126,000 ","-125,640.20"
938 ,313310 ,1 ,,השתת' מש' החינוך בטיולים,גמיש,-100.00% ,0 ,"-33,500 ","-10,889.20"
313310  סך הכל ,,,,"בי""ס ע""ש הרצפלד   ",,19.26% ,"-3,188,500 ","-2,673,500 ","-2,839,369.19"
000 ,313700 ,1 ,,חוה חקלאית        , ,,                ,                ,
610 ,313700 ,1 ,,מכירות תוצרת הח   ,גמיש,0.00% ,"-25,000 ","-25,000 ","-21,058.00"
920 ,313700 ,1 ,,הסעות ילדים       ,גמיש,0.00% ,"-120,000 ","-120,000 ",
921 ,313700 ,1 ,,הצטיידות          ,גמיש,154.00% ,"-25,400 ","-10,000 ","-15,147.20"
922 ,313700 ,1 ,,שרת ומזכירה       ,גמיש,1.17% ,"-129,500 ","-128,000 ","-160,324.58"
313700  סך הכל ,,,,חוה חקלאית        ,,5.97% ,"-299,900 ","-283,000 ","-196,529.78"
000 ,315000 ,1 ,,חינוך על-יסודי    , ,,                ,                ,
000 ,315100 ,1 ,,השתתפויות במוסדות , ,,                ,                ,
921 ,315100 ,1 ,,רכז עירוני לבגרות חברתית,גמיש,0.00% ,0 ,0 ,"-21,000.00"
922 ,315100 ,1 ,,הצטיידות טכנולוגית,גמיש,0.00% ,"-300,000 ","-300,000 ","-60,000.00"
924 ,315100 ,1 ,,משלחות ספורט,גמיש,0.00% ,"-40,000 ","-40,000 ","-15,965.60"
929 ,315100 ,1 ,,חוגי טכנולוגיה-משרד המדע,גמיש,-100.00% ,0 ,"-100,000 ",
315100  סך הכל ,,,,השתתפויות במוסדות ,,-22.73% ,"-340,000 ","-440,000 ","-96,965.60"
000 ,315110 ,1 ,,יוזמות - נבון, ,,                ,                ,
923 ,315110 ,1 ,,"אומ""ץ - משה""ח",גמיש,5.26% ,"-20,000 ","-19,000 ","-13,854.99"
315110  סך הכל ,,,,יוזמות - נבון,,5.26% ,"-20,000 ","-19,000 ","-13,854.99"
000 ,315120 ,1 ,,יוזמות - קוגל, ,,                ,                ,
923 ,315120 ,1 ,,"אומ""ץ - משה""ח",גמיש,-10.45% ,"-120,000 ","-134,000 ","-137,724.51"
315120  סך הכל ,,,,יוזמות - קוגל,,-10.45% ,"-120,000 ","-134,000 ","-137,724.51"
000 ,315130 ,1 ,,יוזמות - הרצוג, ,,                ,                ,
923 ,315130 ,1 ,,"אומ""ץ - משה""ח",גמיש,2.19% ,"-140,000 ","-137,000 ","-140,545.16"
315130  סך הכל ,,,,יוזמות - הרצוג,,2.19% ,"-140,000 ","-137,000 ","-140,545.16"
000 ,315140 ,1 ,,"יוזמות - ק""ש", ,,                ,                ,
923 ,315140 ,1 ,,"אומ""ץ - משה""ח",גמיש,-11.76% ,"-120,000 ","-136,000 ","-183,990.18"
315140  סך הכל ,,,,"יוזמות - ק""ש",,-11.76% ,"-120,000 ","-136,000 ","-183,990.18"
000 ,315150 ,1 ,,יוזמות - איילון, ,,                ,                ,
923 ,315150 ,1 ,,"אומ""ץ - משה""ח",גמיש,-36.84% ,"-60,000 ","-95,000 ","-69,340.40"
315150  סך הכל ,,,,יוזמות - איילון,,-36.84% ,"-60,000 ","-95,000 ","-69,340.40"
000 ,315160 ,1 ,,יוזמות - יבנה, ,,                ,                ,
315160  סך הכל ,,,,יוזמות - יבנה,,0.00% ,0 ,0 ,0.00
000 ,315170 ,1 ,,יוזמות - קציר, ,,                ,                ,
923 ,315170 ,1 ,,"אומ""ץ - משה""ח",גמיש,-17.53% ,"-80,000 ","-97,000 ","-97,575.10"
315170  סך הכל ,,,,יוזמות - קציר,,-17.53% ,"-80,000 ","-97,000 ","-97,575.10"
000 ,315180 ,1 ,,יוזמות - כרם שלמה, ,,                ,                ,
315180  סך הכל ,,,,יוזמות - כרם שלמה,,0.00% ,0 ,0 ,0.00
000 ,315190 ,1 ,,יוזמות - עתידים, ,,                ,                ,
923 ,315190 ,1 ,,"אומ""ץ - משה""ח",גמיש,-100.00% ,0 ,"-17,000 ",
315190  סך הכל ,,,,יוזמות - עתידים,,-100.00% ,0 ,"-17,000 ",0.00
000 ,315700 ,1 ,,"בי""ס ע""י ומקיפים  ", ,,                ,                ,
000 ,315710 ,1 ,,תיכון נבון , ,,                ,                ,
920 ,315710 ,1 ,,"השתת' ממשלה - חט""ע",גמיש,2.41% ,"-7,258,000 ","-7,087,000 ","-8,005,668.53"
921 ,315710 ,1 ,,"השתת' ממשלה - חט""ב",גמיש,6.99% ,"-949,000 ","-887,000 ","-910,917.77"
922 ,315710 ,1 ,,שעורי עזר לעולים  ,גמיש,0.00% ,0 ,0 ,"-6,054.56"
923 ,315710 ,1 ,,שעורי עזר לנכים   ,גמיש,0.00% ,0 ,0 ,"-293,641.19"
925 ,315710 ,1 ,,"קרן השתלמות לשכ""ל ",גמיש,0.00% ,"-441,000 ","-441,000 ","-486,170.30"
926 ,315710 ,1 ,,"השאלת מורים לחט""ב ",גמיש,-55.67% ,"-90,000 ","-203,000 ",
928 ,315710 ,1 ,,ליווי לטיולים     ,גמיש,5.47% ,"-135,000 ","-128,000 ","-122,236.39"
930 ,315710 ,1 ,,עוז לתמורה,גמיש,8.90% ,"-2,985,000 ","-2,741,000 ","-2,207,372.44"
932 ,315710 ,1 ,,גמול בגרות אחוזי,גמיש,4.04% ,"-206,000 ","-198,000 ","-204,995.72"
934 ,315710 ,1 ,,הקטנת כיתות,גמיש,-100.00% ,0 ,"-2,500 ",
938 ,315710 ,1 ,,השתת' מש' החינוך בטיולים,גמיש,-100.00% ,0 ,"-192,000 ","-81,120.41"
315710  סך הכל ,,,,חטיבת ביניים-נבון ,,1.55% ,"-12,064,000 ","-11,879,500 ","-12,318,177.31"
000 ,315720 ,1 ,,"בי""ס תיכון קוגל   ", ,,                ,                ,
416 ,315720 ,1 ,,פר' קשישים-משתתפים,גמיש,0.00% ,"-19,800 ","-19,800 ","-19,800.00"
920 ,315720 ,1 ,,"השת' הממשלה בשכל""מ",גמיש,3.71% ,"-11,935,000 ","-11,508,000 ","-11,094,994.43"
921 ,315720 ,1 ,,"השתת' ממשלה - חט""ב",גמיש,-2.34% ,"-1,251,000 ","-1,281,000 ","-1,305,253.67"
922 ,315720 ,1 ,,שעורי עזר לעולים  ,גמיש,3.77% ,"-11,000 ","-10,600 ","-867,193.02"
923 ,315720 ,1 ,,שעורי עזר לנכים   ,גמיש,-74.45% ,"-3,500 ","-13,700 ","-9,058.64"
925 ,315720 ,1 ,,"קרן השתלמות לשכ""ל ",גמיש,2.06% ,"-544,000 ","-533,000 ","-580,197.32"
926 ,315720 ,1 ,,"השאלת מורים לחט""ב ",גמיש,0.00% ,"-248,000 ",0 ,"46,678.80"
928 ,315720 ,1 ,,ליווי לטיולים     ,גמיש,20.61% ,"-199,000 ","-165,000 ","-165,796.72"
930 ,315720 ,1 ,,עוז לתמורה,גמיש,2506.25% ,"-1,251,000 ","-48,000 ","-373,997.68"
932 ,315720 ,1 ,,גמול בגרות אחוזי,גמיש,4.62% ,"-249,000 ","-238,000 ","-260,475.88"
934 ,315720 ,1 ,,הקטנת כיתות,גמיש,-100.00% ,0 ,"-9,400 ",
938 ,315720 ,1 ,,השתת' מש' החינוך בטיולים,גמיש,-100.00% ,0 ,"-300,000 ","-126,852.63"
315720  סך הכל ,,,,"בי""ס תיכון קוגל   ",,11.22% ,"-15,711,300 ","-14,126,500 ","-14,756,941.19"
000 ,315730 ,1 ,,"תיכון ע""ש הרצוג   ", ,,                ,                ,
920 ,315730 ,1 ,,"השת' הממשלה בשכל""מ",גמיש,0.68% ,"-8,679,000 ","-8,620,000 ","-8,851,530.62"
921 ,315730 ,1 ,,"השתת' ממשלה - חט""ב",גמיש,-6.97% ,"-1,107,000 ","-1,190,000 ","-1,218,220.10"
922 ,315730 ,1 ,,שעורי עזר לעולים  ,גמיש,0.00% ,"-10,000 ",0 ,"-6,331.84"
923 ,315730 ,1 ,,שעורי עזר לנכים   ,גמיש,0.00% ,"-10,000 ",0 ,"-33,501.44"
925 ,315730 ,1 ,,"קרן השתלמות לשכ""ל ",גמיש,15.63% ,"-503,000 ","-435,000 ","-549,791.60"
926 ,315730 ,1 ,,"השאלת מורים לחט""ב ",גמיש,0.00% ,"-60,000 ",0 ,"15,631.80"
928 ,315730 ,1 ,,ליווי לטיולים     ,גמיש,29.23% ,"-168,000 ","-130,000 ","-134,521.50"
930 ,315730 ,1 ,,עוז לתמורה,גמיש,-9.52% ,"-3,328,000 ","-3,678,000 ","-1,440,903.63"
932 ,315730 ,1 ,,גמול בגרות אחוזי,גמיש,19.15% ,"-224,000 ","-188,000 ","-191,523.82"
934 ,315730 ,1 ,,הקטנת כיתות,גמיש,-100.00% ,0 ,"-7,500 ",
938 ,315730 ,1 ,,השתת' מש' החינוך בטיולים,גמיש,-100.00% ,0 ,"-271,000 ","-113,611.78"
939 ,315730 ,1 ,,"פרוייקט ""מניפה""",גמיש,66.67% ,"-240,000 ","-144,000 ","-180,490.80"
