"תקציב 2016","שם הסעיף","מספר סעיף"
,"תוכניות חינוכיות",8167-951-7
,"עיר ללא אלימות",8167-954-8
,"התוכנית לפיתוח חברתי כלכלי",8167-955-5
,"תגבור תוכניות חינוכיות",8167-956-2
,"משכורת ושכר משולבים",8168-111-6
,תוספות,8168-112-3
,"החזר הוצאות",8168-113-0
,"הפרשות סוציאליות",8168-116-1
,"מסים והיטלים על השכר",8168-117-8
,"החזקת רכב",8168-118-5
,"שעות נוספות",8168-119-2
,"משכורת ושכר משולבים",8169-111-5
,תוספות,8169-112-2
,"החזר הוצאות",8169-113-9
,"הפרשות סוציאליות",8169-116-0
,"מסים והיטלים על השכר",8169-117-7
,"החזקת רכב",8169-118-4
,"שעות נוספות",8169-119-1
,"העברת שכר סייעות טיפוליות",8169-211-6
,"קניית שירותי סייעות",8169-212-3
,"מילוי מקום סייעות",8169-218-5
,"הוצאות שאינן שכר",8169-422-8
,הסעות,8169-712-8
,"קניית שירותי פיקוח בהסעות",8169-713-5
,הזנה,8169-718-0
,"חינוך מיוחד",8169-950-8
,"משכורת ושכר משולבים",8170-111-1
,תוספות,8170-112-8
,"החזר הוצאות",8170-113-5
,"הפרשות סוציאליות",8170-116-6
,"מסים והיטלים על השכר",8170-117-3
,"שעות נוספות",8170-119-7
,"חטיבות ביניים",8170-422-4
31230405,"משכורת ושכר משולבים",8172-111-9
39574421,תוספות,8172-112-6
4073636,"החזר הוצאות",8172-113-3
15860568,"הפרשות סוציאליות",8172-116-4
5750828,"מסים והיטלים על השכר",8172-117-1
787230,"החזקת רכב",8172-118-8
670292,"שעות נוספות",8172-119-5
2173113,"מילוי מקום סייעות-־מ מזרח",8172-214-1
15939386,"קניית שירותי ניקיון",8172-749-0
35000,"מרכז הדרכה-מזרח העיר",8172-813-0
8500000,"על יסודי",8172-951-9
8610000,"התכנית לפיתוח חברתי כלכלי",8172-953-3
157000,"התוכנית לילדים ונוער בסיכון",8178-831-6
1000000,"התוכנית לילדים ונוער בסיכון",8178-950-6
4744110,"משכורת ושכר משולבים",8640-111-5
3958732,תוספות,8640-112-2
438705,"החזר הוצאות",8640-113-9
1941501,"הפרשות סוציאליות",8640-116-0
853359,"מסים והיטלים על השכר",8640-117-7
707317,"החזקת רכב",8640-118-4
1200652,"שעות נוספות",8640-119-1
159636,"קריית העירייה - העמסה",8640-400-8
2365684,"שכר דירה",8640-410-1
423136,"אבטחה ושמירה - העמסה",8640-415-6
177606,"כלי רכב בליסינג תפעולי",8640-424-2
235000,"חשמל, מים, ניקיון והסקה",8640-430-7
24121,"תקשורת סלולרית",8640-448-6
10000,"מכשירי כתיבה והדפסות",8640-460-6
32959,"רכש ואספקה - העמסה",8640-490-5
70200,נסיעות,8640-510-2
170000,טלפונים,8640-540-1
18547,כיבודים,8640-610-3
10000,ניקיון,8640-749-6
618937,"מחשוב עירוני - העמסה",8640-755-1
683016,"פעולות קידום נוער",8640-781-2
212000,"פעולות קידום נוער - חרדי",8640-782-9
184000,"פעולות קידום נוער - מזרח העיר",8640-784-3
40000,"טיפול בנפגעי סמים ואלכוהול",8640-785-0
30000,"נוער עולה בסיכון",8640-800-2
60000,"מוקדי טיפול בקניונים",8640-801-9
35000,"פרויקט 'מצילה' למניעת אלימות",8640-802-6
99000,"ספורט לקידום נוער",8640-810-5
73000,"הכנה לצה״ל",8640-811-2
76000,"טיפול במחוסרי בית",8640-813-6
112000,"בתי קפה טיפוליים",8640-815-0
41000,"פיתוח תוכניות קידום נוער",8640-817-4
100000,"השכלה, העשרה ומניעת נשירה",8640-818-1
117000,"פעולות מקב״ץ",8640-820-8
96000,"פעולות קידום נוער דתי לאומי",8640-821-5
20000,"מצבי חירום ואוכלוסיות קצה",8640-824-6
50000,"פרויקט ילדי הלילה",8640-826-0
50000,"פעולות קידום נוער באינטרנט",8640-827-7
15270302,"קניית שירות-קידום נוער",8640-870-3
1057870,"קניית שירות-הוראה",8640-871-0
1165766,"קניית שירות-הדרכה מקצועית",8640-872-7
70000,"תחזוקת מבנים והצטיידות",8640-930-2
200000,"נוער עולה בסיכון",8640-950-8
100000,"נוער - ממשלה",8640-951-5
1800000,"תגבור פעולות קידום נוער",8640-952-2
1250000,"התוכנית לילדים ונוער בסיכון",8640-953-9
400000,"תגבור פעולות",8640-959-1
1276643,"משכורת ושכר משולבים",8260-111-7
639698,תוספות,8260-112-4
124913,"החזר הוצאות",8260-113-1
513671,"הפרשות סוציאליות",8260-116-2
206071,"מסים והיטלים על השכר",8260-117-9
238305,"החזקת רכב",8260-118-6
238366,"שעות נוספות",8260-119-3
236808,"כלי רכב בליסינג תפעולי",8260-424-4
14981,"תקשורת סלולרית",8260-448-8
242720,"מחשוב עירוני - העמסה",8260-755-3
1300000,"פעולות תרבות ופנאי - ""עדן""",8260-951-7
500000,"קידום יעד עירוני - קהילתיות",8260-959-3
1305426,"משכורת ושכר משולבים",8210-111-2
1406796,תוספות,8210-112-9
171216,"החזר הוצאות",8210-113-6
619989,"הפרשות סוציאליות",8210-116-7
300580,"מסים והיטלים על השכר",8210-117-4
409872,"החזקת רכב",8210-118-1
510506,"שעות נוספות",8210-119-8
1020381,"קריית העירייה - העמסה",8210-400-5
890586,"שכר דירה",8210-410-8
30115,"תחזוקת מבנים והצטיידות",8210-420-1
177606,"כלי רכב בליסינג תפעולי",8210-424-9
1651900,"ביטוח - העמסה",8210-440-7
82401,"תקשורת סלולרית",8210-448-3
92000,"הדפסות וציוד משרדי",8210-460-3
5000,"עיתונות,פרסום וספרות",8210-480-9
57678,"רכש ואספקה - העמסה",8210-490-2
98070,"נסיעות וחניה",8210-510-9
80801,"טלפונים - העמסה",8210-541-5
108016,דואר,8210-545-3
29669,כיבודים,8210-610-0
20000,"הוצאות ארגוניות שונות",8210-682-5
15600,שליחויות,8210-712-5
51632,דלק,8210-735-2
320000,"קניית שירותי נקיון",8210-749-3
1566967,"מחשוב עירוני - העמסה",8210-755-8
500000,"אירועים בשכונות ביום העצמאות",8210-778-5
400000,"אירועי תרבות ביום העצמאות",8210-779-2
710000,"אירועי ערב יום העצמאות",8210-782-6
150000,"פעולות ואירועים",8210-783-3
735200,"תמלוגים לבעלי זכויות",8210-784-0
900000,"יריד חוצות היוצר",8210-785-7
800000,"אירועי יום ירושלים",8210-787-1
,"סוכה מרכזית",8210-788-8
500000,"אירועי יום הזיכרון",8210-790-5
700000,"יריד הספרים",8210-794-3
1750000,"פסטיבלים, ירידים ואירועי חוצות",8210-820-5
700000,"תגבור פעולות תרבות ואמנויות",8210-821-2
675000,"תגבור פעולות תרבות במרכז העיר",8210-825-0
375000,"קידום עסקים בתרבות הפנאי",8210-826-7
2800000,"פעולות תרבות לצעירים",8210-827-4
500000,"אירועי חג ומועד",8210-830-8
333100,"הפעלת מרכז גועים",8210-833-9
,"שבת תרבות",8210-836-0
5000000,"תגבור פעולות תרבות",8210-950-5
2350000,"תגבור פעולות",8210-959-8
18500000,"סיוע למוסדות תרבות",8211-817-0
830401,"משכורת ושכר משולבים",8212-111-0
677667,תוספות,8212-112-7
85213,"החזר הוצאות",8212-113-4
368607,"הפרשות סוציאליות",8212-116-5
169487,"מסים והיטלים על השכר",8212-117-2
218032,"החזקת רכב",8212-118-9
323910,"שעות נוספות",8212-119-6
118404,"כלי רכב בליסינג תפעולי",8212-424-7
325000,"פעולות תרבות ואירועים",8212-781-7
971000,"רכזי תרבות",8212-801-4
1515000,"פעולות תרבות ואירועים בשכונות",8212-802-1
660000,"אירועי עוגן בשכונות",8212-803-8
350000,"פעולות בשיתוף המגזר העסקי",8212-804-5
1800000,"פעולות תרבות ואירועים",8212-950-3
90000,"פרסים עירוניים",8214-801-2
310469,"משכורת ושכר משולבים",8221-111-8
351267,תוספות,8221-112-5
38106,"החזר הוצאות",8221-113-2
143950,"הפרשות סוציאליות",8221-116-3
66742,"מסים והיטלים על השכר",8221-117-0
"18,017 1","החזקת רכב",8221-118-7
52904,"שעות נוספות",8221-119-4
29040,"קניית שירות - תיכון למבוגרים",8221-211-9
210086,"אבטחה ושמירה - העמסה",8221-415-9
115000,"תחזוקת בית העם־אולפנים",8221-782-2
1140000,"האוניברסיטה העממית",8221-951-8
510250,"תיכון למבוגרים",8221-952-5
2501258,"משכורת ושכר משולבים",8230-111-6
2389434,תוספות,8230-112-3
419543,"החזר הוצאות",8230-113-0
1064545,"הפרשות סוצאליות",8230-116-1
466832,"מסים והיטלים על השכר",8230-117-8
578875,"החזקת רכב",8230-118-5
185234,"שעות נוספות",8230-119-2
21000,כיבודים,8230-610-4
231364,"מוסך ותחבורה - העמסה",8230-710-5
2228675,"ספריות עירוניות",8230-789-9
500000,ספריות,8230-951-6
2500000,"ספריות - משרד התרבות",8230-954-7
213374,"משכורת ושכר משולבים",8231-111-5
231377,תוספות,8231-112-2
31553,"החזר הוצאות",8231-113-9
108945,"הפרשות סוציאליות",8231-116-0
48277,"מסים והיטלים על השכר",8231-117-7
89924,"החזקת רכב",8231-118-4
62154,"שעות נוספות",8231-119-1
1650000,"פעולות מורשת ישראל",8231-782-9
950000,"אירועי תרבות ומורשת",8231-783-6
850000,"פעולות תורניות",8231-950-8
95958,"משכורת ושכר משולבים",8233-111-3
84291,תוספות,8233-112-0
17406,"החזר הוצאות",8233-113-7
44286,"הפרשות סוציאליות",8233-116-8
18903,"מסים והיטלים על השכר",8233-117-5
30246,"החזקת רכב",8233-118-2
18466,"שעות נוספות",8233-119-9
94532,"שיווק, פרסום ויחסי ציבור",8233-630-7
269430,"משכורת ושכר משולבים",8240-111-3
156703,תוספות,8240-112-0
24215,"החזר הוצאות",8240-113-7
103951,"הפרשות סוציאליות",8240-116-8
49451,"מסים והיטלים על השכר",8240-117-5
40166,"החזקת רכב",8240-118-2
111482,"שעות נוספות",8240-119-9
1800000,"מרכז זיראר בכר",8240-951-3
128693,"משכורת ושכר משולבים",8244-111-9
134461,תוספות,8244-112-6
16353,"החזר הוצאות",8244-113-3
60691,"הפרשות סוציאליות",8244-116-4
31203,"מסים והיטלים על השכר",8244-117-1
67144,"החזקת רכב",8244-118-8
59145,"שעות נוספות",8244-119-5
175000,"השכלת מבוגרים במזרח העיר",8244-786-1
1766800,"פעולות תרבות ערבית",8244-787-8
200000,"השכלת מבוגרים - מזרח העיר",8244-950-2
200000,"פעולות תרבות ערבית",8244-951-9
1114000,"קניית שירות כ״א",8245-211-9
922000,"קניית שירות-הורה",8245-212-6
168911,"אבטחה ושמירה - העמסה",8245-415-9
100000,"טיפול בילד חריג",8245-781-5
462000,"תגבור פעולות אמנות",8245-782-2
750000,"סיוע לאמנים צעירים",8245-783-9
230000,"פסטיבל ירושלים לאומנויות",8245-785-3
150000,"פעולות אמנות במזרח העיר",8245-786-0
1100000,"פעולות אמנות",8245-950-1
597737,"משכורת ושכר משולבים",8246-111-7
545731,תוספות,8246-112-4
80597,"החזר הוצאות",8246-113-1
277387,"הפרשות סוציאליות",8246-116-2
118582,"מסים והיטלים על השכר",8246-117-9
173762,"החזקת רכב",8246-118-6
109560,"שעות נוספות",8246-119-3
88000,"חשמל, מים, ניקיון והסקה",8246-430-9
51632,טלפונים,8246-540-3
1803,כיבודים,8246-610-5
657812,"אמנות פלסטית",8246-780-7
300000,"הפעלת בית סיידוף",8246-782-1
93500,"תפעול ועיצוב גלריות וסדנאות",8246-783-8
1100000,"פעולות אמנות פלסטית",8246-950-0
1212594,"משכורת ושכר משולבים",8247-111-6
801335,תוספות,8247-112-3
113252,"החזר הוצאות",8247-113-0
488020,"הפרשות סוציאליות",8247-116-1
211937,"מסים והיטלים על השכר",8247-117-8
222566,"החזקת רכב",8247-118-5
314894,"שעות נוספות",8247-119-2
118404,"כלי רכב בליסינג תפעולי",8247-424-3
180000,"חשמל, מים, ניקיון והסקה",8247-430-8
60000,טלפונים,8247-540-2
5362,כיבודים,8247-610-4
50000,"אמנות הבמה",8247-780-6
75000,"פעולות מחול",8247-781-3
75000,"פעולות מוסיקה",8247-782-0
75000,"פעולות תיאטרון",8247-783-7
500000,"פעולות אמנות הבמה",8247-950-9
194960,"משכורת ושכר משולבים",8248-111-5
179925,תוספות,8248-112-2
19510,"החזר הוצאות",8248-113-9
77435,"הפרשות סוציאליות",8248-116-0
41241,"מסים והיטלים על השכר",8248-117-7
79149,"החזקת רכב",8248-118-4
63818,"שעות נוספות",8248-119-1
1310,כיבודים,8248-610-3
46190,"הוצאות ארגוניות ושונות",8248-682-8
119500,"שיפור חזות העיר-מיצגי אומנות",8248-780-5
100000,"תגבור פעולות הגלריה העירונית",8248-950-8
3916807,"משכורת ושכר משולבים",8710-111-7
3175940,תוספות,8710-112-4
499108,"החזר הוצאות",8710-113-1
1765150,"הפרשות סוציאליות",8710-116-2
807152,"מסים והיטלים על השכר",8710-117-9
1069612,"החזקת רכב",8710-118-6
1527294,"שעות נוספות",8710-119-3
464858,"קריית העירייה - העמסה",8710-400-0
21060,"שכר דירה",8710-410-3
296010,"כלי רכב בליסינג תפעולי",8710-424-4
722500,"מרכזי ספורט עירוניים",8710-433-0
685000,"מרכזים עירוניים־קניית שירות",8710-434-7
90000,"הפעלה ואחזקה סקייטפארק",8710-435-4
1004376,"ביטוח - העמסה",8710-440-2
54026,"תקשורת סלולרית",8710-448-8
35000,"ציוד משרדי והדפסות",8710-460-8
3000,"עיתונות וספרות",8710-480-4
73373,"רכש ואספקה - העמסה",8710-490-7
18500,"נסיעות וחניה",8710-510-4
64747,"טלפונים - העמסה",8710-541-0
25032,דואר,8710-545-8
30230,כיבודים,8710-610-5
71770,"מוסך ותחבורה - העמסה",8710-710-6
620098,"מחשוב עירוני - העמסה",8710-755-3
55000,"משלחות ספורט וכנסים",8710-800-4
210000,"תגבור תוכניות ספורט",8710-802-8
51992,"מידע, פרסום ותוכניות עבודה",8710-803-5
2900000,"מרתון ירושלים",8710-810-7
300000,"היערכות למרתון 2017",8710-811-4
330861,"אליפות העולם בכדורגל",8710-812-1
226876,"אירועי ספורט",8710-814-5
195000,"פרויקט עיר בריאה",8710-815-2
560000,"היערכות למכביה ה - 20",8710-816-9
7700000,"סיוע לאגודות ספורט",8710-822-4
1300000,"פעולות ספורט",8710-951-7
500000,"המרכז לאמנויות לחימה",8710-953-1
750000,"מרכזי ספורט עירוניים",8710-954-8
100000,"סיוע לאגודות ספורט",8710-955-5
1940000,"תגבור פעולות",8710-959-3
860000,"ספורט בשכונות",8720-800-1
264688,"יחידת הכדורסל",8720-801-8
400000,"ספורט בשכונות",8720-950-7
100000,"יחידת הכדורסל",8720-951-4
70000,"ענפי ספורט - פעולות",8721-800-0
1115300,"ענפי ספורט - חרדים",8721-801-7
50000,"ענפי ספורט",8721-951-3
800000,"ענפי ספורט - חרדי",8721-952-0
435000,"ספורט הישגי - פעולות",8722-800-9
"60,000 600,000","ספורט הישגי שלוחת מכון וינגייט","8722-957-4 8722-958-1"
"66,000 850,000","מפעלים מרכזיים - פעולות ספורט צעדת ירושלים","8723-800-8 8723-802-2"
"600,000 2,500,000","מפעלים מרכזיים מרתון ירושלים הבינלאומי","8723-952-8 8723-953-5"
828000,"פעולות ספורט מזרח העיר",8724-800-7
70000,"פרויקטים מזרח העיר",8724-953-4
190000,"משחקי כדור - פעולות ספורט",8727-800-4
10000,"משחקי כדור",8727-954-8
550000,"תחזוקת מתקנים וציוד - פעולות",8728-800-3
10000,"תחזוקת מכנים ומתקנים",8728-955-4
420573,"משכורת ושכר משולבים",8739-111-2
149176,תוספות,8739-112-9
36513,"החזר הוצאות",8739-113-6
134552,"הפרשות סוציאליות",8739-116-7
61173,"מסים והיטלים על השכר",8739-117-4
90508,"החזקת רכב",8739-118-1
97555,"שעות נוספות",8739-119-8
2617000,"החזקת אצטדיון טדי",8739-801-6
478000,"החזקת אצטדיון גבעת רם",8739-802-3
250000,"הסעות והסדרי חניה",8739-803-0
150000,"אצטדיון גבעת רם",8739-952-9
338562,"משכורת ושכר משולבים",8740-111-8
348370,תוספות,8740-112-5
40113,"החזר הוצאות",8740-113-2
182162,"הפרשות סוציאליות",8740-116-3
76253,"מסים והיטלים על השכר",8740-117-0
77593,"החזקת רכב",8740-118-7
156804,"שעות נוספות",8740-119-4
59202,"כלי רכב בליסינג תפעולי",8740-424-5
600000,"החזקת היכל הספורט",8740-800-5
1016375,"משכורת ושכר משולבים",8610-111-4
1293127,תוספות,8610-112-1
173964,"החזר הוצאות",8610-113-8
628859,"הפרשות סוציאליות",8610-116-9
303876,"מסים והיטלים על השכר",8610-117-6
462506,"החזקת רכב",8610-118-3
458412,"שעות נוספות",8610-119-0
1003986,"קריית העירייה - העמסה",8610-400-7
1669444,"שכר דירה",8610-410-0
118404,"כלי רכב בליסינג תפעולי",8610-424-1
158000,"חשמל, מים, ניקיון והסקה",8610-430-6
818597,"ביטוח - העמסה",8610-440-9
43889,"תקשורת סלולרית",8610-448-5
5886,"רכש ואספקה - העמסה",8610-490-4
84680,"טלפונים - העמסה",8610-541-7
135555,דואר,8610-545-5
21421,כיבודים,8610-610-2
243333,"קניית שירותי ניקיון",8610-749-5
533622,"מחשוב עירוני - העמסה",8610-755-0
1132000,"מינהל קהילתי עוטף ירושלים",8610-806-3
547000,"בית יד לבנים",8610-833-1
11609523,"תמיכות למינהלים קהילתיים",8610-834-8
1888549,"מנהלי מינהלים ושלוחות",8610-837-9
1500000,"בחירות במינהלים קהילתיים",8610-838-6
1502564,"פעולות מינהלים קהילתיים",8610-839-3
466781,"תמיכות למרכזים קהילתיים",8610-840-3
462000,"קידום מנהיגות והעצמת נשים",8610-845-8
500000,"פעילות קהילתית בפארק ירושלים",8610-846-5
7563,"מידעון פעילויות בירושלים",8610-847-2
,"תחזוקת בית קנדה",8610-849-6
130000,"עיר במרחק הליכה",8610-850-6
,"שרותי חברה וקהילה למשפחות",8610-851-3
100000,"תמיכה בשיעורי התחדשות ישראלית",8610-852-0
90250,"תחזוקת מבנים והצטיידות",8610-930-1
100000,"תוכניות חברתיות",8610-931-8
200000,"שיפור חזות העיר",8610-934-9
150000,"אתרי טבע עירוניים",8610-935-6
500000,"קרן לעידוד יזמות",8610-954-5
3700000,"תגבור פעולות",8610-959-0
230799,"משכורת ושכר משולבים",8615-111-9
160708,תוספות,8615-112-6
22516,"החזר הוצאות",8615-113-3
85902,"הפרשות סוציאליות",8615-116-4
36952,"מסים והיטלים על השכר",8615-117-1
23074,"החזקת רכב",8615-118-8
5426,"שעות נוספות",8615-119-5
59202,"כלי רכב בליסינג תפעולי",8615-424-6
825000,"ילדים בעלי צרכים מיוהדימ-חרדי",8615-801-3
140000,"ספריות משחקים־הרדי",8615-802-0
1920250,"פעולות הברה-חרדי",8615-803-7
2150000,"שלוחות חרדיות במתנ״סים",8615-804-4
109000,"מועדוני קשישים־חרדי",8615-805-1
,"שעורי תורה בבית כנסת",8615-806-8
3600000,"הפעלת ספריות - חרדי",8615-807-5
200000,"פעולות ח״ן חרדי",8615-950-2
500000,"הפעלת ספריות - חרדי",8615-951-9
800000,"ספריות - משרד התרבות",8615-952-6
1389346,"משכורת ושכר משולבים",8620-111-1
1279151,תוספות,8620-112-8
161794,"החזר הוצאות",8620-113-5
668167,"הפרשות סוציאליות",8620-116-6
290920,"מסים והיטלים על השכר",8620-117-3
363580,"החזקת רכב",8620-118-0
524376,"שעות נוספות",8620-119-7
59202,"כלי רכב בליסינג תפעולי",8620-424-8
185000,"חשמל, מים, ניקיון והסקה",8620-430-3
52000,טלפונים,8620-540-7
10517,כיבודים,8620-610-9
54694,"פעולות נוער",8620-781-8
220000,"פעולות נוער - מזרח העיר",8620-783-2
,"בירת הנוער",8620-784-9
2650000,"תגבור פעולות לנוער",8620-785-6
174000,"מרכז כגן לתקשורת",8620-792-8
115000,"מפעלי קיץ לנוער",8620-801-5
2487704,"קניית שירותי רכזי נוער",8620-805-3
770000,קייטנות,8620-950-4
215000,"פעולות נוער - ממשלה",8620-954-2
300000,"פעולות חברה - נוער",8620-955-9
1150000,"התכנית לפיתוח חברתי כלכלי",8620-956-6
15000,"מחקר ופיתוח - פרויקטים",8621-804-5
50000,"מחקר ופיתוח",8621-950-3
189836,"משכורת ושכר משולבים",8622-111-9
209627,תוספות,8622-112-6
28267,"החזר הוצאות",8622-113-3
107936,"הפרשות סוציאליות",8622-116-4
46160,"מסים והיטלים על השכר",8622-117-1
67413,"החזקת רכב",8622-118-8
109132,"שעות נוספות",8622-119-5
1179450,"ילדים בעלי צרכים מיוחדים",8622-782-3
900000,"תנועות וארגוני נוער",8623-802-9
700000,"תנועות נוער - תחזוקת מבנים",8623-803-6
248090,"משכורת ושכר משולבים",8624-111-7
326786,תוספות,8624-112-4
33465,"החזר הוצאות",8624-113-1
139052,"הפרשות סוציאליות",8624-116-2
63947,"מסים והיטלים על השכר",8624-117-9
87916,"החזקת רכב",8624-118-6
140403,"שעות נוספות",8624-119-3
5000,"פעולות חברה ופרויקטים",8624-804-2
325000,"פיתוח קשרי חוץ",8624-805-9
600000,"משלחות נוער",8624-950-0
1124406,"משכורת ושכר משולבים",8626-111-5
954281,תוספות,8626-112-2
135063,"החזר הוצאות",8626-113-9
395572,"הפרשות סוציאליות",8626-116-0
200289,"מסים והיטלים על השכר",8626-117-7
169053,"החזקת רכב",8626-118-4
179676,"שעות נוספות",8626-119-1
,"כלי רכב בליסינג תפעולי",8626-424-2
73000,"חשמל, מים, ניקיון והסקה",8626-430-7
40495,טלפונים,8626-540-1
4108,כיבודים,8626-610-3
250000,"תפעול ותחזוקת בית הופמן",8626-611-0
200000,"מרכז לגיל השלישי בגילה",8626-612-7
120000,"פעולות לגיל השלישי -מזרח העיר",8626-613-4
1654973,"קניית שירותי רכזי קשישים",8626-781-2
179460,"פעולות חברה ופרויקטים",8626-804-0
350000,"פעולות חברה - קשישים",8626-950-8
80000,"טיולים לגמלאים",8626-951-5
285783,"משכורת ושכר משולבים",8250-111-0
442673,תוספות,8250-112-7
60555,"החזר הוצאות",8250-113-4
157358,"הפרשות סוציאליות",8250-116-5
75989,"מסים והיטלים על השכר",8250-117-2
48046,"החזקת רכב",8250-118-9
117313,"שעות נוספות",8250-119-6
,"שכר דירה",8250-410-6
59202,"כלי רכב בליסינג תפעולי",8250-424-7
6613,"תקשורת סלולרית",8250-448-1
21200,"ציוד משרדי והדפסות",8250-460-1
20000,"תחזוקת שלטים",8250-461-8
35313,"רכש ואספקה - העמסה",8250-490-0
6997,כיבודים,8250-610-8
50000,"פרסום תרבות תורנית",8250-630-4
1191436,"השתתפות באירועים קהילתיים",8250-730-5
536000,"רכזי תרבות",8250-732-9
346000,"כנסים ואירועים תורניים",8250-733-6
1370000,"פעולות תרבות ואירועים",8250-736-7
725000,"שמחות בית השואבה",8250-737-4
75000,"שוק ארבעת המינים ושוק כפרות",8250-738-1
1066000,"פעולות תרבות בשכונות",8250-740-8
122000,"תרבות לאוכלוסייה עם מוגבלויות",8250-747-7
1992000,"אירועי תרבות מן המזרח",8250-748-4
,"תוכנית שמיטה בעיר",8250-750-1
74303,"מחשוב עירוני - העמסה",8250-755-6
157726,"פעולות לעידוד הקריאה",8250-820-3
130000,"הפעלת מרכז תרבות",8250-826-5
152000,"הפעלת מרכז אומנות לצעירים",8250-827-2
700000,"אירועי עוגן",8250-828-9
"6,850,000 500,000","קניית שירותי תיירות עידוד מיזמי קולנוע וטלוויזיה","8270-760-8 8270-761-5"
950000,"תגבור פעולות",8270-959-0
536354,"משכורת ושכר משולבים",8630-111-8
242224,תוספות,8630-112-5
52879,"החזר הוצאות",8630-113-2
222615,"הפרשות סוציאליות",8630-116-3
91146,"מסים והיטלים על השכר",8630-117-0
116800,"החזקת רכב",8630-118-7
198466,"שעות נוספות",8630-119-4
297000,"תחזוקת בית קנדה",8630-411-1
59202,"כלי רכב בליסינג תפעולי",8630-424-5
,"מטה הסטודנטים",8630-801-2
,"תגבור פעולות לצעירים וסטודנטים",8630-803-6
800000,"פעולות תרבות לצעירים וסטודנטים",8630-804-3
696000,"שכונות צעירות בפוקוס",8630-805-0
410000,"פעולות פנאי למשפחות צעירות",8630-806-7
,"חטיבת הנח״ל",8630-807-4
420000,"קידום ופיתוח קהילות צעירים",8630-808-1
300000,"פעילות לחיילים בירושלים",8630-809-8
103000,"עסקים חברתיים",8630-810-8
720000,"שירותי הברה וקהילה למשפחות",8630-811-5
390000,"פעולות הברה לצעירים",8630-812-2
590000,"קשרי צה״ל- קהילה",8630-813-9
300000,"מתחם מעצבים",8630-814-6
350000,"תגבור פעולות רשות הצעירים",8630-950-1
1215942,"משכורת ושכר משולבים",8401-111-0
806345,תוספות,8401-112-7
99692,"החזר הוצאות",8401-113-4
"14 427,1","הפרשות סוציאליות",8401-116-5
194584,"מסים והיטלים על השכר",8401-117-2
225717,"החזקת רכב",8401-118-9
138535,"שעות נוספות",8401-119-6
118404,"כלי רכב בליסינג תפעולי",8401-424-7
60105,"תקשורת סלולרית",8401-448-1
800000,"קידום יעד עירוני - צמצום פערים",8401-959-6
2922976,"משכורת ושכר משולבים",8410-111-8
2578501,תוספות,8410-112-5
398802,"החזר הוצאות",8410-113-2
1295949,"הפרשות סוציאליות",8410-116-3
558514,"מסים והיטלים על השכר",8410-117-0
847117,"החזקת רכב",8410-118-7
332844,"שעות נוספות",8410-119-4
1335338,"קריית העירייה - העמסה",8410-400-1
4109341,"שכר דירה",8410-410-4
3711825,"אבטחה ושמירה - העמסה",8410-415-9
296010,"כלי רכב בליסינג תפעולי",8410-424-5
1273541,"ביטוח - העמסה",8410-440-3
194861,"תקשורת סלולרית",8410-448-9
756000,"מכשירי כתיבה והדפסות",8410-460-9
90000,"עיתונות וספרות",8410-480-5
65918,"רכש ואספקה - העמסה",8410-490-8
194000,"נסיעות ומנויים בחניון",8410-510-5
1000000,"טלפונים ותקשורת",8410-540-4
364634,"טלפונים - העמסה",8410-541-1
88019,דואר,8410-545-9
137149,כיבודים,8410-610-6
268800,"יועץ למקסום הכנסות",8410-612-0
140000,"בטיחות והוצאות ארגוניות",8410-682-1
306000,"הובלה ברכב שכור",8410-712-1
6949908,"מחשוב עירוני - העמסה",8410-755-4
300000,"תשלום לעורכי-דין חיצוניים",8410-782-2
690000,"פעולות והשמות מול מימון משרד",8410-801-2
1050000,"סיוע למוסדות רווחה",8410-810-8
100000,"מינהלת פס״ח",8410-811-5
20000,"היערכות לשעת חירום",8410-812-2
30000,"בדיקת רקע כלכלי",8410-827-0
1090000,"הצטיידות ושיפוצים",8410-930-5
,"שיפור חזות העיר",8410-932-9
1000000,"פעולות סיוע",8410-951-8
200000,"פיתוח משאבי כ״א",8410-952-5
27814760,"משכורת ושכר משולבים",8411-111-7
28906076,תוספות,8411-112-4
3908106,"החזר הוצאות",8411-113-1
13461198,"הפרשות סוציאליות",8411-116-2
5290167,"מסים והיטלים על השכר",8411-117-9
6647331,"החזקת רכב",8411-118-6
1594647,"שעות נוספות",8411-119-3
118404,"כלי רכב בליסינג תפעולי",8411-424-4
782306,"תשלומים לוועד הבית",8411-425-1
965000,"חשמל, מים, והסקה",8411-430-9
1214000,"קניית שירותי כ״א - ניקיון",8411-749-8
50000,"מחקר ופיתוח",8411-801-1
300000,"מרכזי הורים וילדיפ-נטו",8422-802-4
280000,"ילדים במצוקה - עולים",8422-822-0
6772000,"תוכניות לטיפול במשפחה",8422-835-4
19550000,"פעילות קהילתית לילד",8422-836-1
2467080,"מועדוניות משותפות",8422-837-8
1050000,"מרכזי קשר הורים וילדים",8422-846-4
3035000,"התוכנית לילדים ונוער בסיכון",8422-847-1
150000,"ילדים ונוער",8422-950-6
50000,"תוכניות טיפול במשפחה",8422-953-7
126693656,"השמת ילדים בפנימיות ובאומנה",8431-821-1
231000,"טיפול בנוער במצוקה - נטו",8432-801-4
100000,"נוער חוסה בפנימיות-נטו",8432-802-1
