חשבון ,,פרק,שם חשבון ,מחלקה ,מקורי 2015 ,ביצוע עד ספטמ,תקציב 2016-כו,תקציב בסיס 2016,מותנה 2016 
1345303930,345303930,34,הסעות למ.יום למפגר 855431,5845300,-450000,-300000,-455000,-455000,0
1345527410,345527410,34,מע'ש ,5845400,-245000,-150900,-201000,-201000,0
1346100930,346100930,34,ילדים עוורים במוסדות 2410,5846100,-171000,-67600,-173000,-173000,0
1346300930,346300930,34,שיקום העיוור בקהילה 62083,5846300,-65000,-36400,-66000,-66000,0
1346302930,346302930,34,הדרכת עוור ובני ביתו 2430,5846300,-260000,-153900,-263000,-263000,0
1346400930,346400930,34,מפעלי שיקום לעוור 0662080,5846400,-52000,-18800,-53000,-53000,0
1346402930,346402930,34,מפעלי תעסוקה ומועדון 2082,5846400,-455000,-591500,-810000,-810000,0
1346500930,346500930,34,אחזקת נכים בפנימיות 21040,5846500,-5979700,-4587100,-6465000,-6465000,0
1346501930,346501930,34,נכים במשפחות אומנה 621041,5846500,-574200,-223600,-581000,-581000,0
1346600930,346600930,34,תעסוקה מוגנת למוגבל 22010,5846600,-575000,-847500,-1052000,-1052000,0
1346601410,346601410,34,מועדוניות לכבדי שמיעה ,5846600,0,0,0,0,0
1346601930,346601930,34,מס.יום לילד המוגבל 622090,5846600,-534600,-424100,-600000,-600000,0
1346602930,346602930,34,תכנית מעבר 622012 ,5846600,-170000,-104300,-202000,-202000,0
1346700410,346700410,34,הסעות נכים ,5846700,-16000,-22500,-30000,-30000,0
1346700930,346700930,34,תוכניות לילד החריג 622020,5846700,-220000,-123000,-223000,-223000,0
1346702930,346702930,34,הסעות נכים 0622015 ,5846700,-260000,-89100,-263000,-263000,0
1346703930,346703930,34,מרכז יום שיקומי לנכים 110,5846700,-2154000,-1135300,-2180000,-2180000,0
1346704930,346704930,34,נופשונים להבראה 0622140 ,5846700,-125000,-70400,-127000,-127000,0
1346705930,346705930,34,הסעות למעון יום שיקומי 13,5846700,-450000,-562500,-688000,-688000,0
1346706930,346706930,34,ליווי למעון יום שיקומי 14,5846700,-100000,-262500,-253000,-253000,0
1346707930,346707930,34,מסיכון לסיכוי 0622021 ,5846700,-345000,-206300,-352000,-352000,0
1346710930,346710930,34,תעסוקה נתמכת לנכים ,5846700,-450000,-188600,-455000,-455000,0
1346711930,346711930,34,חלופה למ.יום שיקומיים 115,5846700,-190000,-310100,-418000,-418000,0
1346712930,346712930,34,מועדון חברתי לבוגרים 2142,5846700,-155000,-114800,-173000,-173000,0
1346714930,346714930,34,עמית למשפחה 622214 ,5846700,-28100,0,-28000,-28000,0
1346715930,346715930,34,איתור לתעסוקה 622013 ,5846700,-27000,-7700,-27000,-27000,0
1346716930,346716930,34,מרכז יום לנכים קשים 22260,5846700,0,0,0,0,0
1346800930,346800930,34,מרכזי אבחון ושיקום 618010,5846800,-185000,-43300,-61000,-61000,0
1346801930,346801930,34,שיקום נכים בקהילה 0619040,5846800,-55000,-11700,-64000,-64000,0
1346802930,346802930,34,נכים קשים בקהילה 0621090 ,5846800,-63000,-59400,-102000,-102000,0
1346804930,346804930,34,בוגרים עיוורים בקהילה 120,5846800,-330000,-217500,-334000,-334000,0
1346805930,346805930,34,ילדים עיוורים בקהילה 2121,5846800,-68000,-64300,-75000,-75000,0
1347100930,347100930,34,טפול בנוער ובצעירים 64023,5847100,-514000,-253100,-520000,-520000,0
1347102930,347102930,34,"ת. קהיל. עד""י ומעטפת 5427",5847100,-125500,-120800,-501000,-501000,0
1347103930,347103930,34,טפול בנערות במצוקה 165420,5847100,-68000,-11600,-69000,-69000,0
1347105930,347105930,34,בית נועם 1124260 ,5847100,0,0,0,0,0
1347106930,347106930,34,מיתרים חרדים 1164161 ,5847100,-235800,-519500,-774000,-774000,0
1347107930,347107930,34,נוער וצעיר. חוץ ביתי 5426,5847100,-96000,-115300,-121000,-121000,0
1347108930,347108930,34,"פרוייקט עד""י 1165427 ",5847100,-129000,0,-131000,-131000,0
1347111930,347111930,34,תוכנית מעטפת מבחן נוער 00,5847100,-219500,-159800,-223000,-223000,0
1347112930,347112930,34,בתים חמים לנערות 1165428 ,5847100,-658000,-335300,-704000,-704000,0
1347113930,347113930,34,פרויקט וינגיט 1164020 ,5847100,-37000,0,-37000,-37000,0
1347114930,347114930,34,מ. לנפגעי תקיפה מינית 429,5847100,-111700,-75000,-131000,-131000,0
1347124930,347124930,34,קורת גג - חרות לנוער ,5847100,0,0,0,0,0
1347200930,347200930,34,מעונות חסות -ממשלתיים 030,5847200,-10500,-37900,-148000,-148000,0
1347300930,347300930,34,התמכרויות מבוגרים 1125061,5847300,-954000,-832200,-993000,-993000,0
1347301930,347301930,34,בדיקות סמים וסיוע 1125062,5847300,-25000,-10900,-25000,-25000,0
1347303930,347303930,34,תוכניות תעסוקה למתמכרים67,5847300,-205000,-153800,-208000,-208000,0
1347305930,347305930,34,טיפול בנוער מתמכר 1125161,5847300,-149000,-104600,-151000,-151000,0
1347306930,347306930,34,יחידת איתור לנוער ,5847100,-375000,-201400,-380000,-380000,0
1347307930,347307930,34,התמכרויות חוץ ביתי 125060,5847300,-95000,-48600,-126000,-126000,0
1347400930,347400930,34,"מפת""ן ממשלתי 1132830 ",5847400,-16000,0,-16000,-16000,0
1347401930,347401930,34,"מפת""ן מקומי -החזקה 134410",5847400,-546200,-364400,-553000,-553000,0
1347402930,347402930,34,פעול משלימות למפתנים 4420,5847400,-79000,-27400,-80000,-80000,0
1347403930,347403930,34,"מית""ר 1134411 ",5847400,-490700,-192300,-531000,-531000,0
1347405930,347405930,34,"ת.למניעת אלימות במפת""ן 21",5847400,-59000,0,-60000,-60000,0
1347408930,347408930,34,"מפתן כולל כ""א 1134412 ",5847400,-6700,0,-7000,-7000,0
1348200922,348200922,34,מלגות מ.השיכון - שיקום שכ,5848200,0,0,-400000,-400000,0
1348200930,348200930,34,עבודה קהילתית 1072410 ,5848200,-25000,-4200,-25000,-25000,0
1348300930,348300930,34,פע' התנדבות בקהילה 134050,5848300,-72000,-16500,-73000,-73000,0
1348400930,348400930,34,לשכות ייעוץ לאזרח 0132050,5848400,-12000,0,-12000,-12000,0
1348500930,348500930,34,שיקום שכונות פעולות 72040,5848500,-22500,-4900,-23000,-23000,0
1349000930,349000930,34,נכים בפנימיות עולים 21042,5849000,-64800,0,-66000,-66000,0
1349002930,349002930,34,טיפול בעיוורים עולים 9042,5846300,-100000,-26300,-101000,-101000,0
1349003930,349003930,34,פיתוח קהיל. בין תרבות ,5849000,-563000,0,-570000,-570000,0
1349005930,349005930,34,מ.יום טפולי עולים 0855421,5845200,-55000,-27700,-56000,-56000,0
1349006930,349006930,34,"מעש""ים עולים 0855471 ",5845400,-39200,-29900,-41000,-41000,0
1349007930,349007930,34,מפגר בפנימיה - עולים 6412,5845100,-887000,-650200,-1059000,-1059000,0
1349008930,349008930,34,משפחות עולים במצוקה ,5842200,-107000,-76700,-108000,-108000,0
1349009930,349009930,34,מעונות יום -עולים 1039011,5843900,-33000,0,-33000,-33000,0
1349010930,349010930,34,ילדים בפנימיות - עולים 11,5843800,-557000,-750300,-2459000,-2459000,0
1349011930,349011930,34,ילדים במצוקה - עולים 9460,5843000,-195000,-90300,-197000,-197000,0
1349012930,349012930,34,טיפול בעולים א.ותיק 43447,5844400,-295600,-223100,-301000,-301000,0
1349013930,349013930,34,התכנית הביתית 1073222 ,5849000,-238000,-163500,-325000,-325000,0
1349014930,349014930,34,תכנית מגשרים 1073221 ,5849000,-65000,-46800,-77000,-77000,0
1349016930,349016930,34,עובדי שכונה - עולים 73120,5848500,-317900,-237800,-335000,-335000,0
1349017930,349017930,34,אבחון ושיקום נכים-עולים90,5846800,-203000,-247500,-324000,-324000,0
1349018950,349018950,34,עולי צרפת ואוקראינה - מ. ,5848200,0,0,0,0,0
1349021930,349021930,34,תוכניות טיפול בעולים 3230,5849000,0,-173300,-230000,-230000,0
1349022930,349022930,34,טיפול בעולים נפגעי סמים66,5847300,-143000,-15800,-145000,-145000,0
1349023930,349023930,34,מ.טיפול באלימות עולים 420,5842400,-232000,-192100,-235000,-235000,0
1349024930,349024930,34,תוכנית במעלה 1039472 ,5849000,-51000,-42800,-72000,-72000,0
1349025930,349025930,34,חומש אתיופים פעולות 73101,5849000,0,0,0,0,0
1349300930,349300930,34,פרויקטים לנגמלים 1125064 ,5847300,0,0,0,0,0
1360000420,360000420,36,הכנסות עצמיות-קליטה ,1860000,-285000,-47800,-200000,-200000,0
1360000421,360000421,36,הכנ' עצמיות מחוזים חדשים),1860000,-30000,-20500,-30000,-30000,0
1360000951,360000951,36,הכנ' מ. הקליטה פעולות חדש,1860000,-500000,-34200,-500000,-500000,0
1360001950,360001950,36,מוקד שכונתי-אתיופים ,1860001,-700000,-427000,-700000,-700000,0
1360002420,360002420,36,עולי צרפת - הכנ' עצמיות ,1860002,0,0,0,0,0
1360002950,360002950,36,קליטת עולי צרפת ,1860002,-200000,-34200,-200000,-200000,0
1360003420,360003420,36,הכנ' עצמיות-עולים על הגל ,1860003,-30000,0,0,0,0
1360004420,360004420,36,אמריקה הלטינית-הכנ' עצמיו,1860004,0,0,0,0,0
1360004950,360004950,36,עליה-אמריקה הלטינית ,1860004,-100000,0,-100000,-100000,0
1360005950,360005950,36,כנס קליטה ,1860005,0,0,0,0,0
1360006420,360006420,36,הכנ' עצמיות - עולי גאורגי,1860006,0,0,0,0,0
1360006950,360006950,36,הכננ' מ. הקליטה - עולי גא,1860006,0,0,0,0,0
1360007420,360007420,36,הכנ' עצמיות - עולי תורכיה,1860007,0,0,0,0,0
1360007950,360007950,36,הכנ' מ. הקליטה - עולי תור,1860007,0,0,0,0,0
1413100210,413100210,41,אגרת מים (צריכה שוטפת( ,3910000,-900000,-342800,-350000,-350000,0
1413200210,413200210,41,אגרות מים אחרות (מוני מים,3910000,-5000,-800,0,0,0
1413300663,413300663,41,דמי ניהול תאגיד ,3410000,0,0,0,0,0
1413301690,413301690,41,"החזר הוצאות שכ""ע ורכב-תאג",3410000,0,0,0,0,0
1437000420,437000420,43,שווקים ,6937000,-2700000,-1675000,-2800000,-2800000,0
1439000640,439000640,43,השכרת נכסים ,3930000,-2480000,-1622600,-2916000,-2916000,0
1441000620,441000620,44,מכירת רכב משומש ,1941000,-1000000,-313500,-445000,-445000,0
1472000210,472000210,47,ביוב עירוני ,3970000,-150000,-125300,-100000,-100000,0
1520000610,520000610,52,תקבולים משנים קודמות ,1610000,-2500000,-375200,-1500000,-1500000,0
1591900590,591900590,59,קרנות הפרשה ועודף נצבר ,3970000,-33237300,-869700,-33237300,-33237300,0
1594000490,594000490,59,הכנסות מיוחדות ,1610000,0,-1161100,-38236700,0,-38236700
1594000730,594000730,59,"החזר בגין דמי פגיעה -ב""ל ",2590000,-630000,-441900,-630000,-630000,0
1594000990,594000990,59,בגין צוק איתן- מס רכוש ,1610000,0,0,0,0,0
1599000990,599000990,59,"הכנסות ""צוק איתן"" ",1610000,0,0,0,0,0
1611100110,611100110,61,השכר הקובע ,1611100,2163000,1592000,2166000,2166000,0
1611100120,611100120,61,תוספות שלא נכללות בשכר ,1611100,20000,43200,45000,45000,0
1611100140,611100140,61,החזר הוצאות רכב ,1611100,148000,95500,129000,129000,0
1611100141,611100141,61,החזר הוצאות אחר ,1611100,155000,105900,147000,147000,0
1611100181,611100181,61,הפרשות סוציאליות ,1611100,492000,365400,497000,497000,0
1611100182,611100182,61,מיסים ועליות ,1611100,394000,322500,423000,423000,0
1611101110,611101110,61,השכר הקובע ,1611101,618000,498400,713000,713000,0
1611101120,611101120,61,תוסםות שלא נכללות בשכר ,1611101,110000,75000,83000,83000,0
1611101130,611101130,61,שעות נוספות ,1611101,53000,48300,70000,63000,7000
1611101140,611101140,61,החזר הוצאות רכב ,1611101,127000,131700,179000,179000,0
1611101141,611101141,61,החזר הוצאות אחר ,1611101,50000,48700,63000,63000,0
1611101181,611101181,61,הפרשות סוציאליות ,1611101,169000,129200,183000,183000,0
1611101182,611101182,61,מיסים ועלויות ,1611101,131000,106000,151000,151000,0
1611101210,611101210,61,שכר זמניים ,1611101,400000,23900,200000,200000,0
1611101470,611101470,61,ציוד משרדי מתכלה ,1611101,24700,11500,24700,24700,0
1611101471,611101471,61,מכונות צילום ,1611101,4700,4700,5000,5000,0
1611101510,611101510,61,אש'ל וכבודים ,1611101,5000,2700,5000,5000,0
1611101514,611101514,61,רכישת מתנות ,1611101,17000,7300,17000,17000,0
1611101522,611101522,61,ספרות מקצועית ועתונות ,1611101,5000,3100,5000,5000,0
1611101530,611101530,61,8001852,1611101,60000,28500,60000,60000,0
1611101533,611101533,61,רכב צמוד 4351062 ,1611101,0,0,0,0,0
1611101540,611101540,61,דואר וטלפון ,1611101,5000,3300,5000,5000,0
1611101542,611101542,61,"רט""ן-תקשורת סלולרית ",1611101,24500,2400,19000,19000,0
1611101760,611101760,61,קנית שרותים מרשויות ומוסד,1611101,20000,12600,20000,20000,0
1611101780,611101780,61,הוצאות שונות ,1611101,31000,26000,34000,29000,5000
1611102110,611102110,61,השכר הקובע ,1611102,304000,223300,306000,306000,0
1611102120,611102120,61,תוספות שלא נכללות בשכר ,1611102,55000,42300,51000,51000,0
1611102140,611102140,61,החזר הוצאות רכב ,1611102,48000,33200,51000,51000,0
1611102141,611102141,61,החזר הוצאות אחר ,1611102,17000,14200,20000,20000,0
1611102181,611102181,61,הפרשות סוציאליות ,1611102,60000,53400,71000,71000,0
1611102182,611102182,61,מיסים ועליות ,1611102,58000,41900,59000,59000,0
1611102210,611102210,61,שכר זמניים ,1611102,0,0,0,0,0
1611102470,611102470,61,ציוד משרדי מתכלה ,1611102,4300,2600,4300,4300,0
1611102510,611102510,61,אש'ל וכבודים ,1611102,2000,1100,2000,2000,0
1611102514,611102514,61,רכישת מתנות ,1611102,5100,2500,5100,5100,0
1611102522,611102522,61,ספרות מקצועיות ועתונים ,1611102,3000,0,3000,3000,0
1611102531,611102531,61,רכב 7747775 ,1611102,40000,14500,40000,40000,0
1611102540,611102540,61,דואר וטלפון ,1611102,2000,800,1500,1500,0
1611102542,611102542,61,"רט""ן-תקשורת סלולרית ",1611102,9700,1400,6000,6000,0
1611102780,611102780,61,הוצאות שונות ,1611102,6000,1600,6000,5000,1000
1611103110,611103110,61,השכר הקובע ,1611103,258000,179800,246000,246000,0
1611103120,611103120,61,תוספות שלא נכללות בשכר ,1611103,48000,37500,47000,47000,0
1611103140,611103140,61,החזר הוצאות רכב ,1611103,46000,34600,43000,43000,0
1611103141,611103141,61,החזר הוצאות אחר ,1611103,10000,7500,11000,11000,0
1611103181,611103181,61,הפרשות סוציאליות ,1611103,53000,37200,51000,51000,0
1611103182,611103182,61,מיסים ועלויות ,1611103,50000,34800,47000,47000,0
1611103210,611103210,61,שכר עובדים זמניים ,1611103,0,0,0,0,0
1611103470,611103470,61,ציוד משרדי מתכלה ,1611103,4300,300,4300,4300,0
1611103510,611103510,61,אש'ל וכבודים ,1611103,2000,400,2000,2000,0
1611103514,611103514,61,רכישת מתנות ,1611103,5100,0,5100,5100,0
1611103522,611103522,61,ספרות מקצועית ועתונות ,1611103,4000,1400,4000,4000,0
1611103530,611103530,61,רכב צמוד ,1611103,0,0,0,0,0
1611103540,611103540,61,דואר וטלפון ,1611103,2000,500,1500,1500,0
1611103542,611103542,61,"רט""ן-תקשורת סלולרית ",1611103,9900,1900,10000,10000,0
1611103780,611103780,61,הוצאות שונות ,1611103,6000,600,6000,5000,1000
1611104110,611104110,61,השכר הקובע ,1611104,236000,151500,243000,243000,0
1611104120,611104120,61,תוספות שלא נכללות בשכר ,1611104,12000,17800,19000,19000,0
1611104130,611104130,61,שעות נוספות ,1611104,1000,0,0,0,0
1611104140,611104140,61,החזר הוצאות רכב ,1611104,28000,20300,24000,24000,0
1611104141,611104141,61,החזר הוצאות אחר ,1611104,17000,8200,14000,14000,0
1611104181,611104181,61,הפרשות סוציאליות ,1611104,55000,48400,67000,67000,0
1611104182,611104182,61,מיסים ועלויות ,1611104,38000,27100,42000,42000,0
1611104470,611104470,61,ציוד משרדי מתכלה ,1611104,4300,3700,4300,4300,0
1611104471,611104471,61,אחז' מכונת צילום ,1611104,1200,1200,1300,1300,0
1611104510,611104510,61,אש'ל וכבודים ,1611104,2000,500,2000,2000,0
1611104514,611104514,61,רכישת מתנות ,1611104,5100,0,5100,5100,0
1611104522,611104522,61,ספרות מקצועית ועתונות ,1611104,3000,1400,3000,3000,0
1611104530,611104530,61, 82-117-70,1611104,40000,24500,40000,40000,0
1611104540,611104540,61,דואר וטלפון ,1611104,2000,400,1500,1500,0
1611104542,611104542,61,"רט""ן-תקשורת סלולרית ",1611104,6000,2800,6000,6000,0
1611104780,611104780,61,הוצאות שונות ,1611104,6000,600,6000,5000,1000
